timestamp,is_clench
1631023464937,1
1631023637626,1
1631023641870,1
1631023645334,1
1631023651044,1
1631023652171,1
1631023652268,1
1631023653565,1
1631023654365,1
1631023658046,1
1631023658155,1
1631023659913,1
1631023660635,1
1631023661484,1
1631023662140,1
1631023662736,1
1631023663588,1
1631023664903,1
1631023666312,1
1631023666781,1
1631023667628,1
1631023668459,1
1631023669430,1
1631023669883,1
1631023670292,1
1631023671136,1
1631023671278,1
1631023671653,1
1631023671903,1
1631023672532,1
1631023672829,1
1631023673441,1
1631023674396,1
1631023674693,1
1631023674896,1
1631023676165,1
1631023678137,1
1631023678527,1
1631023679011,1
1631023679654,1
1631023680344,1
1631023681329,1
1631023681766,1
1631023682472,1
1631023683177,1
1631023684692,1
1631023685789,1
1631023686916,1
1631023687259,1
1631023687634,1
1631023688056,1
1631023688275,1
1631023688575,1
1631023688731,1
1631023689527,1
1631023689824,1
1631023690093,1
1631023690306,1
1631023692641,1
1631023692922,1
1631023693720,1
1631023694176,1
1631023694754,1
1631023694973,1
1631023695585,1
1631023696056,1
1631023697841,1
1631023700127,1
1631023700770,1
1631023700958,1
1631023702226,1
1631023702929,1
1631023703229,1
1631023703432,1
1631023703807,1
1631023704057,1
1631023704373,1
1631023705158,1
1631023705580,1
1631023705767,1
1631023706473,1
1631023707473,1
1631023708285,1
1631023709126,1
1631023709738,1
1631023710769,1
1631023711256,1
1631023711631,1
1631023711959,1
1631023712243,1
1631023714098,1
1631023714257,1
1631023714898,1
1631023715107,1
1631023717375,1
1631023718397,1
1631023719264,1
1631023719561,1
1631023720219,1
1631023720375,1
1631023720531,1
1631023721795,1
1631023721983,1
1631023722607,1
1631023722935,1
1631023724079,1
1631023724314,1
1631023724720,1
1631023725831,1
1631023726662,1
1631023727131,1
1631023727337,1
1631023727594,1
1631023729368,1
1631023729493,1
1631023730196,1
1631023731308,1
1631023732622,1
1631023733501,1
1631023734551,1
1631023734957,1
1631023736715,1
1631023737854,1
1631023738547,1
1631023738774,1
1631023739365,1
1631023739521,1
1631023740800,1
1631023742154,1
1631023742676,1
1631023743539,1
1631023743783,1
1631023744251,1
1631023744532,1
1631023744736,1
1631023744923,1
1631023745537,1
1631023746568,1
1631023747010,1
1631023747153,1
1631023747653,1
1631023747966,1
1631023748281,1
1631023748546,1
1631023749015,1
1631023749876,1
1631023750519,1
1631023750629,1
1631023750992,1
1631023751164,1
1631023751916,1
1631023752216,1
1631023753186,1
1631023753374,1
1631023754155,1
1631023754374,1
1631023755579,1
1631023756204,1
1631023756719,1
1631023757203,1
1631023757422,1
1631023759003,1
1631023759846,1
1631023760034,1
1631023760237,1
1631023761049,1
1631023761862,1
1631023763679,1
1631023764230,1
1631023765311,1
1631023765702,1
1631023766155,1
1631023766814,1
1631023767472,1
1631023768441,1
1631023769003,1
1631023769882,1
1631023770823,1
1631023771192,1
1631023772176,1
1631023773348,1
1631023774429,1
1631023774867,1
1631023775398,1
1631023776245,1
1631023779600,1
1631023784317,1
1631023786493,1
1631023796803,1
1631023818032,1
1631023818391,1
1631023819130,1
1631023819864,1
1631023825889,1
1631023867992,1
1631023871222,1
1631023883131,1
1631023883196,1
1631023982277,1
1631024003717,1
1631024006026,1
1631024077456,1
1631024083143,1
1631024232329,1
1631024439449,1
1631024443490,1
1631024469154,1
