timestamp,is_clench
1631290544695,1
1631290683148,1
1631290731507,1
1631290731637,1
1631290735955,1
1631290746529,1
1631290757360,1
1631290774012,1
1631290810314,1
1631290810493,1
1631290818697,1
1631290818924,1
1631290822927,1
1631290826828,1
1631290826978,1
1631290829837,1
1631290830579,1
1631290830803,1
1631290834996,1
1631290835528,1
1631290839559,1
1631290851098,1
1631290852127,1
1631290852794,1
1631290855271,1
1631290858101,1
1631290858314,1
1631290862407,1
1631290862579,1
1631290864623,1
1631290867638,1
1631290876470,1
1631290876628,1
1631290882951,1
1631290898745,1
1631290921000,1
1631290927722,1
1631290928145,1
1631290930473,1
1631290930759,1
1631291092712,1
1631291093830,1
1631291094197,1
