timestamp,is_clench
1629797593217,1
1629797609015,1
1629797729140,1
1629797870119,1
1629797893980,1
1629797894295,1
1629797942718,1
1629797942937,1
1629797953294,1
1629797964578,1
1629797964812,1
1629797965207,1
1629797965411,1
1629797999186,1
1629798015426,1
1629798043327,1
1629798058719,1
1629798298754,1
1629798534279,1
1629798548319,1
1629798585857,1
1629798589405,1
1629798590220,1
1629798602934,1
1629798603966,1
1629798609980,1
1629798610230,1
1629798610761,1
1629798671430,1
1629798671620,1
1629798672443,1
1629798680252,1
1629798692140,1
1629798707753,1
1629798708881,1
1629798709102,1
1629798710433,1
1629798712562,1
1629798838344,1
