timestamp,is_touching
1629797528116,1
1629797528225,1
1629797528381,1
1629797528428,1
1629797528459,1
1629797528584,1
1629797528662,1
1629797528756,1
1629797528959,1
1629797529022,1
1629797529100,1
1629797529209,1
1629797529381,1
1629797529428,1
1629797529475,1
1629797529600,1
1629797529725,1
1629797529834,1
1629797529912,1
1629797530022,1
1629797530115,1
1629797530256,1
1629797530459,1
1629797530521,1
1629797530584,1
1629797530631,1
1629797530693,1
1629797530818,1
1629797530974,1
1629797531027,1
1629797531152,1
1629797531245,1
1629797531292,1
1629797531433,1
1629797531589,1
1629797531651,1
1629797531745,1
1629797531823,1
1629797531917,1
1629797532106,1
1629797532169,1
1629797532247,1
1629797532356,1
1629797532450,1
1629797532544,1
1629797532700,1
1629797532856,1
1629797532919,1
1629797532965,1
1629797533093,1
1629797533187,1
1629797533281,1
1629797533390,1
1629797533546,1
1629797533593,1
1629797533671,1
1629797533765,1
1629797533968,1
1629797533984,1
1629797534111,1
1629797534189,1
1629797534314,1
1629797534455,1
1629797534502,1
1629797534596,1
1629797534720,1
1629797534798,1
1629797534845,1
1629797534957,1
1629797535145,1
1629797535191,1
1629797535363,1
1629797535410,1
1629797535488,1
1629797535535,1
1629797535848,1
1629797535944,1
1629797536006,1
1629797536069,1
1629797536147,1
1629797536225,1
1629797536334,1
1629797536413,1
1629797536491,1
1629797536631,1
1629797536741,1
1629797536834,1
1629797537009,1
1629797537119,1
1629797537119,1
1629797537243,1
1629797537368,1
1629797537400,1
1629797537525,1
1629797537634,1
1629797537728,1
1629797537837,1
1629797537931,1
1629797538027,1
1629797538246,1
1629797538261,1
1629797538340,1
1629797538433,1
1629797538511,1
1629797538605,1
1629797538793,1
1629797538839,1
1629797538933,1
1629797539027,1
1629797539218,1
1629797539280,1
1629797539358,1
1629797539468,1
1629797539530,1
1629797539655,1
1629797539733,1
1629797539905,1
1629797539999,1
1629797540111,1
1629797540236,1
1629797540329,1
1629797540360,1
1629797540501,1
1629797540626,1
1629797540673,1
1629797540767,1
1629797540923,1
1629797540954,1
1629797541017,1
1629797541208,1
1629797541270,1
1629797541379,1
1629797541457,1
1629797541598,1
1629797541676,1
1629797541801,1
1629797541926,1
1629797541989,1
1629797542098,1
1629797542145,1
1629797542272,1
1629797542413,1
1629797542522,1
1629797542585,1
1629797542710,1
1629797542772,1
1629797542928,1
1629797543025,1
1629797543087,1
1629797543259,1
