timestamp,breathing_waveform
1629797528084,7467130
1629797528124,7469268
1629797528164,7470467
1629797528204,7471510
1629797528244,7471458
1629797528284,7469111
1629797528324,7468538
1629797528364,7468016
1629797528404,7467025
1629797528444,7467651
1629797528484,7468277
1629797528524,7469320
1629797528564,7469424
1629797528604,7469216
1629797528644,7468694
1629797528684,7468850
1629797528724,7468068
1629797528764,7466243
1629797528804,7464991
1629797528844,7464261
1629797528884,7463636
1629797528924,7463114
1629797528964,7461967
1629797529004,7462488
1629797529044,7461758
1629797529084,7461810
1629797529124,7462175
1629797529164,7462175
1629797529204,7461602
1629797529244,7460820
1629797529284,7460663
1629797529324,7460037
1629797529364,7459464
1629797529404,7458838
1629797529444,7458160
1629797529484,7457951
1629797529524,7458734
1629797529564,7458681
1629797529604,7458108
1629797529644,7459412
1629797529684,7461289
1629797529724,7463323
1629797529764,7464783
1629797529804,7465252
1629797529844,7465513
1629797529884,7464001
1629797529924,7461132
1629797529964,7460194
1629797530004,7459881
1629797530044,7459151
1629797530084,7459777
1629797530124,7457691
1629797530164,7457326
1629797530204,7456126
1629797530244,7454927
1629797530284,7453206
1629797530324,7452841
1629797530364,7450181
1629797530404,7447991
1629797530444,7446426
1629797530484,7445175
1629797530524,7444132
1629797530564,7442776
1629797530604,7442046
1629797530644,7440586
1629797530684,7440168
1629797530724,7439960
1629797530764,7439647
1629797530804,7439490
1629797530844,7439751
1629797530884,7440012
1629797530924,7441211
1629797530964,7441316
1629797531004,7441889
1629797531044,7443297
1629797531084,7445331
1629797531124,7447469
1629797531164,7448565
1629797531204,7447939
1629797531244,7448200
1629797531284,7448825
1629797531324,7448617
1629797531364,7449503
1629797531404,7451641
1629797531444,7453102
1629797531484,7454614
1629797531524,7456908
1629797531564,7459881
1629797531604,7462228
1629797531644,7464835
1629797531684,7467286
1629797531724,7468433
1629797531764,7471406
1629797531804,7473231
1629797531844,7474743
1629797531884,7476308
1629797531924,7478237
1629797531964,7479228
1629797532004,7479802
1629797532044,7480428
1629797532084,7481523
1629797532124,7481314
1629797532164,7482983
1629797532204,7484130
1629797532244,7484860
1629797532284,7485903
1629797532324,7487259
1629797532364,7488615
1629797532404,7489398
