timestamp,duration
1629810621207,5040
1629810626247,4520
1629810630767,3800
1629810634567,4480
1629810639047,5040
1629810644087,5000
1629810649087,5120
1629810654207,4160
1629810658367,4040
1629810662407,4080
1629810666487,4080
1629810670567,4200
1629810674767,4040
1629810678807,4360
1629810683167,4320
1629810687487,4600
1629810692087,4720
1629810696807,4480
1629810701287,4560
1629810705847,4560
1629810710407,4760
1629810715167,4800
1629810719967,4760
1629810724727,4920
1629810729647,4520
1629810734167,4520
1629810738687,4680
1629810743367,4960
1629810748327,4840
1629810753167,4720
1629810757887,4840
1629810762727,4720
1629810767447,4800
1629810772247,5000
1629810777247,4720
1629810781967,4680
1629810786647,5120
1629810791767,4440
1629810796207,3120
1629810799327,4680
1629810804007,4360
1629810808367,4480
1629810812847,3800
1629810816647,4520
1629810821167,5480
1629810826647,5000
1629810831647,3840
1629810835487,4080
1629810839567,4000
1629810843567,4360
1629810847927,4360
1629810852287,4600
1629810856887,4520
1629810861407,4120
1629810865527,4440
1629810869967,3920
1629810873887,3960
1629810877847,4520
1629810882367,4480
1629810886847,4880
1629810891727,4280
1629810896007,4680
1629810900687,4320
1629810905007,4600
1629810909607,4560
1629810914167,4040
1629810918207,4240
1629810922447,4000
1629810926447,4320
1629810930767,3800
1629810934567,3520
1629810938087,5400
1629810943487,3680
1629810947167,3640
1629810950807,2560
1629810953367,1920
1629810955287,2240
1629810957527,3640
1629810961167,3720
1629810964887,2520
1629810967407,4240
1629810971647,3320
1629810974967,2760
1629810977727,3480
1629810981207,4080
1629810985287,2760
1629810988047,4440
1629810992487,4760
1629810997247,3720
1629811000967,2760
1629811003727,3600
1629811007327,4840
1629811012167,2920
1629811015087,3840
1629811018927,2200
1629811021127,2640
1629811023767,2360
1629811026127,2080
1629811028207,1680
1629811029887,2080
1629811031967,2240
1629811034207,2480
1629811036687,2600
1629811039287,2160
1629811041447,1880
1629811043327,2280
1629811045607,2920
1629811048527,2120
1629811050647,1760
1629811052407,2320
1629811054727,1680
1629811056407,2360
1629811058767,2080
1629811060847,2080
1629811062927,2400
1629811065327,1880
1629811067207,1880
1629811069087,1800
1629811070887,1880
1629811072767,1960
1629811074727,2000
1629811076727,2080
1629811078807,2400
1629811081207,2160
1629811083367,1680
1629811085047,1720
1629811086767,1880
1629811088647,1880
1629811090527,1960
1629811092487,1280
1629811093767,1840
1629811095607,2320
1629811097927,2080
1629811100007,1880
1629811101887,880
1629811102767,3160
1629811105927,2280
1629811108207,4480
1629811112687,1680
1629811114367,2480
1629811116847,2120
1629811118967,2800
1629811121767,1880
1629811123647,1160
1629811124807,2280
1629811127087,1960
1629811129047,1880
1629811130927,1800
1629811132727,1840
1629811134567,1760
1629811136327,1560
1629811137887,1640
1629811139527,2080
1629811141607,1880
1629811143487,1680
1629811145167,1920
1629811147087,2120
1629811149207,2000
1629811151207,2040
1629811153247,1760
1629811155007,1680
1629811156687,1760
1629811158447,1840
1629811160287,1760
1629811162047,2000
1629811164047,2040
1629811166087,2040
1629811168127,1280
1629811169407,1720
1629811171127,1240
1629811172367,1200
1629811173567,4080
1629811177647,1280
1629811178927,2280
1629811181207,2000
1629811183207,1800
1629811185007,2320
1629811187327,1920
1629811189247,1880
1629811191127,2000
1629811193127,1720
1629811194847,3120
1629811197967,1720
1629811199687,1760
1629811201447,1480
1629811202927,1480
1629811204407,2240
1629811206647,1760
1629811208407,2120
1629811210527,2520
1629811213047,2720
1629811215767,1720
1629811217487,2160
1629811219647,2640
1629811222287,1800
1629811224087,2280
1629811226367,1920
1629811228287,2160
1629811230447,2400
1629811232847,2680
1629811235527,3000
1629811238527,2440
1629811240967,3000
1629811243967,2480
1629811246447,2840
1629811249287,2520
1629811251807,2560
1629811254367,3640
1629811258007,2440
1629811260447,2600
1629811263047,2840
1629811265887,2720
1629811268607,2760
1629811271367,3360
1629811274727,3080
