timestamp,is_clench
1629810801879,1
1629810809228,1
1629810809560,1
1629810812720,1
1629810818760,1
1629810828075,1
1629810832862,1
1629810834416,1
1629810836105,1
1629810837120,1
1629810850278,1
1629810852442,1
1629810854428,1
1629810881104,1
1629810942994,1
1629810946506,1
1629810950160,1
1629810955705,1
1629810963102,1
1629810963243,1
1629811051314,1
1629811051814,1
1629811052050,1
1629811052846,1
1629811053847,1
1629811062136,1
1629811062997,1
1629811063201,1
1629811066131,1
1629811067571,1
1629811068010,1
1629811068385,1
1629811068667,1
1629811069103,1
1629811070016,1
1629811070236,1
1629811070892,1
1629811071295,1
1629811071848,1
1629811072017,1
1629811072314,1
1629811072877,1
1629811073033,1
1629811073440,1
1629811074358,1
1629811074580,1
1629811074891,1
1629811075127,1
1629811075608,1
1629811076685,1
1629811077012,1
1629811077419,1
1629811077916,1
1629811078605,1
1629811079525,1
1629811080086,1
1629811080243,1
1629811080663,1
1629811081053,1
1629811081571,1
1629811081790,1
1629811082104,1
1629811082291,1
1629811082478,1
1629811082993,1
1629811083208,1
1629811083884,1
1629811086081,1
1629811086740,1
1629811087587,1
1629811087774,1
1629811110890,1
1629811111252,1
1629811124214,1
1629811167916,1
1629811168109,1
1629811170947,1
1629811175202,1
1629811177323,1
1629811177917,1
1629811178118,1
1629811178767,1
1629811179331,1
1629811179502,1
1629811180203,1
1629811181382,1
1629811181647,1
1629811183589,1
1629811183762,1
1629811184979,1
1629811185180,1
1629811185574,1
1629811186142,1
1629811186283,1
1629811186624,1
1629811187499,1
1629811187700,1
1629811188027,1
1629811188892,1
1629811189138,1
1629811189497,1
1629811189843,1
1629811190236,1
1629811190971,1
1629811191371,1
1629811192092,1
1629811193481,1
1629811196639,1
1629811197017,1
1629811198031,1
1629811198362,1
1629811198600,1
1629811199475,1
1629811201585,1
1629811205240,1
1629811218417,1
1629811219587,1
1629811219796,1
1629811223010,1
1629811224845,1
1629811233650,1
1629811239359,1
1629811364626,1
1629811364845,1
1629811365567,1
1629811368482,1
1629811373355,1
1629811481825,1
1629811519947,1
1629811650890,1
