timestamp,is_touching
1631632613063,1
1631632613131,1
1631632613240,1
1631632613301,1
1631632613467,1
1631632613542,1
1631632613632,1
1631632613741,1
1631632613831,1
1631632613926,1
1631632614066,1
1631632614161,1
1631632614231,1
1631632614347,1
1631632614435,1
1631632614546,1
1631632614676,1
1631632614779,1
1631632614863,1
1631632614947,1
1631632615064,1
1631632615150,1
1631632615279,1
1631632615371,1
1631632615461,1
1631632615552,1
1631632615649,1
1631632615754,1
1631632615883,1
1631632615976,1
1631632616066,1
1631632616158,1
1631632616249,1
1631632616363,1
1631632616501,1
1631632616591,1
1631632616737,1
1631632616805,1
1631632616900,1
1631632616973,1
1631632617118,1
1631632617235,1
1631632617316,1
1631632617407,1
1631632617511,1
1631632617614,1
1631632617718,1
1631632617807,1
1631632617913,1
1631632617988,1
1631632618083,1
1631632618200,1
1631632618324,1
1631632618438,1
1631632618529,1
1631632618640,1
1631632618703,1
1631632618799,1
1631632618927,1
1631632619018,1
1631632619156,1
1631632619240,1
1631632619315,1
1631632619403,1
1631632619528,1
1631632619622,1
1631632619732,1
1631632619823,1
1631632619915,1
1631632620020,1
1631632620158,1
1631632620264,1
1631632620357,1
1631632620427,1
1631632620546,1
1631632620652,1
1631632620806,1
1631632620872,1
1631632620985,1
1631632621042,1
1631632621131,1
1631632621250,1
1631632621366,1
1631632621455,1
1631632621568,1
1631632621657,1
1631632621752,1
1631632621848,1
1631632621978,1
1631632622102,1
1631632622182,1
1631632622262,1
1631632622348,1
1631632622450,1
1631632622594,1
1631632622678,1
1631632622774,1
1631632622890,1
1631632622962,1
1631632623054,1
1631632623195,1
1631632623299,1
1631632623387,1
1631632623495,1
1631632623585,1
1631632623667,1
1631632623798,1
1631632623897,1
1631632623982,1
1631632624095,1
1631632624171,1
1631632624272,1
1631632624404,1
1631632624530,1
1631632624608,1
1631632624722,1
1631632624814,1
1631632624901,1
1631632625031,1
1631632625168,1
1631632625250,1
1631632625330,1
1631632625416,1
1631632625507,1
1631632625634,1
1631632625728,1
1631632625837,1
1631632625904,1
1631632626000,1
1631632626112,1
1631632626238,1
1631632626351,1
1631632626448,1
1631632626555,1
1631632626636,1
1631632626712,1
1631632626847,1
1631632626955,1
1631632627050,1
1631632627148,1
1631632627231,1
1631632627343,1
1631632627468,1
1631632627564,1
1631632627651,1
1631632627741,1
1631632627850,1
1631632627917,1
1631632628067,1
1631632628163,1
1631632628253,1
1631632628368,1
1631632628468,1
1631632628548,1
1631632628674,1
1631632628810,1
1631632628879,1
1631632628998,1
1631632629085,1
1631632629170,1
1631632629345,1
1631632629423,1
1631632629503,1
1631632629572,1
1631632629687,1
1631632629753,1
1631632629903,1
1631632629998,1
1631632630087,1
1631632630182,1
1631632630271,1
1631632630381,1
1631632630518,1
1631632630599,1
1631632630715,1
1631632630802,1
1631632630889,1
1631632630983,1
1631632631131,1
1631632631225,1
1631632631297,1
1631632631405,1
1631632631530,1
1631632631586,1
1631632631739,1
1631632631834,1
1631632631921,1
1631632632016,1
1631632632101,1
1631632632191,1
1631632632323,1
1631632632435,1
1631632632527,1
1631632632621,1
1631632632704,1
1631632632802,1
1631632632945,1
1631632633036,1
1631632633130,1
