timestamp,breathing_waveform
1630415911987,7318296
1630415912027,7318556
1630415912067,7319964
1630415912107,7319860
1630415912147,7320642
1630415912187,7320903
1630415912227,7320798
1630415912267,7320590
1630415912307,7320225
1630415912347,7320225
1630415912387,7319495
1630415912427,7318869
1630415912467,7317096
1630415912507,7317722
1630415912547,7316679
1630415912587,7314958
1630415912627,7314958
1630415912667,7314019
1630415912707,7313602
1630415912747,7312768
1630415912787,7312507
1630415912827,7311933
1630415912867,7311881
1630415912907,7310786
1630415912947,7310682
1630415912987,7311307
1630415913027,7309952
1630415913067,7309899
1630415913107,7309952
1630415913147,7309378
1630415913187,7309639
1630415913227,7308596
1630415913267,7308804
1630415913307,7308178
1630415913347,7307918
1630415913387,7308126
1630415913427,7308909
1630415913467,7308439
1630415913507,7307970
1630415913547,7308544
1630415913587,7308022
1630415913627,7307918
1630415913667,7308856
1630415913707,7309170
1630415913747,7309691
1630415913787,7310317
1630415913827,7311151
1630415913867,7312037
1630415913907,7311829
1630415913947,7313080
1630415913987,7313446
1630415914027,7313915
1630415914067,7313758
1630415914107,7315584
1630415914147,7315375
1630415914187,7315427
1630415914227,7315219
1630415914267,7314958
1630415914307,7314854
1630415914347,7314854
1630415914387,7314123
1630415914427,7313863
1630415914467,7313706
1630415914507,7313185
1630415914547,7313341
1630415914587,7313289
1630415914627,7312298
1630415914667,7312507
1630415914707,7312455
1630415914747,7312455
1630415914787,7312820
1630415914827,7312194
1630415914867,7312037
1630415914907,7311829
1630415914947,7311829
1630415914987,7312142
1630415915027,7311307
1630415915067,7309952
1630415915107,7309899
1630415915147,7309639
1630415915187,7308856
1630415915227,7308387
1630415915267,7308387
1630415915307,7307970
1630415915347,7305936
1630415915387,7305154
1630415915427,7304163
1630415915467,7303798
1630415915507,7303642
1630415915547,7303850
1630415915587,7303850
1630415915627,7303642
1630415915667,7304059
1630415915707,7304267
1630415915747,7303485
1630415915787,7303694
1630415915827,7303798
1630415915867,7304163
1630415915907,7303537
1630415915947,7303850
1630415915987,7303224
1630415916027,7303329
1630415916067,7302546
1630415916107,7302859
1630415916147,7302911
1630415916187,7302234
1630415916227,7301921
1630415916267,7300982
1630415916307,7302234
1630415916347,7302181
1630415916387,7302234
1630415916427,7301086
1630415916467,7300721
1630415916507,7301868
1630415916547,7300982
1630415916587,7300356
1630415916627,7300878
1630415916667,7300200
1630415916707,7300200
1630415916747,7300200
1630415916787,7300565
1630415916827,7299783
1630415916867,7300460
1630415916907,7299052
1630415916947,7299365
1630415916987,7298948
1630415917027,7299261
1630415917067,7299470
1630415917107,7298792
1630415917147,7299209
1630415917187,7298583
1630415917227,7299678
1630415917267,7300617
1630415917307,7300878
1630415917347,7301295
1630415917387,7301503
1630415917427,7302390
1630415917467,7302599
1630415917507,7302807
1630415917547,7303798
1630415917587,7304476
1630415917627,7305102
1630415917667,7305936
1630415917707,7306093
1630415917747,7306927
1630415917787,7306823
1630415917827,7307605
1630415917867,7307970
1630415917907,7308544
1630415917947,7308439
1630415917987,7307396
1630415918027,7307135
1630415918067,7306927
1630415918107,7305675
1630415918147,7305206
1630415918187,7304685
1630415918227,7304476
1630415918267,7303485
1630415918307,7304059
1630415918347,7303485
1630415918387,7303537
1630415918427,7303016
1630415918467,7303329
1630415918507,7303902
1630415918547,7303172
1630415918587,7303694
1630415918627,7303485
1630415918667,7302234
1630415918707,7302494
1630415918747,7301868
1630415918787,7302546
1630415918827,7302755
1630415918867,7302390
1630415918907,7303016
1630415918947,7303954
1630415918987,7304215
1630415919027,7305154
1630415919067,7304997
1630415919107,7304841
1630415919147,7305832
1630415919187,7306718
1630415919227,7307501
1630415919267,7308648
1630415919307,7309847
1630415919347,7311881
1630415919387,7313185
1630415919427,7314071
1630415919467,7314958
1630415919507,7316627
1630415919547,7316105
1630415919587,7316001
1630415919627,7315531
1630415919667,7315427
1630415919707,7316888
1630415919747,7318608
1630415919787,7320277
1630415919827,7322415
1630415919867,7323823
1630415919907,7327839
1630415919947,7333054
1630415919987,7338738
1630415920027,7344474
1630415920067,7350211
1630415920107,7354539
1630415920147,7355947
1630415920187,7357043
1630415920227,7356364
1630415920267,7353548
1630415920307,7352505
1630415920347,7350159
1630415920387,7347656
1630415920427,7348177
1630415920467,7350211
1630415920507,7349324
1630415920547,7348386
1630415920587,7348646
1630415920627,7348229
1630415920667,7347656
1630415920707,7347030
1630415920747,7346665
1630415920787,7347291
1630415920827,7347343
1630415920867,7345309
1630415920907,7343484
1630415920947,7341606
1630415920987,7343327
1630415921027,7342962
1630415921067,7340459
1630415921107,7341346
1630415921147,7345100
1630415921187,7344370
1630415921227,7341606
1630415921267,7340928
1630415921307,7340250
1630415921347,7339520
1630415921387,7339520
1630415921427,7336913
1630415921467,7334149
1630415921507,7329664
1630415921547,7325179
1630415921587,7324345
1630415921627,7326639
1630415921667,7327213
1630415921707,7330081
1630415921747,7330968
1630415921787,7329664
1630415921827,7329508
1630415921867,7331489
1630415921907,7333367
1630415921947,7337538
1630415921987,7340303
1630415922027,7340928
1630415922067,7339989
1630415922107,7338999
1630415922147,7338686
1630415922187,7339938
1630415922227,7343588
1630415922267,7347291
1630415922307,7348229
1630415922347,7353235
1630415922387,7362310
1630415922427,7368985
1630415922467,7374200
1630415922507,7379467
1630415922547,7382230
1630415922587,7384786
1630415922627,7384421
1630415922667,7380927
1630415922707,7377328
1630415922747,7374617
1630415922787,7373157
1630415922827,7372791
1630415922867,7372061
1630415922907,7371592
1630415922947,7371383
1630415922987,7371696
1630415923027,7372166
1630415923067,7372791
1630415923107,7375920
1630415923147,7383378
1630415923187,7388019
1630415923227,7390992
1630415923267,7394642
1630415923307,7402360
1630415923347,7409244
1630415923387,7414980
1630415923427,7420352
1630415923467,7422073
1630415923507,7422438
1630415923547,7417692
1630415923587,7413312
1630415923627,7412321
1630415923667,7412008
1630415923707,7409870
1630415923747,7408045
1630415923787,7407732
1630415923827,7406271
1630415923867,7402725
1630415923907,7398397
1630415923947,7394277
1630415923987,7386820
1630415924027,7380718
1630415924067,7376911
1630415924107,7375138
1630415924147,7375138
1630415924187,7375555
1630415924227,7373834
1630415924267,7372322
1630415924307,7371331
1630415924347,7372635
1630415924387,7371071
1630415924427,7368567
1630415924467,7366742
1630415924507,7364552
1630415924547,7362153
1630415924587,7361892
1630415924627,7360171
1630415924667,7359076
1630415924707,7358972
1630415924747,7358763
1630415924787,7359702
1630415924827,7357355
1630415924867,7356104
1630415924907,7355165
1630415924947,7355009
1630415924987,7353548
1630415925027,7352401
1630415925067,7351932
1630415925107,7351723
1630415925147,7350784
1630415925187,7351150
1630415925227,7350628
1630415925267,7349272
1630415925307,7347916
1630415925347,7346613
1630415925387,7345309
1630415925427,7344892
1630415925467,7344370
1630415925507,7344996
1630415925547,7346456
1630415925587,7347343
1630415925627,7347812
1630415925667,7347916
1630415925707,7347291
1630415925747,7345778
1630415925787,7345674
1630415925827,7344840
1630415925867,7344996
1630415925907,7343536
1630415925947,7343014
1630415925987,7341606
1630415926027,7340094
1630415926067,7340355
1630415926107,7339416
1630415926147,7339155
1630415926187,7339833
1630415926227,7338530
1630415926267,7339312
1630415926307,7338738
1630415926347,7338060
1630415926387,7337852
1630415926427,7338008
1630415926467,7337538
1630415926507,7337487
1630415926547,7337747
1630415926587,7337643
1630415926627,7337852
1630415926667,7337747
1630415926707,7336913
1630415926747,7336704
1630415926787,7336756
1630415926827,7336391
1630415926867,7335974
1630415926907,7335765
1630415926947,7335140
1630415926987,7335609
1630415927027,7334462
1630415927067,7334305
1630415927107,7334514
1630415927147,7334357
1630415927187,7334462
1630415927227,7333993
1630415927267,7333836
1630415927307,7334514
1630415927347,7334462
1630415927387,7333888
1630415927427,7333784
1630415927467,7332949
1630415927507,7332636
1630415927547,7332793
1630415927587,7332428
1630415927627,7332115
1630415927667,7332480
1630415927707,7332741
1630415927747,7332741
1630415927787,7332845
1630415927827,7332845
1630415927867,7333210
1630415927907,7332845
1630415927947,7332636
1630415927987,7333054
1630415928027,7332011
1630415928067,7333002
1630415928107,7333210
1630415928147,7333210
1630415928187,7333262
1630415928227,7333002
1630415928267,7332167
1630415928307,7332271
1630415928347,7331750
1630415928387,7331594
1630415928427,7331906
1630415928467,7331802
1630415928507,7331646
1630415928547,7332219
1630415928587,7332376
1630415928627,7331489
1630415928667,7332271
1630415928707,7331750
1630415928747,7332376
1630415928787,7332324
1630415928827,7331802
1630415928867,7331854
1630415928907,7331437
1630415928947,7331906
1630415928987,7331385
1630415929027,7330707
1630415929067,7331489
1630415929107,7330863
1630415929147,7330238
1630415929187,7330707
1630415929227,7330238
1630415929267,7329873
1630415929307,7329769
1630415929347,7329351
1630415929387,7329038
1630415929427,7328986
1630415929467,7329508
1630415929507,7329612
1630415929547,7330498
1630415929587,7330968
1630415929627,7331906
1630415929667,7331020
1630415929707,7331541
1630415929747,7331020
1630415929787,7331489
1630415929827,7331489
1630415929867,7330916
1630415929907,7332011
1630415929947,7331906
1630415929987,7332845
1630415930027,7332167
1630415930067,7332741
1630415930107,7332115
1630415930147,7332011
1630415930187,7332115
1630415930227,7332271
1630415930267,7331437
1630415930307,7331646
1630415930347,7330603
1630415930387,7330342
1630415930427,7330290
1630415930467,7329925
1630415930507,7329247
1630415930547,7328673
1630415930587,7328204
1630415930627,7327474
1630415930667,7327943
1630415930707,7326796
1630415930747,7326118
1630415930787,7326692
1630415930827,7325857
1630415930867,7326326
1630415930907,7326326
1630415930947,7326848
1630415930987,7325336
1630415931027,7326326
1630415931067,7326535
1630415931107,7326379
1630415931147,7326379
1630415931187,7326431
1630415931227,7326222
1630415931267,7325596
1630415931307,7326379
1630415931347,7326222
1630415931387,7326066
1630415931427,7326379
1630415931467,7327369
1630415931507,7326431
1630415931547,7326483
1630415931587,7328256
1630415931627,7327317
1630415931667,7327526
1630415931707,7327891
1630415931747,7327891
1630415931787,7327995
1630415931827,7327265
1630415931867,7327109
1630415931907,7327317
1630415931947,7326639
1630415931987,7327161
1630415932027,7327265
1630415932067,7327526
1630415932107,7327526
1630415932147,7327369
1630415932187,7327213
1630415932227,7327161
1630415932267,7327943
1630415932307,7328256
1630415932347,7327682
1630415932387,7327839
1630415932427,7328152
1630415932467,7328412
1630415932507,7329038
1630415932547,7328256
1630415932587,7329508
1630415932627,7328673
1630415932667,7328412
1630415932707,7328934
1630415932747,7329508
1630415932787,7328777
1630415932827,7328725
1630415932867,7328308
1630415932907,7327943
1630415932947,7328047
1630415932987,7327213
1630415933027,7328360
1630415933067,7327839
1630415933107,7329143
1630415933147,7329195
1630415933187,7330081
1630415933227,7330185
1630415933267,7330290
1630415933307,7330394
1630415933347,7330968
1630415933387,7331541
1630415933427,7331646
1630415933467,7332271
1630415933507,7332011
1630415933547,7331646
1630415933587,7332063
1630415933627,7332324
1630415933667,7332219
1630415933707,7332793
1630415933747,7333523
1630415933787,7333628
1630415933827,7334305
1630415933867,7334618
1630415933907,7334410
1630415933947,7334879
1630415933987,7334097
1630415934027,7333888
1630415934067,7332793
1630415934107,7332689
1630415934147,7332219
1630415934187,7331124
1630415934227,7329090
1630415934267,7328204
1630415934307,7327526
1630415934347,7327526
1630415934387,7327474
1630415934427,7326639
1630415934467,7326483
1630415934507,7326014
1630415934547,7326535
1630415934587,7326639
1630415934627,7326483
1630415934667,7326066
1630415934707,7326066
1630415934747,7326066
1630415934787,7326118
1630415934827,7325961
1630415934867,7326118
1630415934907,7326379
1630415934947,7326222
1630415934987,7326431
1630415935027,7326222
1630415935067,7326483
1630415935107,7326848
1630415935147,7326952
1630415935187,7326535
1630415935227,7326431
1630415935267,7326014
1630415935307,7326535
1630415935347,7327161
1630415935387,7327317
1630415935427,7327265
1630415935467,7327839
1630415935507,7327265
1630415935547,7326274
1630415935587,7326535
1630415935627,7326796
1630415935667,7326535
1630415935707,7326014
1630415935747,7326900
1630415935787,7327526
1630415935827,7328465
1630415935867,7328569
1630415935907,7329299
1630415935947,7329820
1630415935987,7330863
1630415936027,7331698
1630415936067,7332115
1630415936107,7333262
1630415936147,7334514
1630415936187,7335609
1630415936227,7336235
1630415936267,7336652
1630415936307,7337643
1630415936347,7338112
1630415936387,7338530
1630415936427,7339989
1630415936467,7340459
1630415936507,7341241
1630415936547,7341033
1630415936587,7341346
1630415936627,7340355
1630415936667,7339520
1630415936707,7339625
1630415936747,7337904
1630415936787,7336913
1630415936827,7336339
1630415936867,7336444
1630415936907,7335140
1630415936947,7333210
1630415936987,7333471
1630415937027,7332949
1630415937067,7333210
1630415937107,7333106
1630415937147,7332897
1630415937187,7333054
1630415937227,7332480
1630415937267,7333054
1630415937307,7331646
1630415937347,7331906
1630415937387,7332115
1630415937427,7331802
1630415937467,7332063
1630415937507,7332845
1630415937547,7332689
1630415937587,7332949
1630415937627,7332376
1630415937667,7332949
1630415937707,7332115
1630415937747,7332324
1630415937787,7333054
1630415937827,7332011
1630415937867,7331750
1630415937907,7332793
1630415937947,7332428
1630415937987,7332271
1630415938027,7332219
1630415938067,7331646
1630415938107,7332585
1630415938147,7332689
1630415938187,7332376
1630415938227,7333628
1630415938267,7334410
1630415938307,7335401
1630415938347,7336965
1630415938387,7337591
1630415938427,7339103
1630415938467,7340876
1630415938507,7341137
1630415938547,7342284
