timestamp,duration
1631118271290,2000
1631118273290,4960
1631118278250,5280
1631118283530,2640
1631118286170,2320
1631118288490,2160
1631118290650,3560
1631118294210,2920
1631118297130,3240
1631118300370,3080
1631118303450,3320
1631118306770,3080
1631118309850,3320
1631118313170,2880
1631118316050,3080
1631118319130,3240
1631118322370,3640
1631118326010,4920
1631118330930,3320
1631118334250,3200
1631118337450,3600
1631118341050,1560
1631118342610,3200
1631118345810,5960
1631118351770,4440
1631118356210,5120
1631118361330,5040
1631118366370,4400
1631118370770,2960
1631118373730,2920
1631118376650,3640
1631118380290,2600
1631118382890,2800
1631118385690,2960
1631118388650,2760
1631118391410,2960
1631118394370,3440
1631118397810,2800
1631118400610,3000
1631118403610,2280
1631118405890,3000
1631118408890,4000
1631118412890,2680
1631118415570,2640
1631118418210,3160
1631118421370,3400
1631118424770,3440
1631118428210,2800
1631118431010,2520
1631118433530,3200
1631118436730,1440
1631118438170,4200
1631118442370,1960
1631118444330,2000
1631118446330,7560
1631118453890,1560
1631118455450,2480
1631118457930,2720
1631118460650,2000
1631118462650,3480
1631118466130,4120
1631118470250,1520
1631118471770,2040
1631118473810,1960
1631118475770,2080
1631118477850,2240
1631118480090,2560
1631118482650,2480
1631118485130,2240
1631118487370,2520
1631118489890,1160
1631118491050,1760
1631118492810,2200
1631118495010,2200
1631118497210,2160
1631118499370,2440
1631118501810,2240
1631118504050,2280
1631118506330,2360
1631118508690,1960
1631118510650,3880
1631118514530,2200
1631118516730,2600
1631118519330,2240
1631118521570,2080
1631118523650,2360
1631118526010,2400
1631118528410,2800
1631118531210,2840
1631118534050,2840
1631118536890,3760
1631118540650,2440
1631118543090,2120
1631118545210,3400
1631118548610,3200
1631118551810,2520
1631118554330,3000
1631118557330,3640
1631118560970,3840
1631118564810,2760
1631118567570,1920
1631118569490,2760
1631118572250,2400
1631118574650,2120
1631118576770,2200
1631118578970,2240
1631118581210,2080
1631118583290,2080
1631118585370,1840
1631118587210,3040
