timestamp,breathing_waveform
1630067051820,7523712
1630067051860,7525224
1630067051900,7527206
1630067051940,7530439
1630067051980,7532473
1630067052020,7534298
1630067052060,7535341
1630067052100,7537479
1630067052140,7538365
1630067052180,7539565
1630067052220,7540139
1630067052260,7541964
1630067052300,7543267
1630067052340,7544624
1630067052380,7546709
1630067052420,7549056
1630067052460,7551559
1630067052500,7553697
1630067052540,7553958
1630067052580,7555836
1630067052620,7556670
1630067052660,7556931
1630067052700,7557087
1630067052740,7555888
1630067052780,7555158
1630067052820,7553489
1630067052860,7552550
1630067052900,7550047
1630067052940,7547544
1630067052980,7545614
1630067053020,7544311
1630067053060,7543372
1630067053100,7542068
1630067053140,7540712
1630067053180,7540034
1630067053220,7539096
1630067053260,7538731
1630067053300,7537792
1630067053340,7538365
1630067053380,7538418
1630067053420,7538157
1630067053460,7537896
1630067053500,7537427
1630067053540,7536071
1630067053580,7534455
1630067053620,7534819
1630067053660,7534819
1630067053700,7534350
1630067053740,7535132
1630067053780,7535914
1630067053820,7535132
1630067053860,7533620
1630067053900,7533046
1630067053940,7533724
1630067053980,7533516
1630067054020,7534715
1630067054060,7535967
1630067054100,7537844
1630067054140,7539252
1630067054180,7540139
1630067054220,7541234
1630067054260,7542955
1630067054300,7544415
1630067054340,7547648
1630067054380,7549943
1630067054420,7551977
1630067054460,7553906
1630067054500,7557244
1630067054540,7559330
1630067054580,7562041
1630067054620,7564857
1630067054660,7566682
1630067054700,7568977
1630067054740,7569551
1630067054780,7571272
1630067054820,7572993
1630067054860,7574505
1630067054900,7575496
1630067054940,7575652
1630067054980,7575965
1630067055020,7575913
1630067055060,7574818
1630067055100,7574088
1630067055140,7573618
1630067055180,7572315
1630067055220,7571011
1630067055260,7569812
1630067055300,7568351
1630067055340,7567569
1630067055380,7565588
1630067055420,7564753
1630067055460,7564180
1630067055500,7562198
1630067055540,7562667
1630067055580,7560998
1630067055620,7559590
1630067055660,7556983
1630067055700,7555001
1630067055740,7554323
1630067055780,7551194
1630067055820,7550777
1630067055860,7549578
1630067055900,7548326
1630067055940,7548013
1630067055980,7546970
1630067056020,7546814
1630067056060,7546397
1630067056100,7544780
1630067056140,7544154
1630067056180,7543685
1630067056220,7542538
1630067056260,7542016
1630067056300,7541286
1630067056340,7540243
1630067056380,7540243
1630067056420,7540034
1630067056460,7539252
1630067056500,7537531
1630067056540,7535706
1630067056580,7535602
1630067056620,7535028
1630067056660,7534246
1630067056700,7534663
1630067056740,7534350
1630067056780,7534402
1630067056820,7534663
1630067056860,7534402
1630067056900,7534455
1630067056940,7534194
1630067056980,7534402
1630067057020,7534037
1630067057060,7534559
1630067057100,7535184
1630067057140,7536019
1630067057180,7536853
1630067057220,7537635
1630067057260,7538105
1630067057300,7538626
1630067057340,7539252
1630067057380,7539669
1630067057420,7541130
1630067057460,7542955
1630067057500,7544571
1630067057540,7546762
1630067057580,7548691
1630067057620,7550412
1630067057660,7553072
1630067057700,7555575
1630067057740,7557087
1630067057780,7559955
1630067057820,7562041
1630067057860,7563502
1630067057900,7564231
1630067057940,7564284
1630067057980,7565118
1630067058020,7565379
1630067058060,7564701
1630067058100,7564388
1630067058140,7563189
1630067058180,7561520
1630067058220,7559851
1630067058260,7557765
1630067058300,7555262
1630067058340,7553280
1630067058380,7552342
1630067058420,7551403
1630067058460,7549526
1630067058500,7548900
1630067058540,7547596
1630067058580,7546501
1630067058620,7545771
1630067058660,7545354
1630067058700,7543789
1630067058740,7542850
1630067058780,7542120
1630067058820,7540816
1630067058860,7540347
1630067058900,7541234
1630067058940,7540973
1630067058980,7540660
1630067059020,7540399
1630067059060,7540660
1630067059100,7540243
1630067059140,7538731
1630067059180,7538626
1630067059220,7538209
1630067059260,7538679
1630067059300,7539148
1630067059340,7539773
1630067059380,7541859
1630067059420,7542903
1630067059460,7544571
1630067059500,7546709
1630067059540,7548639
1630067059580,7549943
1630067059620,7552759
1630067059660,7554584
1630067059700,7556148
1630067059740,7557087
1630067059780,7559642
1630067059820,7561050
1630067059860,7564753
1630067059900,7567986
1630067059940,7571793
1630067059980,7573827
1630067060020,7575704
1630067060060,7578677
1630067060100,7580711
1630067060140,7582484
1630067060180,7584100
1630067060220,7586656
1630067060260,7588429
1630067060300,7590828
1630067060340,7593227
1630067060380,7596095
1630067060420,7598807
1630067060460,7602248
1630067060500,7605899
1630067060540,7609602
1630067060580,7614139
1630067060620,7619353
1630067060660,7623004
1630067060700,7627071
1630067060740,7629783
1630067060780,7633695
1630067060820,7635520
1630067060860,7637032
1630067060900,7637032
1630067060940,7636146
1630067060980,7634633
1630067061020,7635468
1630067061060,7635781
1630067061100,7634216
1630067061140,7632860
1630067061180,7629887
1630067061220,7627176
1630067061260,7624829
1630067061300,7623004
1630067061340,7620605
1630067061380,7619614
1630067061420,7618310
1630067061460,7616642
1630067061500,7614295
1630067061540,7612574
1630067061580,7611479
1630067061620,7610280
1630067061660,7607463
1630067061700,7604752
1630067061740,7603344
1630067061780,7602770
1630067061820,7603031
1630067061860,7602666
1630067061900,7602978
1630067061940,7602248
1630067061980,7602040
1630067062020,7599954
1630067062060,7599745
1630067062100,7599432
1630067062140,7598442
1630067062180,7598389
1630067062220,7597868
1630067062260,7595730
1630067062300,7594322
1630067062340,7591297
1630067062380,7587647
1630067062420,7583005
1630067062460,7580189
1630067062500,7577686
1630067062540,7575392
1630067062580,7574505
1630067062620,7572576
1630067062660,7571220
1630067062700,7569707
1630067062740,7568925
1630067062780,7567100
1630067062820,7565379
1630067062860,7564336
1630067062900,7563137
1630067062940,7561833
1630067062980,7560321
1630067063020,7559382
1630067063060,7558547
1630067063100,7556201
1630067063140,7554428
1630067063180,7554323
1630067063220,7552342
1630067063260,7551038
1630067063300,7549108
1630067063340,7549734
1630067063380,7548222
1630067063420,7548274
1630067063460,7547961
1630067063500,7547492
1630067063540,7546918
1630067063580,7546188
1630067063620,7546188
1630067063660,7545458
1630067063700,7544728
1630067063740,7544675
1630067063780,7543946
1630067063820,7543685
1630067063860,7542590
1630067063900,7543528
1630067063940,7542642
