timestamp,is_clench
1630059146272,1
1630059266141,1
1630059275469,1
1630059275735,1
1630059277097,1
1630059279406,1
1630059342568,1
1630059352050,1
1630059355520,1
1630059355692,1
1630059356304,1
1630059359970,1
1630059360395,1
1630059372148,1
1630059372947,1
1630059389802,1
1630059390007,1
1630059390539,1
1630059400769,1
1630059403033,1
1630059409503,1
1630059415237,1
1630059421001,1
1630059443729,1
1630059673166,1
1630059673349,1
1630059688588,1
1630059738178,1
1630059748020,1
1630059749429,1
1630059749632,1
1630059754918,1
1630059776337,1
1630059807041,1
1630059807229,1
1630059858704,1
1630059889931,1
1630060032170,1
1630060032389,1
1630060048942,1
1630060166191,1
