trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
302.1067784400657,302.61121172318235,H,None,None,1,,0,0
304.61474918806925,305.1112237921916,F,None,None,1,,1,0
307.114391367184,307.61106658517383,H,m,m,1,0.7098557439167053,2,0
309.6148923560977,310.11116049601696,X,None,None,1,,3,0
312.11394363013096,312.611030774191,B,None,None,1,,4,0
314.6139311131556,315.1109577121679,X,m,m,1,0.52206658013165,5,0
317.1142214459833,317.61068382509984,R,None,None,1,,6,0
319.61377079505473,320.1110453950241,K,None,None,1,,7,0
322.116006155964,322.62930351216346,M,None,None,1,,8,0
324.614977787016,325.110834317049,Q,None,None,1,,9,0
327.1109433651436,327.6107685181778,M,m,m,1,0.4252324239350855,10,0
329.61383401812054,330.111173177138,X,None,None,1,,11,0
332.1146629890427,332.61024129414,Q,None,None,1,,12,0
334.6115377410315,335.1108831730671,K,None,None,1,,13,0
337.11304368497804,337.6107212570496,R,None,None,1,,14,0
339.61269571702,340.11079299799167,H,None,None,1,,15,0
342.11056826799177,342.6103010631632,R,m,m,1,0.8067878999281675,16,0
344.61026964406483,345.1102677090093,F,None,None,1,,17,0
347.1134858629666,347.6106586731039,M,None,None,1,,18,0
349.6135153810028,350.11065155407414,B,None,None,1,,19,0
690.6863157511689,691.1927077190485,K,None,None,1,,0,1
693.1751430220902,693.672546987189,M,None,None,1,,1,1
695.6744764971081,696.1725344881415,H,None,None,1,,2,1
698.1766045300756,698.672473100014,F,None,None,1,,3,1
700.6734257701319,701.1724761861842,H,m,m,1,0.6797001920640469,4,1
703.1753347180784,703.6724202681798,R,None,None,1,,5,1
705.6745370239951,706.1723650761414,X,None,None,1,,6,1
708.1753673241474,708.6723532571923,R,m,m,1,0.5573274800553918,7,1
710.6744088740088,711.1723616761155,B,None,None,1,,8,1
713.1745555959642,713.672240142012,K,None,None,1,,9,1
715.6756159740034,716.1722608641721,Q,None,None,1,,10,1
718.1752464179881,718.6721456199884,K,m,m,1,1.324207181110978,11,1
720.6729961400852,721.1721943540033,F,None,None,1,,12,1
723.1749289790168,723.6721224021167,B,None,None,1,,13,1
725.6752467360348,726.1720803461503,H,None,None,1,,14,1
728.1745131290518,728.6721911560744,B,m,m,1,0.5080529740080237,15,1
730.6744044010993,731.1720076021738,R,None,None,1,,16,1
733.1750808651559,733.6723495500628,Q,None,None,1,,17,1
735.6730313031003,736.171931918012,M,None,None,1,,18,1
738.1720980871469,738.6719691080507,X,None,None,1,,19,1
1075.796356480103,1076.3025299319995,B,None,None,1,,0,2
1078.2868187490385,1078.7831008161884,H,None,None,1,,1,2
1080.783634829102,1081.283350039972,K,None,None,1,,2,2
1083.2830285960808,1083.7829388130922,F,None,None,1,,3,2
1085.784248584183,1086.283498485107,X,None,None,1,,4,2
1088.2845938061364,1088.783479598118,F,m,m,1,0.5326359360478818,5,2
1090.787928757025,1091.3120941971429,Q,None,None,1,,6,2
1093.2914331350476,1093.804180087056,R,None,None,1,,7,2
1095.7872934001498,1096.2923966110684,Q,m,m,1,0.4906889989506453,8,2
1098.297456603963,1098.8042727271095,M,None,None,1,,9,2
1100.7888720910996,1101.3041581001598,K,None,None,1,,10,2
1103.2860043770634,1103.783244919032,R,None,None,1,,11,2
1105.801543113077,1106.3157976900693,K,m,m,1,0.5182394778821617,12,2
1108.3020013279747,1108.8257892969996,B,None,None,1,,13,2
1110.80196950119,1111.316056272015,M,None,None,1,,14,2
1113.285741097061,1113.7831707391888,B,m,m,1,0.4571279590018093,15,2
1115.785757175181,1116.283523838967,Q,None,None,1,,16,2
1118.2826422401704,1118.7833069961052,F,None,None,1,,17,2
1120.7823668650817,1121.2835119741503,H,None,None,1,,18,2
1123.2858398109674,1123.7835095829796,X,None,None,1,,19,2
