timestamp,duration
1630070095314,646
1630070095960,646
1630070096606,637
1630070097243,645
1630070097888,650
1630070098538,646
1630070099184,635
1630070099819,645
1630070100464,640
1630070101104,629
1630070101733,615
1630070102348,630
1630070102978,657
1630070103635,682
1630070104317,667
1630070104984,691
1630070105675,697
1630070106372,693
1630070107065,665
1630070107730,678
1630070108408,673
1630070109081,645
1630070109726,634
1630070110360,652
1630070111012,663
1630070111675,647
1630070112322,618
1630070112940,594
1630070113534,605
1630070114139,609
1630070114748,610
1630070115358,635
1630070115993,661
1630070116654,690
1630070117344,682
1630070118026,656
1630070118682,674
1630070119356,674
1630070120030,674
1630070120704,643
1630070121347,657
1630070122004,645
1630070122649,645
1630070123294,628
1630070123922,652
1630070124574,660
1630070125234,689
1630070125923,665
1630070126588,684
1630070127272,700
1630070127972,722
1630070128694,693
1630070129387,692
1630070130079,667
1630070130746,662
1630070131408,633
1630070132041,650
1630070132691,671
1630070133362,734
1630070134096,726
1630070134822,757
1630070135579,764
1630070136343,762
1630070137105,723
1630070137828,726
1630070138554,716
1630070139270,675
1630070139945,682
1630070140627,684
1630070141311,693
1630070142004,667
1630070142671,680
1630070143351,682
1630070144033,703
1630070144736,667
1630070145403,677
1630070146080,674
1630070146754,669
1630070147423,660
1630070148083,694
1630070148777,700
1630070149477,724
1630070150201,695
1630070150896,724
1630070151620,724
1630070152344,713
1630070153057,673
1630070153730,677
1630070154407,669
1630070155076,667
1630070155743,652
1630070156395,676
1630070157071,690
1630070157761,713
1630070158474,703
1630070159177,708
1630070159885,709
1630070160594,691
1630070161285,678
1630070161963,686
1630070162649,690
1630070163339,675
1630070164014,663
1630070164677,673
1630070165350,680
1630070166030,691
1630070166721,671
1630070167392,682
1630070168074,692
1630070168766,694
1630070169460,691
1630070170151,700
1630070170851,703
1630070171554,682
1630070172236,678
1630070172914,679
1630070173593,694
1630070174287,685
1630070174972,664
1630070175636,677
1630070176313,678
1630070176991,690
1630070177681,665
1630070178346,674
1630070179020,688
1630070179708,707
1630070180415,692
1630070181107,697
1630070181804,697
1630070182501,688
1630070183189,655
1630070183844,655
1630070184499,662
1630070185161,683
1630070185844,678
1630070186522,678
1630070187200,683
1630070187883,703
1630070188586,686
1630070189272,698
1630070189970,708
1630070190678,715
1630070191393,667
