timestamp,is_clench
1630498030375,1
1630498047739,1
1630498073929,1
1630498123062,1
1630498160977,1
1630498163113,1
1630498169323,1
1630498170276,1
1630498170401,1
1630498170854,1
1630498171025,1
1630498171338,1
1630498172021,1
1630498172965,1
1630498174285,1
1630498174504,1
1630498174895,1
1630498176328,1
1630498176812,1
1630498178465,1
1630498179464,1
1630498179840,1
1630498180136,1
1630498181970,1
1630498182253,1
1630498183722,1
1630498184317,1
1630498185636,1
1630498186365,1
1630498186582,1
1630498186926,1
1630498187591,1
1630498188096,1
1630498188296,1
1630498188923,1
1630498189440,1
1630498189888,1
1630498190106,1
1630498191093,1
1630498193269,1
1630498193460,1
1630498194011,1
1630498195013,1
1630498197018,1
1630498197348,1
1630498198070,1
1630498198652,1
1630498198839,1
1630498199484,1
1630498199657,1
1630498199891,1
1630498200061,1
1630498200780,1
1630498202227,1
1630498202527,1
1630498204219,1
1630498204436,1
1630498204670,1
1630498205548,1
1630498206367,1
1630498206826,1
1630498207195,1
1630498207383,1
1630498207984,1
1630498208174,1
1630498208918,1
1630498209839,1
1630498210042,1
1630498210652,1
1630498211058,1
1630498211389,1
1630498211639,1
1630498213076,1
1630498213295,1
1630498214422,1
1630498215146,1
1630498216005,1
1630498216587,1
1630498217307,1
1630498217651,1
1630498217870,1
1630498218088,1
1630498218579,1
1630498219397,1
1630498219585,1
1630498219913,1
1630498220116,1
1630498220603,1
1630498220884,1
1630498221403,1
1630498222031,1
1630498222921,1
1630498224268,1
1630498224957,1
1630498226603,1
1630498226775,1
1630498228028,1
1630498229128,1
1630498229544,1
1630498229842,1
1630498230096,1
1630498230549,1
1630498230955,1
1630498231782,1
1630498232081,1
1630498232285,1
1630498233800,1
1630498234381,1
1630498243165,1
1630498244389,1
1630498246275,1
1630498309063,1
1630498319851,1
1630498356880,1
1630498357083,1
1630498372676,1
1630498389224,1
1630498410786,1
1630498417642,1
1630498425989,1
1630498428579,1
1630498465403,1
1630498465607,1
1630498542508,1
1630498545938,1
1630498547326,1
1630498547530,1
1630498549185,1
1630498550187,1
1630498551298,1
1630498552887,1
1630498553554,1
1630498553835,1
1630498554086,1
1630498556583,1
1630498557301,1
1630498558400,1
1630498560129,1
1630498561886,1
1630498625226,1
1630498625465,1
1630498628195,1
1630498685370,1
1630498696475,1
1630498696694,1
1630498701240,1
1630498710674,1
1630498711380,1
1630498712793,1
1630498715427,1
1630498715614,1
1630498718056,1
1630498719857,1
1630498721896,1
1630498729337,1
1630498741020,1
1630498744616,1
1630498760725,1
1630498777676,1
1630498796817,1
1630498833597,1
1630498862047,1
1630498881726,1
1630498897527,1
1630498919870,1
1630498935234,1
1630498935516,1
1630498965804,1
1630498967193,1
1630499015040,1
1630499192789,1
1630499251264,1
1630499252161,1
1630499256340,1
1630499256512,1
1630499256871,1
1630499259220,1
1630499260122,1
1630499260921,1
1630499324671,1
