timestamp,breathing_waveform
1630497978024,7032674
1630497978064,7033404
1630497978104,7034864
1630497978144,7034968
1630497978184,7035385
1630497978224,7036376
1630497978264,7035594
1630497978304,7034655
1630497978344,7032934
1630497978384,7031735
1630497978424,7029545
1630497978464,7028137
1630497978504,7025738
1630497978544,7024851
1630497978584,7022765
1630497978624,7021670
1630497978664,7021879
1630497978704,7020419
1630497978744,7019167
1630497978784,7019532
1630497978824,7018280
1630497978864,7018333
1630497978904,7016925
1630497978944,7015673
1630497978984,7015569
1630497979024,7015829
1630497979064,7015360
1630497979104,7013952
1630497979144,7013587
1630497979184,7013274
1630497979224,7012961
1630497979264,7012805
1630497979304,7012857
1630497979344,7012492
1630497979384,7012596
1630497979424,7012440
1630497979464,7012075
1630497979504,7012127
1630497979544,7012231
1630497979584,7012127
1630497979624,7011658
1630497979664,7012179
1630497979704,7012335
1630497979744,7010927
1630497979784,7011501
1630497979824,7010615
1630497979864,7010406
1630497979904,7010927
1630497979944,7010823
1630497979984,7011136
1630497980024,7012023
1630497980064,7011605
1630497980104,7012335
1630497980144,7013118
1630497980184,7014213
1630497980224,7015621
1630497980264,7016247
1630497980304,7017968
1630497980344,7019063
1630497980384,7018854
1630497980424,7020419
1630497980464,7021357
1630497980504,7023131
1630497980544,7023600
1630497980584,7024382
1630497980624,7024851
1630497980664,7027563
1630497980704,7027772
1630497980744,7029336
1630497980784,7030171
1630497980824,7031579
1630497980864,7032309
1630497980904,7033508
1630497980944,7033404
1630497980984,7033143
1630497981024,7032048
1630497981064,7030014
1630497981104,7028919
1630497981144,7026833
1630497981184,7025373
1630497981224,7024017
1630497981264,7023235
1630497981304,7022400
1630497981344,7021410
1630497981384,7020627
1630497981424,7019219
1630497981464,7018594
1630497981504,7017759
1630497981544,7016977
1630497981584,7016299
1630497981624,7015778
1630497981664,7014421
1630497981704,7013691
1630497981744,7013274
1630497981784,7012701
1630497981824,7012388
1630497981864,7013013
1630497981904,7012596
1630497981944,7012335
1630497981984,7012231
1630497982024,7012440
1630497982064,7012283
1630497982104,7011814
1630497982144,7011605
1630497982184,7011658
1630497982224,7011553
1630497982264,7011605
1630497982304,7011762
1630497982344,7010458
1630497982384,7010406
1630497982424,7010197
1630497982464,7010458
1630497982504,7011084
1630497982544,7010458
1630497982584,7011501
1630497982624,7011658
1630497982664,7013326
1630497982704,7013535
1630497982744,7014265
1630497982784,7015725
1630497982824,7015621
1630497982864,7016768
1630497982904,7017707
1630497982944,7017863
1630497982984,7018124
1630497983024,7019219
1630497983064,7019897
1630497983104,7020262
1630497983144,7022035
1630497983184,7023235
1630497983224,7022974
1630497983264,7024330
1630497983304,7024956
1630497983344,7026520
1630497983384,7027094
1630497983424,7028137
1630497983464,7028450
1630497983504,7030118
1630497983544,7028971
1630497983584,7029441
1630497983624,7028398
1630497983664,7027407
1630497983704,7026312
1630497983744,7025164
1630497983784,7024330
1630497983824,7023861
1630497983864,7022557
1630497983904,7021879
1630497983944,7021149
1630497983984,7020210
1630497984024,7019011
1630497984064,7018750
1630497984104,7017603
1630497984144,7016142
1630497984184,7015412
1630497984224,7015569
1630497984264,7014161
1630497984304,7013796
1630497984344,7013639
1630497984384,7013796
1630497984424,7013274
1630497984464,7013118
1630497984504,7012961
1630497984544,7012648
1630497984584,7012283
1630497984624,7012596
1630497984664,7012648
1630497984704,7012335
1630497984744,7012075
1630497984784,7011449
1630497984824,7010875
1630497984864,7010510
1630497984904,7011084
1630497984944,7010667
1630497984984,7011032
1630497985024,7010927
1630497985064,7011501
1630497985104,7011345
1630497985144,7011970
1630497985184,7012023
1630497985224,7012335
1630497985264,7013118
1630497985304,7013796
1630497985344,7013483
1630497985384,7015778
1630497985424,7015308
1630497985464,7016038
1630497985504,7017290
1630497985544,7017707
1630497985584,7019480
1630497985624,7019845
1630497985664,7020836
1630497985704,7022192
1630497985744,7023287
1630497985784,7024069
1630497985824,7024539
1630497985864,7026364
1630497985904,7027355
1630497985944,7028241
1630497985984,7029441
1630497986024,7029336
1630497986064,7030849
1630497986104,7032413
1630497986144,7033091
1630497986184,7034186
