trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
350.3917206,350.8989265,K,None,None,1,,0,0
352.8857294,353.3988784,R,None,None,1,,1,0
355.3984686,355.897879,B,None,None,1,,2,0
357.8985672,358.3981813,H,None,None,1,,3,0
360.3846668,360.8983451,B,m,m,1,0.517681572,4,0
362.8857282,363.3986786,X,None,None,1,,5,0
365.3855254,365.8985198,F,None,None,1,,6,0
367.8858895,368.3985476,Q,None,None,1,,7,0
370.3863873,370.8986165,M,None,None,1,,8,0
372.8849186,373.3984696,Q,m,m,1,0.613974381,9,0
375.3846873,375.8984751,H,None,None,1,,10,0
377.8849217,378.3984839,R,None,None,1,,11,0
380.3845489,380.8984839,Q,None,None,1,,12,0
382.9005894,383.3978875,F,None,None,1,,13,0
385.3845512,385.8983319,B,None,None,1,,14,0
387.8850716,388.3976875,F,m,m,1,0.489764237,15,0
390.3846348,390.8977549,K,None,None,1,,16,0
392.899154,393.398261,X,None,None,1,,17,0
395.4010456,395.8984504,K,m,m,1,0.400370225,18,0
397.9010105,398.3981543,M,None,None,1,,19,0
844.771974,845.2755962,B,None,None,1,,0,1
847.2622051,847.7753866,M,None,None,1,,1,1
849.7619291,850.2754277,F,None,None,1,,2,1
852.2614947,852.7754341,R,None,None,1,,3,1
854.7618072,855.2752666,H,None,None,1,,4,1
857.2616041,857.7753015,R,m,m,1,0.380222197,5,1
859.7618287,860.2754422,K,None,None,1,,6,1
862.272704,862.7751926,Q,None,None,1,,7,1
864.7621275,865.2751834,X,None,None,1,,8,1
867.2613394,867.7748468,M,None,None,1,,9,1
869.7612328,870.2751951,Q,None,None,1,,10,1
872.2780518,872.7743237,M,m,m,1,0.383228973,11,1
874.7773171,875.2750674,K,None,None,1,,12,1
877.277142,877.7750876,R,None,None,1,,13,1
879.7743185,880.2750546,X,None,None,1,,14,1
882.2772378,882.7744368,B,None,None,1,,15,1
884.7758911,885.2748863,X,m,m,1,0.538700412,16,1
887.2780833,887.7746411,H,None,None,1,,17,1
889.778237,890.2742387,F,None,None,1,,18,1
892.2777297,892.7748634,H,m,m,1,0.571719462,19,1
1513.344599,1513.853399,X,None,None,1,,0,2
1515.856299,1516.353199,M,None,None,1,,1,2
1518.356099,1518.852799,Q,None,None,1,,2,2
1520.856499,1521.353199,R,None,None,1,,3,2
1523.355899,1523.853099,B,None,None,1,,4,2
1525.855299,1526.353099,H,None,None,1,,5,2
1528.355999,1528.852999,B,m,m,1,0.4331,6,2
1530.854999,1531.352899,F,None,None,1,,7,2
1533.355899,1533.852399,K,None,None,1,,8,2
1535.852399,1536.352799,Q,None,None,1,,9,2
1538.355599,1538.852899,K,m,m,1,0.4205,10,2
1540.842799,1541.351699,B,None,None,1,,11,2
1543.363199,1543.871599,R,None,None,1,,12,2
1545.868399,1546.373399,X,None,None,1,,13,2
1548.355799,1548.881299,R,m,m,1,0.4959,14,2
1550.856099,1551.352699,H,None,None,1,,15,2
1553.355999,1553.852699,F,None,None,1,,16,2
1555.873699,1556.386799,H,m,m,1,0.48978169,17,2
1558.355399,1558.852699,M,None,None,1,,18,2
1560.855899,1561.352599,K,None,None,1,,19,2
