timestamp,duration
1629724800605,1920
1629724802525,2680
1629724805205,5680
1629724810885,6440
1629724817325,6360
1629724823685,7320
1629724831005,7800
1629724838805,6960
1629724845765,6080
1629724851845,6080
1629724857925,5960
1629724863885,5760
1629724869645,5440
1629724875085,5760
1629724880845,5760
1629724886605,5440
1629724892045,5800
1629724897845,5680
1629724903525,5480
1629724909005,5440
1629724914445,5800
1629724920245,5440
1629724925685,5640
1629724931325,5800
1629724937125,5960
1629724943085,4760
1629724947845,5240
1629724953085,5080
1629724958165,5280
1629724963445,5200
1629724968645,5400
1629724974045,5520
1629724979565,6640
1629724986205,5920
1629724992125,4400
1629724996525,6960
1629725003485,5560
1629725009045,2200
1629725011245,4800
1629725016045,4080
1629725020125,5120
1629725025245,7360
1629725032605,6960
1629725039565,10440
1629725050005,17600
1629725067605,5360
1629725072965,5160
1629725078125,3880
1629725082005,4920
1629725086925,6280
1629725093205,5440
1629725098645,4800
1629725103445,5240
1629725108685,4560
1629725113245,4600
1629725117845,4680
1629725122525,6560
1629725129085,6280
1629725135365,13040
1629725148405,5080
1629725153485,4800
1629725158285,4320
1629725162605,5920
1629725168525,5920
1629725174445,5880
1629725180325,6840
1629725187165,3280
1629725190445,3880
1629725194325,1760
1629725196085,1920
1629725198005,2120
1629725200125,3160
1629725203285,3880
1629725207165,4240
1629725211405,4840
1629725216245,4720
1629725220965,4880
1629725225845,3600
1629725229445,2360
1629725231805,2680
1629725234485,1960
1629725236445,4840
1629725241285,1400
1629725242685,6360
1629725249045,3080
1629725252125,1960
1629725254085,4720
1629725258805,5240
1629725264045,7280
1629725271325,3760
1629725275085,5720
1629725280805,2240
1629725283045,6200
1629725289245,4800
1629725294045,3520
1629725297565,2560
1629725300125,2480
1629725302605,3040
1629725305645,2400
1629725308045,2240
1629725310285,3200
1629725313485,2400
1629725315885,4200
1629725320085,4560
1629725324645,2440
1629725327085,6000
1629725333085,2960
1629725336045,2680
1629725338725,2920
1629725341645,4200
1629725345845,2840
1629725348685,3080
1629725351765,2880
1629725354645,3080
1629725357725,3320
1629725361045,2960
1629725364005,2680
1629725366685,3680
1629725370365,2840
1629725373205,3160
1629725376365,3320
1629725379685,2480
1629725382165,3600
1629725385765,2960
1629725388725,2680
1629725391405,3440
1629725394845,3040
1629725397885,3120
1629725401005,2680
1629725403685,3440
