timestamp,green,ir,red
1630934635191,39376,309098,214404
1630934635201,39388,309090,214406
1630934635211,39375,309071,214395
1630934635221,39371,309074,214371
1630934635231,39382,309061,214371
1630934635241,39384,309041,214393
1630934635251,39384,309048,214369
1630934635261,39390,309047,214392
1630934635271,39406,309060,214385
1630934635281,39401,309119,214403
1630934635291,39395,309112,214395
1630934635301,39398,309068,214406
1630934635311,39401,309091,214397
1630934635321,39400,309103,214380
1630934635331,39401,309104,214397
1630934635341,39410,309141,214391
1630934635351,39419,309110,214376
1630934635361,39412,309142,214384
1630934635371,39410,309138,214370
1630934635381,39410,309142,214384
1630934635391,39401,309116,214368
1630934635401,39399,309176,214388
1630934635411,39401,309131,214361
1630934635421,39406,309191,214376
1630934635431,39409,309184,214348
1630934635441,39402,309200,214344
1630934635451,39405,309206,214364
1630934635461,39406,309171,214383
1630934635471,39411,309197,214357
1630934635481,39422,309239,214378
1630934635491,39439,309232,214408
1630934635501,39441,309298,214397
1630934635511,39433,309274,214422
1630934635521,39435,309318,214437
1630934635531,39443,309268,214489
1630934635541,39453,309280,214485
1630934635551,39457,309300,214516
1630934635561,39463,309331,214517
1630934635571,39465,309338,214578
1630934635581,39475,309339,214567
1630934635591,39489,309334,214596
1630934635601,39496,309348,214636
1630934635611,39504,309391,214656
1630934635621,39510,309416,214672
1630934635631,39524,309442,214715
1630934635641,39535,309420,214762
1630934635651,39548,309456,214771
1630934635661,39549,309443,214771
1630934635671,39554,309430,214769
1630934635681,39556,309503,214780
1630934635691,39552,309499,214786
1630934635701,39562,309493,214776
1630934635711,39552,309515,214762
1630934635721,39550,309509,214753
1630934635731,39536,309518,214746
1630934635741,39540,309539,214756
1630934635751,39529,309514,214731
1630934635761,39529,309544,214729
1630934635771,39535,309514,214739
1630934635781,39536,309535,214719
1630934635791,39539,309528,214735
1630934635801,39537,309503,214719
1630934635811,39531,309523,214707
1630934635821,39520,309581,214712
1630934635831,39535,309568,214709
1630934635841,39526,309576,214678
1630934635851,39514,309546,214692
1630934635861,39530,309604,214677
1630934635871,39514,309607,214657
1630934635881,39514,309597,214658
1630934635891,39521,309629,214675
1630934635901,39517,309634,214671
1630934635911,39518,309610,214688
1630934635921,39525,309631,214660
1630934635931,39524,309596,214653
1630934635941,39517,309627,214644
1630934635951,39525,309572,214657
1630934635961,39528,309621,214658
1630934635971,39521,309681,214634
1630934635981,39530,309641,214628
1630934635991,39532,309616,214626
1630934636001,39528,309673,214636
1630934636011,39536,309631,214644
1630934636021,39519,309623,214644
1630934636031,39527,309689,214610
1630934636041,39522,309667,214625
1630934636051,39535,309692,214621
1630934636061,39540,309649,214618
1630934636071,39553,309670,214611
1630934636081,39545,309703,214632
1630934636091,39542,309672,214628
1630934636101,39538,309663,214650
1630934636111,39540,309696,214640
1630934636121,39539,309642,214662
1630934636131,39540,309651,214642
1630934636141,39550,309647,214627
1630934636151,39542,309614,214609
1630934636161,39545,309657,214631
1630934636171,39550,309633,214612
1630934636181,39564,309641,214619
1630934636191,39554,309620,214595
1630934636201,39553,309623,214608
1630934636211,39549,309646,214604
1630934636221,39555,309615,214622
1630934636231,39558,309578,214629
1630934636241,39563,309637,214655
1630934636251,39569,309641,214648
1630934636261,39583,309651,214657
1630934636271,39586,309612,214667
1630934636281,39593,309646,214680
1630934636291,39618,309608,214702
1630934636301,39635,309591,214711
1630934636311,39637,309648,214712
1630934636321,39635,309683,214719
1630934636331,39638,309674,214751
1630934636341,39641,309681,214768
1630934636351,39641,309692,214790
1630934636361,39637,309773,214784
1630934636371,39625,309739,214808
1630934636381,39618,309737,214775
1630934636391,39607,309729,214771
1630934636401,39603,309803,214751
1630934636411,39609,309744,214785
1630934636421,39618,309785,214766
1630934636431,39617,309777,214759
1630934636441,39617,309762,214743
1630934636451,39614,309797,214722
1630934636461,39624,309744,214736
1630934636471,39629,309711,214730
1630934636481,39631,309743,214728
1630934636491,39634,309733,214726
1630934636501,39640,309735,214768
1630934636511,39661,309727,214783
1630934636521,39681,309717,214776
1630934636531,39681,309730,214801
1630934636541,39683,309738,214814
1630934636551,39695,309785,214828
1630934636561,39705,309786,214828
1630934636571,39701,309767,214826
1630934636581,39703,309764,214798
1630934636591,39696,309697,214790
1630934636601,39700,309725,214777
1630934636611,39708,309775,214765
1630934636621,39725,309763,214810
