timestamp,hr,br,posture,hr_confidence,hrv,is_hr_unreliable,is_br_unreliable,is_hrv_unreliable
1630934635444,105,17.0,-161,98,,0,1,0
1630934636444,107,17.0,-161,98,,0,1,0
1630934637444,108,18.0,-163,98,,0,1,0
1630934638444,107,18.0,-164,99,,0,1,0
1630934639444,105,19.0,-169,99,,0,1,0
1630934640444,106,19.0,-173,99,,0,0,0
1630934641444,102,20.0,-175,99,,0,0,0
1630934642444,99,20.0,-176,99,,0,0,0
1630934643444,101,21.0,-178,99,,0,0,0
1630934644444,99,21.0,-178,99,,0,0,0
1630934645444,99,21.0,-179,100,,0,0,0
1630934646444,99,21.0,-179,100,,0,0,0
1630934647444,98,22.0,-179,100,,0,0,0
1630934648444,98,22.0,-179,100,,0,0,0
1630934649444,93,22.0,-179,100,,0,0,0
1630934650444,88,22.0,-179,100,,0,0,0
1630934651444,88,23.0,-179,100,,0,0,0
1630934652444,83,23.0,-179,100,,0,0,0
1630934653444,79,23.0,-179,100,,0,0,0
1630934654444,76,23.0,-177,100,,0,0,0
1630934655444,73,23.0,-177,100,,0,0,0
1630934656444,74,23.0,-177,100,,0,0,0
1630934657444,76,23.0,-177,100,,0,0,0
1630934658444,78,23.0,-178,100,,0,0,0
1630934659444,79,23.0,-178,100,,0,0,0
1630934660444,81,23.0,-179,100,,0,0,0
1630934661444,83,23.0,-179,100,,0,0,0
1630934662444,82,23.0,-179,100,,0,0,0
1630934663444,80,23.0,-179,100,,0,0,0
1630934664444,79,23.0,-179,100,,0,0,0
1630934665444,79,23.0,-179,100,,0,0,0
1630934666444,80,23.0,-179,100,,0,0,0
1630934667444,84,23.0,-179,100,,0,0,0
1630934668444,83,23.0,-178,100,,0,0,0
1630934669444,81,23.0,-179,100,,0,0,0
1630934670444,82,23.0,-179,100,,0,0,0
1630934671444,82,23.0,-179,100,,0,0,0
1630934672444,85,23.0,-179,100,,0,0,0
1630934673444,86,23.0,-179,100,,0,0,0
1630934674444,84,23.0,-179,100,,0,0,0
1630934675444,81,23.0,-179,100,,0,0,0
1630934676444,80,23.0,-179,100,,0,0,0
1630934677444,80,23.0,-179,100,,0,0,0
1630934678444,80,23.0,-179,100,,0,0,0
1630934679444,83,23.0,-179,100,,0,0,0
1630934680444,84,23.0,-179,100,,0,0,0
1630934681444,87,23.0,-178,100,,0,0,0
1630934682444,91,23.0,-179,100,,0,0,0
1630934683444,90,23.0,-179,100,,0,0,0
1630934684444,86,23.0,-179,100,,0,0,0
1630934685444,84,24.0,-179,100,,0,0,0
1630934686444,81,24.0,-179,100,,0,0,0
1630934687444,79,24.0,-179,100,,0,0,0
1630934688444,76,24.0,-179,100,,0,0,0
1630934689444,79,25.0,-179,100,,0,0,0
1630934690444,80,25.0,-179,100,,0,0,0
1630934691444,81,25.0,-179,100,,0,0,0
1630934692444,78,25.0,-179,100,,0,0,0
1630934693444,77,25.0,-179,100,,0,0,0
1630934694444,75,25.0,-179,100,,0,0,0
1630934695444,72,26.0,-179,100,,0,0,0
1630934696444,72,26.0,-179,100,,0,0,0
1630934697444,70,26.0,-179,100,,0,0,0
1630934698444,70,26.0,-179,100,,0,0,0
1630934699444,69,26.0,-179,100,,0,0,0
1630934700444,70,26.0,-179,100,,0,0,0
1630934701444,69,26.0,-179,100,,0,0,0
1630934702444,72,26.0,-179,100,,0,0,0
1630934703444,71,27.0,-179,100,,0,0,0
1630934704444,69,27.0,-179,100,,0,0,0
1630934705444,67,27.0,-179,100,,0,0,0
1630934706444,66,27.0,-179,100,,0,0,0
1630934707444,66,27.0,-179,100,,0,0,0
1630934708444,67,27.0,-179,100,,0,0,0
1630934709444,68,27.0,-179,100,,0,0,0
1630934710444,70,27.0,-179,100,,0,0,0
1630934711444,72,27.0,-179,100,,0,0,0
1630934712444,73,27.0,-179,100,,0,0,0
1630934713444,71,27.0,-179,100,,0,0,0
1630934714444,69,27.0,-179,100,,0,0,0
1630934715444,68,27.0,-179,100,,0,0,0
1630934716444,66,27.0,-179,100,,0,0,0
1630934717444,66,27.0,-179,100,,0,0,0
1630934718444,65,27.0,-179,100,,0,0,0
1630934719444,67,28.0,-179,100,,0,0,0
1630934720444,68,28.0,-179,100,,0,0,0
1630934721444,71,28.0,-179,100,,0,0,0
1630934722444,71,28.0,-179,100,,0,0,0
1630934723444,72,28.0,-179,100,,0,0,0
1630934724444,70,28.0,-179,100,,0,0,0
1630934725444,69,28.0,-179,100,,0,0,0
1630934726444,69,28.0,-179,100,,0,0,0
1630934727444,70,28.0,-179,100,,0,0,0
1630934728444,70,28.0,-179,100,,0,0,0
1630934729444,71,28.0,-179,100,,0,0,0
1630934730444,71,28.0,-179,100,,0,0,0
1630934731444,71,28.0,-179,100,,0,0,0
1630934732444,71,28.0,-179,100,,0,0,0
1630934733444,69,28.0,-179,100,,0,0,0
1630934734444,72,28.0,-179,100,,0,0,0
1630934735444,73,28.0,-179,100,,0,0,0
1630934736444,74,28.0,-179,100,,0,0,0
1630934737444,74,28.0,-179,100,,0,0,0
1630934738444,76,28.0,-179,100,,0,0,0
1630934739444,77,28.0,-179,100,,0,0,0
1630934740444,76,28.0,-179,100,,0,0,0
1630934741444,76,28.0,-179,100,,0,0,0
1630934742444,76,28.0,-179,100,,0,0,0
1630934743444,79,28.0,-179,100,,0,0,0
1630934744444,85,28.0,-179,100,,0,0,0
1630934745444,88,28.0,-179,100,,0,0,0
1630934746444,88,28.0,-179,100,,0,0,0
1630934747444,85,28.0,-179,100,,0,0,0
1630934748444,81,28.0,-179,100,,0,0,0
1630934749444,78,27.0,-179,100,,0,0,0
1630934750444,74,27.0,-179,100,,0,0,0
1630934751444,73,27.0,-179,100,,0,0,0
1630934752444,73,27.0,-179,100,,0,0,0
1630934753444,73,27.0,-179,100,,0,0,0
1630934754444,73,27.0,-179,100,,0,0,0
1630934755444,73,27.0,-179,100,,0,0,0
1630934756444,77,27.0,-179,100,,0,0,0
1630934757444,81,26.0,-179,100,,0,0,0
1630934758444,85,26.0,-179,100,,0,0,0
1630934759444,84,26.0,-179,100,,0,0,0
1630934760444,80,26.0,-179,100,,0,0,0
1630934761444,76,26.0,-179,100,,0,0,0
1630934762444,72,26.0,-179,100,,0,0,0
1630934763444,69,26.0,-179,100,,0,0,0
1630934764444,71,26.0,-179,100,,0,0,0
1630934765444,75,26.0,-179,100,,0,0,0
1630934766444,79,26.0,-179,100,,0,0,0
1630934767444,79,25.0,-179,100,,0,0,0
1630934768444,76,25.0,-179,100,,0,0,0
1630934769444,72,25.0,-179,100,,0,0,0
1630934770444,69,25.0,-179,100,,0,0,0
1630934771444,67,25.0,-179,100,,0,0,0
1630934772444,67,25.0,-179,100,,0,0,0
1630934773444,68,25.0,-179,100,,0,0,0
1630934774444,69,25.0,-179,100,,0,0,0
1630934775444,69,25.0,-179,100,,0,0,0
1630934776444,70,25.0,-179,100,,0,0,0
1630934777444,71,25.0,-179,100,,0,0,0
1630934778444,72,25.0,-179,100,,0,0,0
1630934779444,71,25.0,-179,100,,0,0,0
1630934780444,73,25.0,-179,100,,0,0,0
1630934781444,76,25.0,-179,100,,0,0,0
1630934782444,75,25.0,-179,100,,0,0,0
1630934783444,72,25.0,-179,100,,0,0,0
1630934784444,69,25.0,-179,100,,0,0,0
1630934785444,70,25.0,-179,100,,0,0,0
1630934786444,69,25.0,-179,100,,0,0,0
1630934787444,70,25.0,-179,100,,0,0,0
1630934788444,72,25.0,-179,100,,0,0,0
1630934789444,69,25.0,-179,100,,0,0,0
1630934790444,69,25.0,-179,100,,0,0,0
1630934791444,69,25.0,-179,100,,0,0,0
1630934792444,68,25.0,-179,100,,0,0,0
1630934793444,68,25.0,-179,100,,0,0,0
1630934794444,70,25.0,-179,100,,0,0,0
1630934795444,66,25.0,-179,100,,0,0,0
1630934796444,70,25.0,-179,100,,0,0,0
1630934797444,71,25.0,-179,100,,0,0,0
1630934798444,72,25.0,-179,100,,0,0,0
1630934799444,74,25.0,-179,100,,0,0,0
1630934800444,74,25.0,-179,100,,0,0,0
1630934801444,74,25.0,-179,100,,0,0,0
1630934802444,75,25.0,-179,100,,0,0,0
1630934803444,79,24.0,-179,100,,0,0,0
1630934804444,79,24.0,-179,100,,0,0,0
1630934805444,79,24.0,-179,100,,0,0,0
1630934806444,78,24.0,-179,100,,0,0,0
1630934807444,77,24.0,180,100,,0,0,0
1630934808444,76,24.0,180,100,,0,0,0
1630934809444,74,24.0,180,100,,0,0,0
1630934810444,74,24.0,180,100,,0,0,0
1630934811444,74,23.0,180,100,,0,0,0
1630934812444,75,23.0,180,100,,0,0,0
1630934813444,78,23.0,180,100,,0,0,0
1630934814444,77,23.0,180,100,,0,0,0
1630934815444,75,22.0,-176,100,,0,0,0
1630934816444,74,22.0,-169,100,,0,0,0
1630934817444,72,22.0,-162,100,,0,0,0
1630934818444,70,22.0,-158,100,,0,0,0
1630934819444,69,22.0,-155,100,,0,0,0
1630934820444,68,22.0,-154,100,,0,0,0
1630934821444,67,21.0,-154,100,,0,0,0
1630934822444,69,21.0,-153,100,,0,0,0
1630934823444,70,21.0,-152,100,,0,0,0
1630934824444,71,21.0,-153,100,,0,0,0
1630934825444,71,21.0,-152,100,,0,0,0
1630934826444,74,21.0,-153,100,,0,0,0
1630934827444,75,21.0,-154,100,,0,0,0
1630934828444,75,21.0,-154,100,,0,0,0
1630934829444,75,21.0,-154,100,,0,0,0
1630934830444,76,21.0,-154,100,,0,0,0
1630934831444,75,21.0,-154,100,,0,0,0
1630934832444,76,21.0,-154,100,,0,0,0
1630934833444,76,21.0,-154,100,,0,0,0
1630934834444,76,21.0,-154,100,,0,0,0
1630934835444,77,21.0,-153,100,,0,0,0
1630934836444,77,21.0,-153,100,105.0,0,0,0
1630934837444,77,21.0,-153,100,104.0,0,0,0
1630934838444,76,21.0,-153,100,104.0,0,0,0
1630934839444,76,21.0,-153,100,103.0,0,0,0
1630934840444,75,21.0,-153,100,102.0,0,0,0
1630934841444,74,21.0,-153,100,102.0,0,0,0
1630934842444,74,21.0,-153,100,101.0,0,0,0
1630934843444,74,22.0,-153,100,101.0,0,0,0
1630934844444,75,22.0,-153,100,100.0,0,0,0
1630934845444,76,22.0,-153,100,99.0,0,0,0
1630934846444,74,22.0,-153,100,99.0,0,0,0
1630934847444,72,22.0,-154,100,98.0,0,0,0
1630934848444,71,22.0,-154,100,98.0,0,0,0
1630934849444,69,22.0,-154,100,98.0,0,0,0
1630934850444,68,22.0,-154,100,97.0,0,0,0
1630934851444,71,23.0,-154,100,97.0,0,0,0
1630934852444,72,23.0,-154,100,96.0,0,0,0
1630934853444,73,23.0,-154,100,96.0,0,0,0
1630934854444,75,23.0,-154,100,95.0,0,0,0
1630934855444,75,23.0,-154,100,95.0,0,0,0
1630934856444,73,23.0,-154,100,94.0,0,0,0
1630934857444,73,22.0,-154,100,94.0,0,0,0
1630934858444,77,22.0,-154,100,93.0,0,0,0
1630934859444,79,22.0,-154,100,92.0,0,0,0
1630934860444,80,22.0,-154,100,92.0,0,0,0
1630934861444,77,22.0,-154,100,91.0,0,0,0
1630934862444,76,22.0,-154,100,90.0,0,0,0
1630934863444,74,22.0,-154,100,90.0,0,0,0
1630934864444,73,22.0,-154,100,89.0,0,0,0
1630934865444,74,22.0,-154,100,88.0,0,0,0
1630934866444,73,22.0,-154,100,87.0,0,0,0
1630934867444,72,22.0,-154,100,86.0,0,0,0
1630934868444,72,22.0,-154,100,86.0,0,0,0
1630934869444,72,22.0,-154,100,85.0,0,0,0
1630934870444,74,22.0,-154,100,84.0,0,0,0
1630934871444,73,21.0,-154,100,82.0,0,0,0
1630934872444,72,21.0,-154,100,81.0,0,0,0
1630934873444,71,22.0,-154,100,80.0,0,0,0
1630934874444,70,22.0,-154,100,79.0,0,0,0
1630934875444,70,22.0,-154,100,78.0,0,0,0
1630934876444,71,22.0,-154,100,76.0,0,0,0
1630934877444,70,22.0,-154,100,75.0,0,0,0
1630934878444,68,22.0,-154,100,74.0,0,0,0
1630934879444,68,22.0,-155,100,73.0,0,0,0
1630934880444,69,22.0,-155,100,72.0,0,0,0
1630934881444,69,22.0,-155,100,71.0,0,0,0
1630934882444,71,22.0,-154,100,71.0,0,0,0
1630934883444,70,22.0,-154,100,69.0,0,0,0
1630934884444,69,22.0,-155,100,68.0,0,0,0
1630934885444,70,22.0,-155,100,67.0,0,0,0
1630934886444,69,22.0,-155,100,66.0,0,0,0
1630934887444,69,22.0,-155,100,65.0,0,0,0
1630934888444,69,22.0,-155,100,65.0,0,0,0
1630934889444,69,22.0,-155,100,63.0,0,0,0
1630934890444,72,22.0,-155,100,62.0,0,0,0
1630934891444,71,22.0,-155,100,61.0,0,0,0
1630934892444,71,22.0,-155,100,61.0,0,0,0
1630934893444,71,22.0,-155,100,61.0,0,0,0
1630934894444,69,22.0,-155,100,61.0,0,0,0
1630934895444,70,22.0,-155,100,61.0,0,0,0
1630934896444,71,22.0,-155,100,60.0,0,0,0
1630934897444,72,22.0,-155,100,60.0,0,0,0
1630934898444,73,22.0,-155,100,60.0,0,0,0
1630934899444,73,22.0,-155,100,60.0,0,0,0
1630934900444,72,22.0,-155,100,60.0,0,0,0
1630934901444,72,22.0,-155,100,60.0,0,0,0
1630934902444,73,22.0,-155,100,60.0,0,0,0
1630934903444,74,22.0,-155,100,60.0,0,0,0
1630934904444,75,22.0,-155,100,60.0,0,0,0
1630934905444,74,22.0,-155,100,60.0,0,0,0
1630934906444,71,22.0,-155,100,60.0,0,0,0
1630934907444,70,22.0,-155,100,60.0,0,0,0
1630934908444,72,22.0,-155,100,60.0,0,0,0
1630934909444,73,22.0,-155,100,59.0,0,0,0
1630934910444,76,22.0,-155,100,59.0,0,0,0
1630934911444,80,22.0,-157,100,59.0,0,0,0
