timestamp,breathing_waveform
1630934635204,7478550
1630934635244,7479802
1630934635284,7480063
1630934635324,7481627
1630934635364,7484287
1630934635404,7486581
1630934635444,7486842
1630934635484,7486268
1630934635524,7485069
1630934635564,7483400
1630934635604,7481992
1630934635644,7480793
1630934635684,7478290
1630934635724,7476151
1630934635764,7476047
1630934635804,7475056
1630934635844,7475160
1630934635884,7474431
1630934635924,7475369
1630934635964,7475578
1630934636004,7476464
1630934636044,7475839
1630934636084,7472970
1630934636124,7472292
1630934636164,7472970
1630934636204,7472292
1630934636244,7472032
1630934636284,7471615
1630934636324,7471666
1630934636364,7471771
1630934636404,7471980
1630934636444,7473179
1630934636484,7472709
1630934636524,7471562
1630934636564,7470572
1630934636604,7469476
1630934636644,7468433
1630934636684,7466869
1630934636724,7466034
1630934636764,7464835
1630934636804,7464001
1630934636844,7462853
1630934636884,7462853
1630934636924,7462123
1630934636964,7460559
1630934637004,7461080
1630934637044,7461497
1630934637084,7460715
1630934637124,7460402
1630934637164,7460924
1630934637204,7460976
1630934637244,7460298
1630934637284,7459516
1630934637324,7458786
1630934637364,7458316
1630934637404,7459464
1630934637444,7462175
1630934637484,7463427
1630934637524,7465565
1630934637564,7466295
1630934637604,7464001
1630934637644,7461706
1630934637684,7459985
1630934637724,7459412
1630934637764,7458994
1630934637804,7461080
1630934637844,7460142
1630934637884,7459151
1630934637924,7460559
1630934637964,7465096
1630934638004,7469685
1630934638044,7469841
1630934638084,7468799
1630934638124,7467390
1630934638164,7467025
1630934638204,7466608
1630934638244,7468016
1630934638284,7472032
1630934638324,7477872
1630934638364,7476621
1630934638404,7476934
1630934638444,7481836
1630934638484,7483348
1630934638524,7485121
1630934638564,7493308
1630934638604,7508484
1630934638644,7515993
1630934638684,7520270
1630934638724,7511926
1630934638764,7509371
1630934638804,7508797
1630934638844,7500714
1630934638884,7494351
1630934638924,7494195
1630934638964,7493465
1630934639004,7485434
1630934639044,7485643
1630934639084,7489398
1630934639124,7487937
1630934639164,7492161
1630934639204,7501079
1630934639244,7506972
1630934639284,7505511
1630934639324,7493465
1630934639364,7482149
1630934639404,7469685
1630934639444,7463844
1630934639484,7465461
1630934639524,7467495
1630934639564,7466504
1630934639604,7462958
1630934639644,7461654
1630934639684,7460246
1630934639724,7457534
1630934639764,7454405
1630934639804,7451433
1630934639844,7451433
1630934639884,7452789
1630934639924,7454092
1630934639964,7453779
1630934640004,7454144
1630934640044,7455761
1630934640084,7455657
1630934640124,7459255
1630934640164,7460142
1630934640204,7466921
1630934640244,7466452
1630934640284,7468225
1630934640324,7469320
1630934640364,7472188
1630934640404,7475109
1630934640444,7477560
1630934640484,7476777
1630934640524,7475369
1630934640564,7474848
1630934640604,7472292
1630934640644,7471562
1630934640684,7473335
1630934640724,7478237
1630934640764,7481262
1630934640804,7480376
1630934640844,7478342
1630934640884,7475943
1630934640924,7472814
1630934640964,7472292
1630934641004,7472136
1630934641044,7470624
1630934641084,7470050
1630934641124,7468433
1630934641164,7468068
1630934641204,7464940
1630934641244,7460559
1630934641284,7458681
1630934641324,7457743
1630934641364,7459464
1630934641404,7461497
1630934641444,7462697
1630934641484,7463740
1630934641524,7463010
1630934641564,7462853
1630934641604,7460663
1630934641644,7454510
1630934641684,7448512
1630934641724,7447157
1630934641764,7446218
1630934641804,7446792
1630934641844,7446061
1630934641884,7445331
1630934641924,7445070
1630934641964,7443610
1630934642004,7442724
1630934642044,7445853
1630934642084,7452163
1630934642124,7457013
1630934642164,7458681
1630934642204,7460559
1630934642244,7462749
1630934642284,7467703
1630934642324,7470624
1630934642364,7472344
1630934642404,7472397
1630934642444,7473231
1630934642484,7474066
1630934642524,7474952
1630934642564,7477247
1630934642604,7478968
1630934642644,7481001
1630934642684,7482305
1630934642724,7483817
1630934642764,7484339
1630934642804,7485903
1630934642844,7489762
1630934642884,7493413
1630934642924,7495551
1630934642964,7492005
1630934643004,7486373
1630934643044,7481366
1630934643084,7475578
1630934643124,7471615
1630934643164,7467807
1630934643204,7464105
1630934643244,7460924
1630934643284,7458786
1630934643324,7456856
1630934643364,7453832
1630934643404,7451485
1630934643444,7449503
1630934643484,7447261
1630934643524,7445123
1630934643564,7443245
1630934643604,7442776
1630934643644,7442776
1630934643684,7441524
1630934643724,7440794
1630934643764,7440168
1630934643804,7439073
1630934643844,7437248
1630934643884,7435684
1630934643924,7434223
1630934643964,7434067
1630934644004,7433389
1630934644044,7432346
1630934644084,7432242
1630934644124,7432242
1630934644164,7430573
1630934644204,7429895
1630934644244,7429791
1630934644284,7428852
1630934644324,7428487
1630934644364,7427079
1630934644404,7426140
1630934644444,7426766
1630934644484,7429321
1630934644524,7431355
1630934644564,7432033
1630934644604,7434015
1630934644644,7435110
1630934644684,7437717
1630934644724,7440012
1630934644764,7443037
1630934644804,7445018
1630934644844,7445905
1630934644884,7447730
1630934644924,7448408
1630934644964,7449451
1630934645004,7451172
1630934645044,7454666
1630934645084,7456961
1630934645124,7459464
1630934645164,7461602
1630934645204,7462749
1630934645244,7463636
1630934645284,7464470
1630934645324,7466660
1630934645364,7467077
1630934645404,7468381
1630934645444,7469424
1630934645484,7470572
1630934645524,7471406
1630934645564,7469893
1630934645604,7468433
1630934645644,7466504
1630934645684,7464835
1630934645724,7462905
1630934645764,7461445
1630934645804,7459985
1630934645844,7457586
1630934645884,7456804
1630934645924,7454822
1630934645964,7452736
1630934646004,7450077
1630934646044,7448200
1630934646084,7445696
1630934646124,7443975
1630934646164,7442150
1630934646204,7440586
1630934646244,7438865
1630934646284,7437300
1630934646324,7435788
1630934646364,7434536
1630934646404,7433911
1630934646444,7433024
1630934646484,7432294
1630934646524,7432190
1630934646564,7430625
1630934646604,7429530
1630934646644,7429478
1630934646684,7428591
1630934646724,7428852
1630934646764,7428122
1630934646804,7427496
1630934646844,7426558
1630934646884,7425879
1630934646924,7425775
1630934646964,7424576
1630934647004,7423898
1630934647044,7424367
1630934647084,7423220
1630934647124,7423637
1630934647164,7423324
1630934647204,7422542
1630934647244,7423481
1630934647284,7425306
1630934647324,7426036
1630934647364,7428122
1630934647404,7429947
1630934647444,7429739
1630934647484,7431094
1630934647524,7431877
1630934647564,7433180
1630934647604,7434171
1630934647644,7435788
1630934647684,7436622
1630934647724,7439282
1630934647764,7442150
1630934647804,7443037
1630934647844,7445175
1630934647884,7446635
1630934647924,7448825
1630934647964,7449712
1630934648004,7450807
1630934648044,7452163
1630934648084,7452371
1630934648124,7453206
1630934648164,7454405
1630934648204,7455240
1630934648244,7453779
1630934648284,7453571
1630934648324,7453258
1630934648364,7451954
1630934648404,7451433
1630934648444,7450233
1630934648484,7449034
1630934648524,7447417
1630934648564,7446792
1630934648604,7444914
1630934648644,7443767
1630934648684,7442306
1630934648724,7441576
1630934648764,7440064
1630934648804,7438917
1630934648844,7438135
1630934648884,7436987
1630934648924,7435996
1630934648964,7434954
1630934649004,7434119
1630934649044,7433337
1630934649084,7431147
1630934649124,7431147
1630934649164,7429060
1630934649204,7429374
1630934649244,7428018
1630934649284,7428070
1630934649324,7426818
1630934649364,7426140
1630934649404,7425306
1630934649444,7424471
1630934649484,7424002
1630934649524,7423220
1630934649564,7423428
1630934649604,7423689
1630934649644,7423063
1630934649684,7423063
1630934649724,7422699
1630934649764,7422385
1630934649804,7422490
1630934649844,7422699
1630934649884,7421916
1630934649924,7421916
1630934649964,7421812
1630934650004,7422385
1630934650044,7421342
1630934650084,7420247
1630934650124,7419517
1630934650164,7420352
1630934650204,7421864
1630934650244,7423116
1630934650284,7424263
1630934650324,7426714
1630934650364,7428018
1630934650404,7429947
1630934650444,7431981
1630934650484,7433598
1630934650524,7435684
1630934650564,7437874
1630934650604,7438604
1630934650644,7440533
1630934650684,7441837
1630934650724,7443089
1630934650764,7445383
1630934650804,7446009
1630934650844,7447782
1630934650884,7448304
1630934650924,7450337
1630934650964,7451224
1630934651004,7451902
1630934651044,7452476
1630934651084,7451902
1630934651124,7450859
1630934651164,7450390
1630934651204,7449973
1630934651244,7447939
1630934651284,7447678
1630934651324,7445957
1630934651364,7444445
1630934651404,7442672
1630934651444,7441472
1630934651484,7439751
1630934651524,7438917
1630934651564,7436883
1630934651604,7436831
1630934651644,7434901
1630934651684,7433858
1630934651724,7433076
1630934651764,7432868
1630934651804,7431094
1630934651844,7430782
1630934651884,7430469
1630934651924,7429321
1630934651964,7428904
1630934652004,7428331
1630934652044,7427705
1630934652084,7427183
1630934652124,7427392
1630934652164,7426088
1630934652204,7425671
1630934652244,7425045
1630934652284,7424680
1630934652324,7424315
1630934652364,7424107
1630934652404,7423950
1630934652444,7423742
1630934652484,7424054
1630934652524,7424263
1630934652564,7423950
1630934652604,7424002
1630934652644,7424211
1630934652684,7423846
1630934652724,7423846
1630934652764,7423742
1630934652804,7423376
1630934652844,7424002
1630934652884,7425045
1630934652924,7424680
1630934652964,7423585
1630934653004,7423063
1630934653044,7423846
1630934653084,7424680
1630934653124,7426453
1630934653164,7429947
1630934653204,7433180
1630934653244,7434536
1630934653284,7436049
1630934653324,7435736
1630934653364,7436309
1630934653404,7436205
1630934653444,7436153
1630934653484,7436779
1630934653524,7436883
1630934653564,7438395
1630934653604,7439699
1630934653644,7439856
1630934653684,7439386
1630934653724,7437405
1630934653764,7433128
1630934653804,7430103
1630934653844,7426923
1630934653884,7424889
1630934653924,7422855
1630934653964,7421499
1630934654004,7420352
1630934654044,7419413
1630934654084,7418318
1630934654124,7418214
1630934654164,7418266
1630934654204,7419622
1630934654244,7420665
1630934654284,7421760
1630934654324,7421864
1630934654364,7421499
1630934654404,7420039
1630934654444,7418996
1630934654484,7419204
1630934654524,7418891
1630934654564,7417588
1630934654604,7416493
1630934654644,7415032
1630934654684,7414876
1630934654724,7413937
1630934654764,7413312
1630934654804,7412842
1630934654844,7412738
1630934654884,7412112
1630934654924,7411591
1630934654964,7411695
1630934655004,7411330
1630934655044,7411226
1630934655084,7411121
1630934655124,7411956
1630934655164,7413103
1630934655204,7413729
1630934655244,7414667
1630934655284,7416440
1630934655324,7417848
1630934655364,7418891
1630934655404,7421186
1630934655444,7423011
1630934655484,7424054
1630934655524,7426609
1630934655564,7428018
1630934655604,7429530
1630934655644,7431251
1630934655684,7432763
1630934655724,7434067
1630934655764,7434954
1630934655804,7436674
1630934655844,7438865
1630934655884,7440221
1630934655924,7443141
1630934655964,7444757
1630934656004,7446583
1630934656044,7446635
1630934656084,7446009
1630934656124,7446113
1630934656164,7443923
1630934656204,7442046
1630934656244,7440481
1630934656284,7438917
1630934656324,7438291
1630934656364,7439490
1630934656404,7439021
1630934656444,7437405
1630934656484,7435788
1630934656524,7434171
1630934656564,7433128
1630934656604,7432033
1630934656644,7431720
1630934656684,7431199
1630934656724,7430886
1630934656764,7429478
1630934656804,7428800
1630934656844,7428122
1630934656884,7426870
1630934656924,7426297
1630934656964,7425410
1630934657004,7424159
1630934657044,7423742
1630934657084,7423272
1630934657124,7423324
1630934657164,7422855
1630934657204,7422646
1630934657244,7422125
1630934657284,7421447
1630934657324,7421499
1630934657364,7421812
1630934657404,7422073
1630934657444,7422125
1630934657484,7421864
1630934657524,7421708
1630934657564,7421655
1630934657604,7422438
1630934657644,7423324
1630934657684,7423950
1630934657724,7424576
1630934657764,7425932
1630934657804,7426453
1630934657844,7427966
1630934657884,7430208
1630934657924,7431199
1630934657964,7433389
1630934658004,7434015
1630934658044,7435996
1630934658084,7438082
1630934658124,7438865
1630934658164,7439178
1630934658204,7438969
1630934658244,7440064
1630934658284,7441107
1630934658324,7441524
1630934658364,7442306
1630934658404,7442724
1630934658444,7442411
1630934658484,7441733
1630934658524,7441003
1630934658564,7439595
1630934658604,7437978
1630934658644,7438082
1630934658684,7437561
1630934658724,7437405
1630934658764,7436570
1630934658804,7436883
1630934658844,7436570
1630934658884,7437978
1630934658924,7437561
1630934658964,7435006
1630934659004,7432920
1630934659044,7429634
1630934659084,7427183
1630934659124,7423742
1630934659164,7421916
1630934659204,7419934
1630934659244,7418214
1630934659284,7416806
1630934659324,7415293
1630934659364,7413781
1630934659404,7412581
1630934659444,7410965
1630934659484,7410183
1630934659524,7409974
1630934659564,7410287
1630934659604,7409348
1630934659644,7409400
1630934659684,7409035
1630934659724,7408722
1630934659764,7408618
1630934659804,7408775
1630934659844,7408253
1630934659884,7408149
1630934659924,7407575
1630934659964,7407732
1630934660004,7407888
1630934660044,7407732
1630934660084,7409661
1630934660124,7410443
1630934660164,7412686
1630934660204,7413885
1630934660244,7416075
1630934660284,7418161
1630934660324,7419830
1630934660364,7422594
1630934660404,7423481
1630934660444,7425462
1630934660484,7427079
1630934660524,7428956
1630934660564,7430103
1630934660604,7431772
1630934660644,7433024
1630934660684,7434223
1630934660724,7433806
1630934660764,7435736
1630934660804,7436153
1630934660844,7436674
1630934660884,7437092
1630934660924,7435996
1630934660964,7435996
1630934661004,7434797
1630934661044,7434067
1630934661084,7433702
1630934661124,7432868
1630934661164,7432137
1630934661204,7431407
1630934661244,7430782
1630934661284,7429999
1630934661324,7429113
1630934661364,7427966
1630934661404,7427287
1630934661444,7425879
1630934661484,7424576
1630934661524,7423272
1630934661564,7422490
1630934661604,7421760
1630934661644,7420873
1630934661684,7419883
1630934661724,7419465
1630934661764,7418683
1630934661804,7418161
1630934661844,7418005
1630934661884,7418005
1630934661924,7417223
1630934661964,7417327
1630934662004,7416649
1630934662044,7416649
1630934662084,7416545
1630934662124,7416128
1630934662164,7416858
1630934662204,7416806
1630934662244,7416493
1630934662284,7416910
1630934662324,7417223
1630934662364,7418579
1630934662404,7420195
1630934662444,7421291
1630934662484,7422959
1630934662524,7424315
1630934662564,7426140
1630934662604,7428070
1630934662644,7429634
1630934662684,7430469
1630934662724,7432137
1630934662764,7433545
1630934662804,7434849
1630934662844,7436153
1630934662884,7437352
1630934662924,7437300
1630934662964,7439073
1630934663004,7438917
1630934663044,7439647
1630934663084,7440586
1630934663124,7440898
1630934663164,7440846
1630934663204,7440116
1630934663244,7439490
1630934663284,7438656
1630934663324,7438604
1630934663364,7438604
1630934663404,7438030
1630934663444,7437509
1630934663484,7437561
1630934663524,7437039
1630934663564,7436257
1630934663604,7435944
1630934663644,7434849
1630934663684,7434380
1630934663724,7433389
1630934663764,7432763
1630934663804,7431929
1630934663844,7431720
1630934663884,7430886
1630934663924,7430677
1630934663964,7431199
1630934664004,7431303
1630934664044,7431616
1630934664084,7432555
1630934664124,7432242
1630934664164,7432294
1630934664204,7431460
1630934664244,7430886
1630934664284,7429843
1630934664324,7430103
1630934664364,7430729
1630934664404,7430677
1630934664444,7429374
1630934664484,7429374
1630934664524,7428018
1630934664564,7427548
1630934664604,7426558
1630934664644,7425827
1630934664684,7425984
1630934664724,7425723
