timestamp,is_touching
1630934635277,1
1630934635370,1
1630934635470,1
1630934635577,1
1630934635671,1
1630934635761,1
1630934635877,1
1630934635973,1
1630934636072,1
1630934636161,1
1630934636260,1
1630934636364,1
1630934636528,1
1630934636628,1
1630934636693,1
1630934636826,1
1630934636860,1
1630934636960,1
1630934637120,1
1630934637191,1
1630934637292,1
1630934637395,1
1630934637488,1
1630934637593,1
1630934637740,1
1630934637808,1
1630934637915,1
1630934637985,1
1630934638094,1
1630934638208,1
1630934638323,1
1630934638428,1
1630934638528,1
1630934638613,1
1630934638695,1
1630934638792,1
1630934638927,1
1630934639014,1
1630934639110,1
1630934639211,1
1630934639325,1
1630934639393,1
1630934639553,1
1630934639644,1
1630934639746,1
1630934639829,1
1630934639927,1
1630934640027,1
1630934640164,1
1630934640246,1
1630934640345,1
1630934640444,1
1630934640544,1
1630934640621,1
1630934640793,1
1630934640858,1
1630934640962,1
1630934641031,1
1630934641162,1
1630934641228,1
1630934641369,1
1630934641460,1
1630934641566,1
1630934641663,1
1630934641763,1
1630934641893,1
1630934641994,1
1630934642094,1
1630934642160,1
1630934642294,1
1630934642369,1
1630934642459,1
1630934642594,1
1630934642694,1
1630934642791,1
1630934642860,1
1630934643094,1
1630934643196,1
1630934643295,1
1630934643395,1
1630934643492,1
1630934643600,1
1630934643666,1
1630934643793,1
1630934643933,1
1630934643995,1
1630934644092,1
1630934644197,1
1630934644290,1
1630934644462,1
1630934644492,1
1630934644629,1
1630934644693,1
1630934644796,1
1630934644905,1
1630934645012,1
1630934645112,1
1630934645211,1
1630934645310,1
1630934645433,1
1630934645529,1
1630934645665,1
1630934645721,1
1630934645837,1
1630934645925,1
1630934646032,1
1630934646162,1
1630934646270,1
1630934646325,1
1630934646438,1
1630934646529,1
1630934646623,1
1630934646730,1
1630934646844,1
1630934646946,1
1630934647045,1
1630934647138,1
1630934647268,1
1630934647330,1
1630934647463,1
1630934647561,1
1630934647659,1
1630934647763,1
1630934647895,1
1630934647956,1
1630934648070,1
1630934648166,1
1630934648281,1
1630934648355,1
1630934648445,1
1630934648527,1
1630934648759,1
1630934648782,1
1630934648910,1
1630934648975,1
1630934649113,1
1630934649197,1
1630934649333,1
1630934649441,1
1630934649501,1
1630934649572,1
1630934649695,1
1630934649754,1
1630934649993,1
1630934650029,1
1630934650162,1
1630934650197,1
1630934650317,1
1630934650401,1
1630934650546,1
1630934650645,1
1630934650724,1
1630934650803,1
1630934650913,1
1630934650988,1
1630934651206,1
1630934651233,1
1630934651311,1
1630934651401,1
1630934651575,1
1630934651624,1
1630934651731,1
1630934651846,1
1630934651926,1
1630934652066,1
1630934652128,1
1630934652257,1
1630934652320,1
1630934652432,1
1630934652576,1
1630934652660,1
1630934652700,1
1630934652872,1
1630934652990,1
1630934653077,1
1630934653176,1
1630934653216,1
1630934653350,1
1630934653433,1
1630934653634,1
1630934653678,1
1630934653780,1
1630934653877,1
1630934653953,1
1630934654050,1
1630934654191,1
1630934654260,1
1630934654337,1
1630934654492,1
1630934654603,1
1630934654645,1
1630934654792,1
1630934654860,1
1630934654982,1
1630934655056,1
1630934655209,1
1630934655297,1
1630934655412,1
1630934655511,1
1630934655593,1
1630934655725,1
1630934655775,1
1630934655896,1
1630934656039,1
1630934656110,1
1630934656185,1
1630934656274,1
1630934656395,1
1630934656495,1
1630934656635,1
1630934656724,1
1630934656785,1
1630934656882,1
1630934656995,1
1630934657095,1
1630934657261,1
1630934657305,1
1630934657427,1
1630934657499,1
1630934657586,1
1630934657712,1
1630934657840,1
1630934657955,1
1630934658044,1
1630934658132,1
1630934658208,1
1630934658294,1
1630934658460,1
1630934658523,1
1630934658660,1
1630934658753,1
1630934658843,1
1630934658894,1
1630934659063,1
1630934659154,1
1630934659248,1
1630934659357,1
1630934659442,1
1630934659549,1
1630934659654,1
1630934659763,1
1630934659859,1
1630934660001,1
1630934660098,1
1630934660151,1
1630934660286,1
1630934660445,1
1630934660476,1
1630934660546,1
1630934660657,1
1630934660726,1
1630934660878,1
1630934660961,1
1630934661053,1
1630934661260,1
1630934661346,1
1630934661413,1
1630934661523,1
1630934661612,1
1630934661695,1
1630934661765,1
1630934661874,1
1630934661955,1
1630934662112,1
1630934662203,1
1630934662293,1
1630934662381,1
1630934662501,1
1630934662579,1
1630934662710,1
1630934662804,1
1630934662913,1
1630934662995,1
1630934663081,1
1630934663177,1
1630934663321,1
1630934663453,1
1630934663513,1
1630934663619,1
1630934663728,1
1630934663844,1
1630934663944,1
1630934664025,1
1630934664158,1
1630934664248,1
1630934664284,1
1630934664406,1
1630934664524,1
1630934664634,1
1630934664745,1
1630934664808,1
1630934664932,1
1630934665013,1
1630934665122,1
1630934665265,1
1630934665351,1
1630934665411,1
1630934665536,1
1630934665601,1
1630934665748,1
1630934665870,1
1630934666025,1
1630934666222,1
1630934666379,1
1630934666472,1
1630934666568,1
1630934666678,1
1630934666753,1
1630934666877,1
1630934666979,1
1630934667146,1
1630934667194,1
1630934667283,1
1630934667327,1
1630934667416,1
1630934667593,1
1630934667733,1
1630934667824,1
1630934667863,1
1630934667956,1
1630934668125,1
1630934668246,1
1630934668288,1
1630934668392,1
1630934668485,1
1630934668580,1
1630934668638,1
1630934668807,1
1630934668884,1
1630934669000,1
1630934669098,1
1630934669179,1
1630934669243,1
1630934669396,1
1630934669481,1
1630934669612,1
1630934669675,1
1630934669761,1
1630934669871,1
1630934670014,1
1630934670131,1
1630934670212,1
1630934670309,1
1630934670391,1
1630934670464,1
1630934670613,1
1630934670714,1
1630934670837,1
1630934670985,1
1630934671019,1
1630934671097,1
1630934671234,1
1630934671322,1
1630934671450,1
1630934671522,1
1630934671633,1
1630934671743,1
1630934671820,1
1630934671963,1
1630934672037,1
1630934672163,1
1630934672238,1
1630934672329,1
1630934672442,1
1630934672571,1
1630934672625,1
1630934672752,1
1630934672846,1
1630934672924,1
1630934673097,1
1630934673173,1
1630934673253,1
1630934673344,1
1630934673454,1
1630934673513,1
1630934673689,1
1630934673742,1
1630934673893,1
1630934674005,1
1630934674036,1
1630934674130,1
1630934674310,1
1630934674375,1
1630934674479,1
1630934674584,1
1630934674679,1
1630934674751,1
1630934674899,1
1630934675001,1
1630934675100,1
1630934675178,1
1630934675269,1
1630934675395,1
1630934675527,1
1630934675626,1
1630934675682,1
1630934675793,1
1630934675891,1
1630934675998,1
1630934676114,1
1630934676234,1
1630934676320,1
1630934676412,1
1630934676518,1
1630934676622,1
1630934676735,1
1630934676816,1
1630934676933,1
1630934677019,1
1630934677149,1
1630934677195,1
1630934677350,1
1630934677437,1
1630934677543,1
1630934677649,1
1630934677717,1
1630934677799,1
1630934677952,1
1630934678050,1
1630934678113,1
1630934678227,1
1630934678330,1
1630934678418,1
1630934678548,1
1630934678647,1
1630934678748,1
1630934678849,1
1630934678933,1
1630934679031,1
1630934679194,1
1630934679263,1
1630934679358,1
1630934679446,1
1630934679547,1
1630934679631,1
1630934679767,1
1630934679836,1
1630934679948,1
1630934680049,1
1630934680131,1
1630934680276,1
1630934680385,1
1630934680467,1
1630934680581,1
1630934680672,1
1630934680744,1
1630934680875,1
1630934680985,1
1630934681102,1
1630934681208,1
1630934681248,1
1630934681400,1
1630934681448,1
1630934681600,1
1630934681708,1
1630934681851,1
1630934681914,1
1630934681966,1
1630934682065,1
1630934682195,1
1630934682317,1
1630934682396,1
1630934682489,1
1630934682664,1
1630934682707,1
1630934682830,1
1630934682930,1
1630934683014,1
1630934683119,1
1630934683165,1
1630934683278,1
1630934683473,1
1630934683525,1
1630934683602,1
1630934683699,1
1630934683790,1
1630934683882,1
1630934684063,1
1630934684161,1
1630934684196,1
1630934684298,1
1630934684417,1
1630934684567,1
1630934684628,1
1630934684724,1
1630934684852,1
1630934684920,1
1630934685032,1
1630934685150,1
1630934685282,1
1630934685338,1
1630934685466,1
1630934685567,1
1630934685704,1
1630934685766,1
1630934685875,1
1630934685981,1
1630934686099,1
1630934686163,1
1630934686258,1
1630934686335,1
1630934686490,1
1630934686540,1
1630934686723,1
1630934686767,1
1630934686929,1
1630934686965,1
1630934687092,1
1630934687176,1
1630934687257,1
1630934687353,1
1630934687456,1
1630934687563,1
1630934687726,1
1630934687763,1
1630934687925,1
1630934688002,1
1630934688062,1
1630934688194,1
1630934688297,1
1630934688409,1
1630934688524,1
1630934688596,1
1630934688687,1
1630934688779,1
1630934688894,1
1630934689010,1
1630934689093,1
1630934689188,1
1630934689290,1
1630934689392,1
1630934689541,1
1630934689639,1
1630934689696,1
1630934689799,1
1630934689945,1
1630934690006,1
1630934690119,1
1630934690226,1
1630934690309,1
1630934690414,1
1630934690536,1
1630934690588,1
1630934690748,1
1630934690826,1
1630934690936,1
1630934691032,1
1630934691127,1
1630934691207,1
1630934691338,1
1630934691440,1
1630934691553,1
