timestamp,ax,ay,az
1629376823000,-0.515625,0.84375,-0.03125
1629376823031,-0.59375,0.8125,-0.0625
1629376823062,-0.6875,0.8125,-0.078125
1629376823093,-0.71875,0.8125,-0.09375
1629376823125,-0.6875,0.796875,-0.125
1629376823156,-0.53125,0.796875,-0.046875
1629376823187,-0.53125,0.78125,-0.03125
1629376823218,-0.640625,0.796875,-0.078125
1629376823250,-0.671875,0.796875,-0.09375
1629376823281,-0.578125,0.75,0.046875
1629376823312,-0.34375,0.640625,0.1875
1629376823343,-0.203125,0.671875,0.25
1629376823375,-0.078125,0.734375,0.34375
1629376823406,-0.171875,0.828125,0.328125
1629376823437,-0.328125,0.96875,0.328125
1629376823468,-0.5625,1.15625,0.3125
1629376823500,-0.671875,1.15625,0.265625
1629376823531,-0.65625,1.15625,0.296875
1629376823562,-0.453125,1.125,0.328125
1629376823593,-0.390625,1.109375,0.359375
1629376823625,-0.28125,1.0625,0.359375
1629376823656,-0.25,1.03125,0.34375
1629376823687,-0.296875,0.9375,0.296875
1629376823718,-0.3125,0.859375,0.265625
1629376823750,-0.328125,0.84375,0.265625
1629376823781,-0.3125,0.890625,0.25
1629376823812,-0.296875,0.890625,0.21875
1629376823843,-0.265625,0.90625,0.21875
1629376823875,-0.25,0.953125,0.25
1629376823906,-0.25,0.96875,0.25
1629376823937,-0.265625,0.984375,0.21875
1629376823968,-0.265625,0.984375,0.21875
1629376824000,-0.265625,1.0,0.203125
1629376824031,-0.25,0.90625,0.15625
1629376824062,-0.265625,0.859375,0.140625
1629376824093,-0.296875,0.84375,0.125
1629376824125,-0.3125,0.859375,0.09375
1629376824156,-0.3125,0.859375,0.078125
1629376824187,-0.328125,0.921875,0.078125
1629376824218,-0.359375,0.984375,0.109375
1629376824250,-0.4375,1.046875,0.1875
1629376824281,-0.59375,1.15625,0.09375
1629376824312,-0.734375,1.140625,0.125
1629376824343,-1.03125,1.09375,0.140625
1629376824375,-1.078125,1.03125,0.078125
1629376824406,-1.28125,1.0,0.140625
1629376824437,-1.421875,0.90625,0.046875
1629376824468,-1.59375,0.8125,-0.09375
1629376824500,-1.765625,0.65625,-0.140625
1629376824531,-1.78125,0.59375,-0.1875
1629376824562,-1.71875,0.4375,-0.28125
1629376824593,-1.25,0.25,-0.140625
1629376824625,-1.0,0.203125,-0.125
1629376824656,-0.421875,0.078125,-0.203125
1629376824687,-0.375,0.0,-0.234375
1629376824718,-0.21875,-0.078125,-0.1875
1629376824750,-0.171875,-0.203125,-0.0625
1629376824781,-0.140625,-0.328125,0.0
1629376824812,0.109375,-0.484375,0.125
1629376824843,0.09375,-0.515625,0.328125
1629376824875,0.046875,-0.59375,0.390625
1629376824906,-0.15625,-0.609375,0.5
1629376824937,-0.21875,-0.59375,0.546875
1629376824968,-0.328125,-0.671875,0.515625
1629376825000,-0.3125,-0.75,0.484375
1629376825031,-0.296875,-0.765625,0.4375
1629376825062,-0.3125,-0.796875,0.40625
1629376825093,-0.359375,-0.8125,0.421875
1629376825125,-0.375,-0.828125,0.4375
1629376825156,-0.3125,-0.84375,0.484375
1629376825187,-0.34375,-0.859375,0.484375
1629376825218,-0.296875,-0.875,0.546875
1629376825250,-0.28125,-0.875,0.53125
1629376825281,-0.328125,-0.828125,0.5
1629376825312,-0.265625,-0.796875,0.46875
1629376825343,-0.28125,-0.78125,0.453125
1629376825375,-0.265625,-0.796875,0.4375
1629376825406,-0.265625,-0.765625,0.453125
1629376825437,-0.3125,-0.84375,0.46875
1629376825468,-0.3125,-0.828125,0.53125
1629376825500,-0.328125,-0.84375,0.53125
1629376825531,-0.328125,-0.859375,0.5
1629376825562,-0.265625,-0.875,0.46875
1629376825593,-0.25,-0.859375,0.46875
1629376825625,-0.25,-0.84375,0.453125
1629376825656,-0.25,-0.828125,0.453125
1629376825687,-0.28125,-0.8125,0.46875
1629376825718,-0.3125,-0.828125,0.5
1629376825750,-0.3125,-0.84375,0.484375
1629376825781,-0.3125,-0.84375,0.46875
1629376825812,-0.3125,-0.875,0.46875
1629376825843,-0.296875,-0.875,0.515625
1629376825875,-0.28125,-0.859375,0.484375
1629376825906,-0.1875,-0.859375,0.46875
1629376825937,-0.21875,-0.859375,0.484375
1629376825968,-0.1875,-0.859375,0.5
1629376826000,-0.171875,-0.90625,0.453125
1629376826031,-0.234375,-0.90625,0.421875
1629376826062,-0.1875,-0.90625,0.46875
1629376826093,-0.171875,-0.90625,0.46875
1629376826125,-0.171875,-0.859375,0.40625
1629376826156,-0.1875,-0.8125,0.390625
1629376826187,-0.171875,-0.828125,0.4375
1629376826218,-0.140625,-0.875,0.4375
1629376826250,-0.125,-0.890625,0.453125
1629376826281,-0.140625,-0.96875,0.4375
1629376826312,-0.140625,-1.015625,0.4375
1629376826343,-0.140625,-1.0625,0.40625
1629376826375,-0.109375,-1.046875,0.40625
1629376826406,-0.109375,-0.953125,0.5
1629376826437,-0.234375,-0.859375,0.4375
1629376826468,-0.125,-0.8125,0.46875
1629376826500,-0.078125,-0.84375,0.359375
1629376826531,-0.0625,-0.859375,0.34375
1629376826562,-0.078125,-0.859375,0.34375
1629376826593,-0.078125,-0.921875,0.359375
1629376826625,-0.09375,-0.921875,0.359375
1629376826656,-0.0625,-0.90625,0.40625
1629376826687,-0.046875,-0.875,0.453125
1629376826718,-0.046875,-0.8125,0.453125
1629376826750,0.046875,-0.71875,0.359375
1629376826781,0.0625,-0.65625,0.328125
1629376826812,0.09375,-0.546875,0.265625
1629376826843,-0.015625,-0.390625,0.1875
1629376826875,-0.078125,-0.3125,0.140625
1629376826906,-0.265625,-0.1875,0.171875
1629376826937,-0.28125,-0.125,0.203125
1629376826968,-0.515625,0.15625,0.171875
1629376827000,-0.796875,0.34375,0.234375
1629376827031,-0.84375,0.4375,0.296875
1629376827062,-1.03125,0.703125,0.359375
1629376827093,-0.921875,0.71875,0.359375
1629376827125,-0.203125,1.140625,0.515625
1629376827156,0.0625,1.890625,0.734375
1629376827187,-0.03125,1.984375,0.8125
1629376827218,-0.734375,1.984375,0.875
1629376827250,-1.0625,1.984375,0.78125
1629376827281,-0.71875,1.4375,0.296875
1629376827312,-0.171875,1.1875,0.375
1629376827343,-0.078125,1.125,0.40625
1629376827375,-0.140625,1.015625,0.390625
1629376827406,-0.21875,0.984375,0.359375
1629376827437,-0.390625,0.875,0.1875
1629376827468,-0.421875,0.796875,0.03125
1629376827500,-0.40625,0.75,0.0
1629376827531,-0.34375,0.71875,-0.046875
1629376827562,-0.359375,0.703125,-0.0625
1629376827593,-0.421875,0.75,-0.0625
1629376827625,-0.515625,0.796875,-0.078125
1629376827656,-0.578125,0.828125,-0.0625
1629376827687,-0.71875,0.9375,-0.015625
1629376827718,-0.765625,1.078125,0.078125
1629376827750,-0.765625,1.109375,0.125
1629376827781,-0.6875,1.125,0.171875
1629376827812,-0.5625,1.140625,0.203125
1629376827843,-0.28125,1.15625,0.34375
1629376827875,0.0,1.078125,0.5
1629376827906,0.359375,0.984375,0.625
1629376827937,0.984375,1.015625,0.6875
1629376827968,0.234375,0.984375,0.328125
1629376828000,-0.390625,0.953125,0.3125
1629376828031,-0.421875,0.9375,0.4375
1629376828062,-0.28125,0.96875,0.46875
1629376828093,-0.28125,0.96875,0.390625
1629376828125,-0.375,0.96875,0.359375
1629376828156,-0.453125,0.890625,0.359375
1629376828187,-0.40625,0.859375,0.296875
1629376828218,-0.375,0.875,0.296875
1629376828250,-0.34375,0.953125,0.328125
1629376828281,-0.34375,0.984375,0.328125
1629376828312,-0.375,1.015625,0.296875
1629376828343,-0.375,1.03125,0.28125
1629376828375,-0.359375,1.015625,0.265625
1629376828406,-0.328125,1.015625,0.234375
1629376828437,-0.296875,1.015625,0.21875
1629376828468,-0.296875,1.015625,0.203125
1629376828500,-0.296875,1.0,0.15625
1629376828531,-0.296875,1.0,0.15625
1629376828562,-0.3125,0.984375,0.140625
1629376828593,-0.3125,0.953125,0.125
1629376828625,-0.3125,0.9375,0.109375
1629376828656,-0.3125,0.9375,0.109375
1629376828687,-0.296875,0.9375,0.109375
1629376828718,-0.265625,0.90625,0.09375
1629376828750,-0.265625,0.828125,0.109375
1629376828781,-0.265625,0.78125,0.109375
1629376828812,-0.296875,0.734375,0.125
1629376828843,-0.3125,0.75,0.140625
1629376828875,-0.3125,0.796875,0.15625
1629376828906,-0.3125,0.875,0.1875
1629376828937,-0.3125,0.921875,0.21875
1629376828968,-0.3125,1.078125,0.25
1629376829000,-0.328125,1.1875,0.296875
1629376829031,-0.34375,1.171875,0.328125
1629376829062,-0.359375,1.03125,0.359375
1629376829093,-0.375,0.984375,0.34375
1629376829125,-0.375,0.96875,0.3125
1629376829156,-0.390625,1.0,0.328125
1629376829187,-0.390625,1.0,0.34375
1629376829218,-0.375,0.96875,0.375
1629376829250,-0.375,0.9375,0.359375
1629376829281,-0.40625,0.875,0.328125
