trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
294.2248516040854,294.73269471595995,R,None,None,1,,0,0
296.7203193178866,297.2325605640653,Q,None,None,1,,1,0
299.22008584602736,299.73253021389246,M,None,None,1,,2,0
301.7192330718972,302.232565880986,Q,m,m,1,0.7544446608517319,3,0
304.2185778398998,304.73252170789056,K,None,None,1,,4,0
306.7188533679582,307.2325097799767,H,None,None,1,,5,0
309.2184018450789,309.73239737492986,B,None,None,1,,6,0
311.7193411840126,312.2325156868901,F,None,None,1,,7,0
314.2192799421028,314.7324104029685,B,m,m,1,0.3845112849958241,8,0
316.7334922361188,317.2325032770168,F,m,m,1,0.7387185690458864,9,0
319.21913453098387,319.73240465903655,X,None,None,1,,10,0
321.7186185340397,322.2324237651192,H,None,None,1,,11,0
324.2182989451103,324.7321892569307,R,None,None,1,,12,0
326.7184758549556,327.23189872293733,K,None,None,1,,13,0
329.21893472597003,329.73209008411504,Q,None,None,1,,14,0
331.71855514892377,332.23220248892903,K,m,m,1,0.8220841609872878,15,0
334.2185446289368,334.7320561739616,B,None,None,1,,16,0
336.7183629879728,337.2320510630961,M,None,None,1,,17,0
339.2175805780571,339.732042562915,X,None,None,1,,18,0
341.7353474400006,342.2319939590525,F,None,None,1,,19,0
669.2765838298947,669.7813607018907,F,None,None,1,,0,1
671.7892675439361,672.2935144130606,Q,None,None,1,,1,1
674.2799390649889,674.7941437789705,M,None,None,1,,2,1
676.7791425620671,677.2942282159347,B,None,None,1,,3,1
679.2799311010167,679.7929375020321,X,None,None,1,,4,1
681.7790099259,682.2929926400539,K,None,None,1,,5,1
684.2790952490177,684.7940480590332,X,m,m,1,1.1430440249387177,6,1
686.7801167319994,687.2940229189117,R,None,None,1,,7,1
689.281326941913,689.793794867117,H,None,None,1,,8,1
691.7803966419306,692.2939552341122,R,m,m,1,0.5338803560007364,9,1
694.2813867519144,694.7938412509393,Q,None,None,1,,10,1
696.7810267030727,697.2940028880257,H,None,None,1,,11,1
699.2805523199495,699.7938816628885,F,None,None,1,,12,1
701.7799069168977,702.2938861320727,H,m,m,1,0.4522914551198482,13,1
704.2802838189527,704.7934845369309,K,None,None,1,,14,1
706.7800631020218,707.2936675040983,B,None,None,1,,15,1
709.279883727897,709.7937467810698,M,None,None,1,,16,1
711.7801057070028,712.2936873000581,X,None,None,1,,17,1
714.2799407539424,714.7934410220478,M,m,m,1,0.4462478579953313,18,1
716.7805054921191,717.2935884299222,R,None,None,1,,19,1
1106.316975774942,1106.8217221370433,F,None,None,1,,0,2
1108.8249154658988,1109.321648112964,R,None,None,1,,1,2
1111.3262087369803,1111.8216670269612,H,None,None,1,,2,2
1113.8246772699058,1114.3215620398987,B,None,None,1,,3,2
1116.3265240699984,1116.8420939580535,H,m,m,1,0.5086193371098489,4,2
1118.8237872261088,1119.3215144819114,B,m,m,1,0.3918835339136421,5,2
1121.3237015770285,1121.821189519018,M,None,None,1,,6,2
1123.824383886065,1124.3214044070337,X,None,None,1,,7,2
1126.324287953088,1126.821444771951,K,None,None,1,,8,2
1128.8237404460087,1129.321376617998,Q,None,None,1,,9,2
1131.3242532031145,1131.821395711042,K,m,m,1,0.6228347199503332,10,2
1133.8252838449553,1134.3212994351052,M,None,None,1,,11,2
1136.3239638661034,1136.8215525620617,F,None,None,1,,12,2
1138.822160871001,1139.321317024063,X,None,None,1,,13,2
1141.3240165289026,1141.821217789082,B,None,None,1,,14,2
1143.823243933031,1144.321127631003,H,None,None,1,,15,2
1146.323327729944,1146.8211675970815,R,None,None,1,,16,2
1148.82318648207,1149.3211086250376,K,None,None,1,,17,2
1151.3231835090555,1151.8205451429822,R,m,m,1,0.4768999281805008,18,2
1153.8238504529,1154.3209527248982,Q,None,None,1,,19,2
