timestamp,is_clench
1629807882126,1
1629808057832,1
1629808071974,1
1629808084693,1
1629808085162,1
1629808087713,1
1629808090554,1
1629808090729,1
1629808104942,1
1629808105646,1
1629808105724,1
1629808121273,1
1629808121633,1
1629808127384,1
1629808130275,1
1629808131982,1
1629808140531,1
1629808165392,1
1629808172285,1
1629808172632,1
1629808193713,1
1629808194431,1
1629808195698,1
1629808196167,1
1629808360799,1
1629808494287,1
1629808494815,1
1629808495699,1
1629808496214,1
1629808496557,1
1629808496610,1
1629808505398,1
1629808507491,1
1629808507616,1
1629808511696,1
1629808519234,1
1629808519542,1
1629808537512,1
1629808537611,1
1629808539348,1
1629808541618,1
1629808542665,1
1629808548205,1
1629808548613,1
1629808549300,1
1629808562518,1
1629808562596,1
1629808563016,1
1629808565492,1
1629808566618,1
1629808570872,1
1629808571216,1
1629808571437,1
1629808571963,1
1629808573630,1
1629808574112,1
1629808574574,1
1629808574621,1
1629808579830,1
1629808580575,1
1629808580713,1
1629808583472,1
1629808589539,1
1629808591462,1
1629808592012,1
1629808592184,1
1629808592547,1
1629808593295,1
1629808593937,1
1629808596091,1
1629808596321,1
1629808596910,1
1629808597206,1
1629808598076,1
1629808599768,1
1629808599817,1
1629808600231,1
1629808600325,1
1629808601152,1
1629808601387,1
1629808602485,1
1629808602531,1
1629808602797,1
1629808603125,1
1629808603584,1
1629808605126,1
1629808605155,1
1629808605689,1
1629808605767,1
1629808607837,1
1629808608259,1
1629808608902,1
1629808609522,1
1629808615331,1
1629808615641,1
1629808620679,1
1629808620913,1
1629808621069,1
1629808628334,1
1629808628927,1
1629808629925,1
1629808630493,1
1629808630962,1
1629808631261,1
1629808631982,1
1629808633430,1
1629808633886,1
1629808633917,1
1629808634217,1
1629808635083,1
1629808657482,1
1629808657748,1
1629808660755,1
1629808660942,1
1629808664047,1
1629808664131,1
1629808664184,1
1629808664804,1
1629808664982,1
1629808665272,1
1629808666044,1
1629808666325,1
1629808668110,1
1629808669175,1
1629808672959,1
1629808673883,1
1629808674149,1
1629808682901,1
1629808683872,1
1629808688026,1
1629808695235,1
1629808699123,1
1629808699185,1
1629808699969,1
1629808703068,1
1629808703131,1
1629808704008,1
1629808704432,1
1629808705885,1
1629808707117,1
1629808708638,1
1629808711362,1
1629808714042,1
1629808714592,1
1629808715126,1
1629808715236,1
1629808715833,1
1629808719132,1
1629808719398,1
1629808719916,1
1629808720103,1
1629808720369,1
1629808720791,1
1629808721573,1
1629808721883,1
1629808722303,1
1629808722747,1
1629808723545,1
1629808724625,1
1629808724922,1
1629808725113,1
1629808725504,1
1629808725878,1
1629808726253,1
1629808727489,1
1629808728967,1
1629808730098,1
1629808730743,1
1629808730983,1
1629808732441,1
1629808732710,1
1629808732899,1
1629808733347,1
1629808734819,1
1629808735113,1
1629808735693,1
1629808736861,1
1629808737571,1
1629808738649,1
1629808738946,1
1629808739526,1
1629808739583,1
1629808739630,1
1629808740161,1
1629808740333,1
1629808740649,1
1629808742693,1
1629808744163,1
1629808744556,1
1629808746781,1
1629808747015,1
1629808747113,1
1629808747527,1
1629808748480,1
1629808748980,1
1629808749359,1
1629808750461,1
1629808750523,1
1629808750937,1
1629808751297,1
1629808751727,1
1629808752258,1
1629808752652,1
1629808753199,1
1629808753402,1
1629808754356,1
1629808754653,1
1629808755633,1
1629808756806,1
1629808756943,1
1629808757302,1
1629808757640,1
1629808757985,1
1629808758563,1
1629808758626,1
1629808759849,1
1629808762260,1
1629808762354,1
1629808762447,1
1629808762463,1
1629808763093,1
1629808763675,1
1629808764713,1
1629808765007,1
1629808765240,1
1629808766231,1
1629808766341,1
1629808766749,1
1629808766921,1
1629808767827,1
1629808768782,1
1629808769501,1
1629808769739,1
1629808771246,1
1629808771725,1
1629808774656,1
1629808775538,1
1629808775854,1
1629808777089,1
1629808777395,1
1629808777457,1
1629808777504,1
1629808779945,1
1629808780572,1
1629808780744,1
1629808780932,1
1629808781150,1
1629808781559,1
1629808782231,1
1629808782465,1
1629808783015,1
1629808783522,1
1629808783895,1
1629808784473,1
1629808785316,1
1629808785379,1
1629808787279,1
1629808787704,1
1629808787782,1
1629808788110,1
1629808788422,1
1629808788485,1
1629808788692,1
1629808790291,1
1629808791492,1
1629808791740,1
1629808794197,1
1629808794423,1
1629808796369,1
1629808796541,1
1629808797415,1
1629808798981,1
1629808799358,1
1629808799668,1
1629808800472,1
1629808802149,1
1629808802179,1
1629808802412,1
1629808802475,1
1629808802678,1
1629808808324,1
1629808815734,1
1629808815859,1
1629808846936,1
1629808847420,1
1629808847592,1
1629808847720,1
1629808854249,1
1629808856176,1
1629808857619,1
1629808857760,1
1629808858010,1
1629808858902,1
1629808862059,1
1629808864153,1
1629808865077,1
1629808868049,1
1629808868501,1
1629808871832,1
1629808872527,1
1629808873908,1
1629808880463,1
1629808881013,1
1629808883385,1
1629808890627,1
1629808893983,1
1629808894517,1
1629808897787,1
1629808897866,1
1629808898006,1
1629808901200,1
1629808903821,1
1629808904289,1
1629808985335,1
1629809043769,1
1629809044194,1
1629809053721,1
1629809055763,1
1629809055993,1
1629809057964,1
1629809178005,1
1629809178263,1
