trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
417.5135035,418.0266614,K,None,None,1,,0,0
420.0199538,420.5339699,R,None,None,1,,1,0
422.5200747,423.0336677,B,None,None,1,,2,0
425.0198693,425.5337647,H,None,None,1,,3,0
427.519824,428.0336555,B,m,m,1,1.325266204,4,0
430.0200669,430.5335638,X,None,None,1,,5,0
432.5197402,433.0335914,F,None,None,1,,6,0
435.0201854,435.5334944,Q,None,None,1,,7,0
437.5202033,438.0334441,M,None,None,1,,8,0
440.0185984,440.5334524,Q,m,m,1,0.619825574,9,0
442.5195598,443.033552,H,None,None,1,,10,0
445.019738,445.5334554,R,None,None,1,,11,0
447.5198322,448.03332,Q,None,None,1,,12,0
450.0197448,450.5323722,F,None,None,1,,13,0
452.5195828,453.0332955,B,None,None,1,,14,0
455.0197462,455.5332815,F,m,None,0,,15,0
457.5196478,458.033274,K,None,None,1,,16,0
460.0194655,460.5332239,X,None,None,1,,17,0
462.5194519,463.0331232,K,m,m,1,0.438049471,18,0
465.0193927,465.5331497,M,None,None,1,,19,0
788.3233254,788.8287377,B,None,None,1,,0,1
790.8310359,791.3288433,M,None,None,1,,1,1
793.3299226,793.8287867,F,None,None,1,,2,1
795.8316843,796.3286545,R,None,None,1,,3,1
798.3427536,798.8491202,H,None,None,1,,4,1
800.8314288,801.3285966,R,m,m,1,0.391921345,5,1
803.3312948,803.8323454,K,None,None,1,,6,1
805.8319352,806.3285323,Q,None,None,1,,7,1
808.3313504,808.8285793,X,None,None,1,,8,1
810.8313445,811.328425,M,None,None,1,,9,1
813.3315471,813.8490065,Q,None,m,0,0.546741801,10,1
815.8306057,816.3284262,M,m,m,1,1.020084615,11,1
818.3305646,818.8283878,K,None,None,1,,12,1
820.8305209,821.3283749,R,None,None,1,,13,1
823.3313541,823.8283753,X,None,None,1,,14,1
825.830486,826.328363,B,None,None,1,,15,1
828.3304139,828.8282031,X,m,m,1,0.559007676,16,1
830.8302856,831.3282028,H,None,None,1,,17,1
833.3303817,833.8281301,F,None,None,1,,18,1
835.831028,836.3283925,H,m,None,0,,19,1
1561.1963,1561.7018,X,None,None,1,,0,2
1563.6885,1564.2017,M,None,None,1,,1,2
1566.2039,1566.7016,Q,None,None,1,,2,2
1568.6878,1569.2016,R,None,None,1,,3,2
1571.2035,1571.7015,B,None,None,1,,4,2
1573.7037,1574.2015,H,None,None,1,,5,2
1576.2046,1576.7015,B,m,m,1,0.9321,6,2
1578.7042,1579.226,F,None,None,1,,7,2
1581.2014,1581.7015,K,None,None,1,,8,2
1583.7045,1584.2013,Q,None,None,1,,9,2
1586.2035,1586.7014,K,m,m,1,0.6329,10,2
1588.7034,1589.2012,B,None,None,1,,11,2
1591.2034,1591.7012,R,None,None,1,,12,2
1593.7044,1594.2012,X,None,None,1,,13,2
1596.2043,1596.7012,R,m,m,1,1.0513,14,2
1598.7042,1599.2011,H,None,None,1,,15,2
1601.2021,1601.7013,F,None,None,1,,16,2
1603.7034,1604.2012,H,m,m,1,0.423050596,17,2
1606.2032,1606.7012,M,None,None,1,,18,2
1608.7019,1609.201,K,None,None,1,,19,2
