timestamp,duration
1631021160567,2640
1631021163207,2560
1631021165767,3000
1631021168767,2440
1631021171207,2480
1631021173687,1920
1631021175607,2680
1631021178287,2840
1631021181127,5000
1631021186127,4360
1631021190487,2440
1631021192927,1840
1631021194767,2520
1631021197287,2200
1631021199487,2120
1631021201607,2080
1631021203687,2400
1631021206087,3200
1631021209287,2600
1631021211887,3200
1631021215087,2720
1631021217807,2760
1631021220567,3280
1631021223847,2040
1631021225887,2720
1631021228607,3240
1631021231847,3280
1631021235127,2480
1631021237607,4560
1631021242167,2880
1631021245047,2880
1631021247927,2960
1631021250887,2920
1631021253807,3080
1631021256887,2920
1631021259807,3080
1631021262887,3040
1631021265927,2760
1631021268687,2800
1631021271487,2200
1631021273687,2400
1631021276087,2280
1631021278367,2920
1631021281287,2200
1631021283487,3360
1631021286847,2400
1631021289247,2480
1631021291727,2800
1631021294527,2520
1631021297047,2920
1631021299967,3240
1631021303207,3280
1631021306487,2640
1631021309127,3120
1631021312247,2760
1631021315007,2800
1631021317807,2120
1631021319927,2920
1631021322847,2840
1631021325687,3680
1631021329367,2800
1631021332167,3160
1631021335327,3200
1631021338527,3200
1631021341727,2800
1631021344527,2760
1631021347287,2200
1631021349487,5800
1631021355287,4920
1631021360207,2600
1631021362807,2840
1631021365647,2680
1631021368327,2760
1631021371087,3680
1631021374767,2400
1631021377167,2800
1631021379967,2760
1631021382727,2320
1631021385047,2840
1631021387887,2800
1631021390687,2720
1631021393407,3040
1631021396447,2480
1631021398927,2400
1631021401327,2960
1631021404287,2600
1631021406887,2800
1631021409687,2880
1631021412567,3000
1631021415567,2880
1631021418447,3240
1631021421687,2840
1631021424527,3360
1631021427887,2160
1631021430047,3280
1631021433327,3960
1631021437287,3360
1631021440647,2600
1631021443247,2280
1631021445527,2160
1631021447687,4600
1631021452287,3200
1631021455487,2480
1631021457967,2040
1631021460007,2320
1631021462327,3000
1631021465327,2440
1631021467767,2400
1631021470167,3680
1631021473847,3800
1631021477647,2440
1631021480087,2360
1631021482447,3160
1631021485607,2920
1631021488527,1480
1631021490007,3280
1631021493287,2320
1631021495607,1880
1631021497487,2040
1631021499527,2200
1631021501727,2520
1631021504247,2120
1631021506367,1880
1631021508247,2560
1631021510807,680
1631021511487,1600
1631021513087,1480
1631021514567,1840
1631021516407,1840
1631021518247,1560
1631021519807,3920
1631021523727,1840
1631021525567,1720
1631021527287,1920
1631021529207,1600
1631021530807,1760
1631021532567,1840
1631021534407,3080
1631021537487,1760
1631021539247,1800
1631021541047,1800
1631021542847,1680
1631021544527,3440
1631021547967,1680
1631021549647,3720
1631021553367,1680
1631021555047,1560
1631021556607,1720
1631021558327,1320
1631021559647,1880
1631021561527,1480
1631021563007,1760
