timestamp,is_touching
1631021159159,1
1631021159287,1
1631021159365,1
1631021159427,1
1631021159536,1
1631021159646,1
1631021159786,1
1631021159880,1
1631021159989,1
1631021160052,1
1631021160177,1
1631021160255,1
1631021160365,1
1631021160474,1
1631021160567,1
1631021160661,1
1631021160755,1
1631021160880,1
1631021161052,1
1631021161099,1
1631021161177,1
1631021161317,1
1631021161364,1
1631021161458,1
1631021161598,1
1631021161708,1
1631021161817,1
1631021161942,1
1631021162005,1
1631021162083,1
1631021162211,1
1631021162304,1
1631021162398,1
1631021162523,1
1631021162586,1
1631021162664,1
1631021162820,1
1631021162945,1
1631021163070,1
1631021163132,1
1631021163189,1
1631021163291,1
1631021163447,1
1631021163525,1
1631021163634,1
1631021163712,1
1631021163811,1
1631021163889,1
1631021164076,1
1631021164177,1
1631021164244,1
1631021164330,1
1631021164415,1
1631021164735,1
1631021164766,1
1631021164866,1
1631021164940,1
1631021165026,1
1631021165169,1
1631021165269,1
1631021165405,1
1631021165462,1
1631021165566,1
1631021165631,1
1631021165742,1
1631021165894,1
1631021165983,1
1631021166065,1
1631021166187,1
1631021166259,1
1631021166342,1
1631021166523,1
1631021166584,1
1631021166646,1
1631021166746,1
1631021166849,1
1631021166943,1
1631021167083,1
1631021167161,1
1631021167289,1
1631021167336,1
1631021167487,1
1631021167549,1
1631021167731,1
1631021167807,1
1631021167886,1
1631021168011,1
1631021168089,1
1631021168198,1
1631021168285,1
1631021168415,1
1631021168507,1
1631021168589,1
1631021168681,1
1631021168821,1
1631021168939,1
1631021169008,1
1631021169141,1
1631021169217,1
1631021169316,1
1631021169401,1
1631021169510,1
1631021169699,1
1631021169775,1
1631021169864,1
1631021169949,1
1631021170017,1
1631021170134,1
1631021170212,1
1631021170324,1
1631021170433,1
1631021170517,1
1631021170629,1
1631021170738,1
1631021170847,1
1631021170957,1
1631021171033,1
1631021171134,1
1631021171226,1
1631021171431,1
1631021171518,1
1631021171565,1
1631021171633,1
1631021171729,1
1631021171823,1
1631021171992,1
1631021172095,1
1631021172147,1
1631021172271,1
1631021172345,1
1631021172467,1
1631021172613,1
1631021172676,1
1631021172770,1
1631021172863,1
1631021172985,1
1631021173040,1
1631021173200,1
1631021173281,1
1631021173357,1
1631021173467,1
1631021173580,1
1631021173671,1
1631021173803,1
1631021173872,1
1631021174005,1
1631021174101,1
1631021174191,1
1631021174275,1
1631021174384,1
