timestamp,is_clench
1630573760521,1
1630573773355,1
1630573774929,1
1630573775554,1
1630573802265,1
1630573803221,1
1630573803387,1
1630573804185,1
1630573804437,1
1630573804698,1
1630573804936,1
1630573916305,1
1630573929413,1
1630573945163,1
1630573945370,1
1630573982032,1
1630574002372,1
1630574025581,1
1630574089690,1
1630574113787,1
1630574114620,1
1630574114818,1
1630574140317,1
1630574159052,1
1630574168133,1
1630574170351,1
1630574171425,1
1630574171581,1
1630574172884,1
1630574173155,1
1630574173313,1
1630574174160,1
1630574174549,1
1630574175742,1
1630574212638,1
1630574243523,1
1630574244432,1
1630574245933,1
1630574247134,1
1630574248259,1
1630574248708,1
1630574250886,1
1630574264205,1
1630574288372,1
1630574288790,1
1630574303005,1
1630574305557,1
1630574618754,1
1630574640618,1
1630574641841,1
1630574642928,1
1630574664101,1
1630574666709,1
1630574667418,1
1630574667702,1
1630574702138,1
1630574705001,1
1630574705809,1
1630574725341,1
1630574725492,1
1630574733222,1
1630574737794,1
1630574738027,1
1630574738229,1
1630574739043,1
1630574756820,1
1630574761374,1
1630574767215,1
1630574807039,1
1630574868991,1
1630574885146,1
1630574885395,1
1630574885678,1
1630574894861,1
1630574901618,1
1630574916694,1
1630574917440,1
1630574918162,1
1630574919716,1
1630574921539,1
1630574984705,1
1630574993244,1
