timestamp,green,ir,red
1629880721625,99279,301241,393362
1629880721635,99286,301253,393374
1629880721645,99273,301239,393354
1629880721655,99299,301282,393384
1629880721665,99290,301280,393440
1629880721675,99307,301240,393435
1629880721685,99303,301261,393487
1629880721695,99317,301322,393428
1629880721705,99326,301340,393490
1629880721715,99344,301348,393514
1629880721725,99358,301359,393519
1629880721735,99380,301389,393526
1629880721745,99394,301412,393591
1629880721755,99431,301458,393666
1629880721765,99433,301495,393667
1629880721775,99472,301523,393650
1629880721785,99483,301543,393706
1629880721795,99492,301534,393712
1629880721805,99496,301563,393708
1629880721815,99513,301534,393690
1629880721825,99513,301522,393717
1629880721835,99525,301493,393698
1629880721845,99527,301486,393708
1629880721855,99526,301528,393692
1629880721865,99528,301498,393667
1629880721875,99522,301466,393668
1629880721885,99504,301456,393623
1629880721895,99512,301417,393627
1629880721905,99494,301385,393623
1629880721915,99480,301378,393620
1629880721925,99469,301380,393575
1629880721935,99441,301321,393547
1629880721945,99434,301302,393515
1629880721955,99418,301307,393527
1629880721965,99400,301277,393526
1629880721975,99402,301269,393465
1629880721985,99374,301246,393519
1629880721995,99375,301243,393468
1629880722005,99354,301246,393461
1629880722015,99352,301269,393431
1629880722025,99330,301217,393492
1629880722035,99327,301246,393462
1629880722045,99327,301249,393463
1629880722055,99324,301315,393457
1629880722065,99335,301218,393495
1629880722075,99342,301295,393518
1629880722085,99342,301257,393543
1629880722095,99343,301265,393470
1629880722105,99340,301266,393499
1629880722115,99354,301329,393550
1629880722125,99338,301284,393510
1629880722135,99372,301348,393550
1629880722145,99382,301341,393579
1629880722155,99390,301351,393577
1629880722165,99397,301418,393617
1629880722175,99420,301394,393639
1629880722185,99417,301362,393662
1629880722195,99418,301451,393627
1629880722205,99442,301467,393599
1629880722215,99443,301449,393656
1629880722225,99458,301438,393664
1629880722235,99484,301459,393700
1629880722245,99472,301476,393688
1629880722255,99487,301470,393677
1629880722265,99480,301468,393703
1629880722275,99487,301441,393709
1629880722285,99485,301456,393706
1629880722295,99479,301479,393677
1629880722305,99468,301450,393667
1629880722315,99479,301455,393712
1629880722325,99482,301489,393671
1629880722335,99485,301431,393675
1629880722345,99475,301438,393645
1629880722355,99460,301389,393634
1629880722365,99462,301375,393629
1629880722375,99464,301416,393627
1629880722385,99458,301381,393661
1629880722395,99454,301386,393595
1629880722405,99465,301404,393602
1629880722415,99457,301398,393569
1629880722425,99462,301396,393554
1629880722435,99459,301365,393596
1629880722445,99475,301371,393581
1629880722455,99472,301403,393581
1629880722465,99476,301360,393595
1629880722475,99495,301429,393578
1629880722485,99489,301416,393624
1629880722495,99513,301383,393605
1629880722505,99515,301453,393600
1629880722515,99524,301423,393598
1629880722525,99521,301366,393617
1629880722535,99521,301390,393593
1629880722545,99538,301370,393586
1629880722555,99522,301397,393610
1629880722565,99546,301391,393646
1629880722575,99554,301385,393616
1629880722585,99553,301425,393637
1629880722595,99541,301394,393658
1629880722605,99546,301391,393650
1629880722615,99525,301375,393667
1629880722625,99527,301341,393670
1629880722635,99543,301391,393691
1629880722645,99522,301387,393686
1629880722655,99528,301415,393706
1629880722665,99525,301425,393703
1629880722675,99525,301387,393678
1629880722685,99522,301365,393707
1629880722695,99513,301368,393702
1629880722705,99504,301345,393682
1629880722715,99489,301387,393691
1629880722725,99483,301373,393700
1629880722735,99487,301360,393652
1629880722745,99482,301411,393657
1629880722755,99480,301356,393634
1629880722765,99460,301367,393686
1629880722775,99469,301356,393677
1629880722785,99466,301357,393677
1629880722795,99461,301357,393667
1629880722805,99462,301291,393589
1629880722815,99444,301336,393607
1629880722825,99448,301313,393592
1629880722835,99432,301281,393604
1629880722845,99438,301320,393561
1629880722855,99436,301303,393553
1629880722865,99444,301267,393562
1629880722875,99430,301250,393567
1629880722885,99434,301258,393559
1629880722895,99432,301258,393575
1629880722905,99421,301243,393559
1629880722915,99432,301268,393499
1629880722925,99422,301245,393574
1629880722935,99426,301266,393528
1629880722945,99428,301291,393563
1629880722955,99434,301289,393580
1629880722965,99421,301227,393531
1629880722975,99437,301311,393550
1629880722985,99440,301276,393554
1629880722995,99450,301263,393608
1629880723005,99438,301286,393568
1629880723015,99444,301316,393616
1629880723025,99451,301309,393635
1629880723035,99458,301317,393634
1629880723045,99457,301365,393617
1629880723055,99471,301352,393655
1629880723065,99479,301341,393674
1629880723075,99483,301348,393662
1629880723085,99506,301413,393675
1629880723095,99501,301371,393685
1629880723105,99524,301412,393731
1629880723115,99529,301426,393714
1629880723125,99538,301435,393712
1629880723135,99542,301436,393723
1629880723145,99555,301438,393715
1629880723155,99555,301455,393690
1629880723165,99562,301443,393661
1629880723175,99562,301485,393727
1629880723185,99577,301439,393743
1629880723195,99586,301457,393715
1629880723205,99587,301473,393712
1629880723215,99573,301464,393710
1629880723225,99592,301434,393650
1629880723235,99578,301404,393706
1629880723245,99595,301448,393702
1629880723255,99608,301399,393714
1629880723265,99604,301439,393688
1629880723275,99612,301391,393700
1629880723285,99618,301448,393673
1629880723295,99622,301438,393649
1629880723305,99628,301387,393645
1629880723315,99627,301409,393642
1629880723325,99629,301393,393660
1629880723335,99630,301387,393632
1629880723345,99628,301352,393634
1629880723355,99614,301332,393537
1629880723365,99612,301269,393592
1629880723375,99597,301279,393556
1629880723385,99610,301249,393584
1629880723395,99607,301258,393559
1629880723405,99588,301273,393559
1629880723415,99595,301250,393599
1629880723425,99582,301224,393577
1629880723435,99598,301248,393539
1629880723445,99586,301259,393607
1629880723455,99589,301252,393600
1629880723465,99594,301311,393640
1629880723475,99581,301301,393628
1629880723485,99579,301288,393650
1629880723495,99584,301314,393649
1629880723505,99590,301309,393663
1629880723515,99581,301306,393689
1629880723525,99590,301306,393644
1629880723535,99576,301312,393648
1629880723545,99574,301292,393658
1629880723555,99560,301306,393676
1629880723565,99553,301267,393654
1629880723575,99559,301333,393634
1629880723585,99550,301280,393628
1629880723595,99558,301287,393660
1629880723605,99546,301293,393690
1629880723615,99547,301284,393682
1629880723625,99544,301278,393673
1629880723635,99536,301279,393668
1629880723645,99540,301258,393610
1629880723655,99522,301252,393615
1629880723665,99518,301268,393593
1629880723675,99523,301225,393601
1629880723685,99522,301249,393598
1629880723695,99505,301229,393619
1629880723705,99519,301212,393567
1629880723715,99518,301228,393591
1629880723725,99513,301202,393541
1629880723735,99505,301191,393567
1629880723745,99501,301186,393563
1629880723755,99513,301213,393553
1629880723765,99507,301244,393559
1629880723775,99529,301200,393588
1629880723785,99521,301258,393578
1629880723795,99519,301247,393579
1629880723805,99532,301204,393582
1629880723815,99540,301256,393596
1629880723825,99548,301256,393641
1629880723835,99555,301301,393635
1629880723845,99548,301310,393609
1629880723855,99560,301300,393652
1629880723865,99569,301303,393597
1629880723875,99567,301287,393657
1629880723885,99582,301293,393633
1629880723895,99572,301322,393640
1629880723905,99582,301313,393650
1629880723915,99584,301373,393672
1629880723925,99597,301358,393668
1629880723935,99598,301338,393707
1629880723945,99608,301350,393684
1629880723955,99620,301367,393702
1629880723965,99625,301376,393709
1629880723975,99641,301357,393672
1629880723985,99644,301417,393683
1629880723995,99655,301404,393753
1629880724005,99678,301403,393716
1629880724015,99682,301416,393703
1629880724025,99695,301408,393740
1629880724035,99698,301463,393751
1629880724045,99720,301452,393738
1629880724055,99721,301459,393767
1629880724065,99723,301479,393764
1629880724075,99733,301480,393775
1629880724085,99743,301484,393787
1629880724095,99746,301464,393785
1629880724105,99749,301448,393784
1629880724115,99749,301428,393763
1629880724125,99776,301446,393724
1629880724135,99773,301452,393741
1629880724145,99780,301449,393746
1629880724155,99783,301453,393749
1629880724165,99800,301486,393749
1629880724175,99801,301421,393741
1629880724185,99784,301449,393729
1629880724195,99791,301382,393697
1629880724205,99774,301363,393685
1629880724215,99764,301347,393617
1629880724225,99768,301360,393630
1629880724235,99775,301329,393653
1629880724245,99762,301333,393654
1629880724255,99774,301285,393638
1629880724265,99769,301303,393659
1629880724275,99766,301287,393641
1629880724285,99765,301297,393613
1629880724295,99750,301281,393608
1629880724305,99748,301237,393604
1629880724315,99754,301179,393637
1629880724325,99766,301297,393665
1629880724335,99750,301276,393616
1629880724345,99763,301268,393631
1629880724355,99747,301279,393641
1629880724365,99744,301322,393636
1629880724375,99754,301306,393632
1629880724385,99741,301262,393617
1629880724395,99741,301250,393624
1629880724405,99741,301262,393636
1629880724415,99742,301279,393644
1629880724425,99747,301272,393635
1629880724435,99739,301258,393635
1629880724445,99744,301281,393643
1629880724455,99731,301285,393602
1629880724465,99741,301298,393643
1629880724475,99739,301268,393637
1629880724485,99737,301298,393644
1629880724495,99735,301253,393637
1629880724505,99745,301275,393602
1629880724515,99722,301289,393585
1629880724525,99737,301245,393586
1629880724535,99729,301232,393600
1629880724545,99715,301245,393598
1629880724555,99736,301262,393616
1629880724565,99726,301212,393554
1629880724575,99728,301219,393582
1629880724585,99719,301238,393584
1629880724595,99717,301211,393524
1629880724605,99710,301197,393525
1629880724615,99715,301214,393541
1629880724625,99714,301169,393542
1629880724635,99715,301169,393554
1629880724645,99719,301222,393556
1629880724655,99726,301182,393513
1629880724665,99722,301183,393534
1629880724675,99729,301236,393530
1629880724685,99733,301211,393497
1629880724695,99739,301170,393547
1629880724705,99740,301182,393532
1629880724715,99751,301225,393514
1629880724725,99757,301216,393549
1629880724735,99758,301210,393540
1629880724745,99762,301231,393549
1629880724755,99775,301259,393527
1629880724765,99788,301291,393546
1629880724775,99794,301280,393540
1629880724785,99786,301274,393542
1629880724795,99793,301270,393559
1629880724805,99801,301266,393563
1629880724815,99824,301277,393526
1629880724825,99833,301237,393582
1629880724835,99836,301280,393555
1629880724845,99839,301286,393560
1629880724855,99834,301264,393596
1629880724865,99854,301313,393617
1629880724875,99865,301323,393609
1629880724885,99867,301317,393611
1629880724895,99871,301310,393626
1629880724905,99893,301334,393618
1629880724915,99884,301365,393587
1629880724925,99899,301329,393635
1629880724935,99916,301336,393611
1629880724945,99918,301371,393638
1629880724955,99928,301354,393595
1629880724965,99941,301381,393675
1629880724975,99956,301412,393633
1629880724985,99954,301366,393643
1629880724995,99970,301374,393628
1629880725005,99973,301428,393616
1629880725015,99976,301371,393610
1629880725025,99987,301428,393676
1629880725035,99991,301434,393603
1629880725045,100009,301366,393641
1629880725055,100007,301402,393648
1629880725065,100023,301418,393628
1629880725075,100031,301439,393645
1629880725085,100044,301393,393667
1629880725095,100035,301404,393610
1629880725105,100043,301410,393635
1629880725115,100051,301352,393621
1629880725125,100044,301381,393654
1629880725135,100048,301333,393691
1629880725145,100053,301340,393681
1629880725155,100051,301356,393647
1629880725165,100057,301339,393650
1629880725175,100049,301344,393632
1629880725185,100067,301315,393612
1629880725195,100059,301280,393622
1629880725205,100064,301346,393654
1629880725215,100057,301366,393686
1629880725225,100065,301337,393665
1629880725235,100061,301342,393662
1629880725245,100076,301374,393660
1629880725255,100064,301359,393660
1629880725265,100071,301387,393664
1629880725275,100061,301330,393664
1629880725285,100077,301349,393635
1629880725295,100075,301352,393642
1629880725305,100065,301348,393645
1629880725315,100074,301340,393665
1629880725325,100067,301362,393676
1629880725335,100079,301370,393661
1629880725345,100066,301390,393710
1629880725355,100081,301368,393691
1629880725365,100088,301372,393709
1629880725375,100104,301408,393677
1629880725385,100104,301364,393654
1629880725395,100108,301393,393692
1629880725405,100112,301451,393710
1629880725415,100120,301414,393701
1629880725425,100127,301431,393689
1629880725435,100128,301469,393694
1629880725445,100139,301399,393720
1629880725455,100141,301405,393705
1629880725465,100149,301406,393743
1629880725475,100157,301345,393700
1629880725485,100162,301395,393677
1629880725495,100163,301427,393735
1629880725505,100186,301461,393740
1629880725515,100190,301422,393729
1629880725525,100186,301423,393736
1629880725535,100183,301466,393741
1629880725545,100184,301420,393736
1629880725555,100195,301452,393725
1629880725565,100183,301443,393714
1629880725575,100193,301439,393729
1629880725585,100193,301429,393715
1629880725595,100188,301450,393676
1629880725605,100192,301439,393695
1629880725615,100178,301420,393677
1629880725625,100178,301418,393673
1629880725635,100184,301449,393667
1629880725645,100184,301390,393658
1629880725655,100189,301434,393670
1629880725665,100184,301409,393676
1629880725675,100202,301387,393664
1629880725685,100198,301430,393641
1629880725695,100205,301408,393658
1629880725705,100214,301385,393661
1629880725715,100221,301405,393636
1629880725725,100231,301395,393660
1629880725735,100245,301408,393712
1629880725745,100255,301430,393655
1629880725755,100279,301477,393683
1629880725765,100279,301432,393707
1629880725775,100291,301490,393671
1629880725785,100305,301466,393674
1629880725795,100324,301506,393692
1629880725805,100334,301506,393722
1629880725815,100347,301500,393708
1629880725825,100366,301545,393773
1629880725835,100368,301513,393748
1629880725845,100384,301549,393749
1629880725855,100383,301548,393763
1629880725865,100411,301532,393741
1629880725875,100414,301575,393758
1629880725885,100420,301573,393772
1629880725895,100442,301573,393757
1629880725905,100443,301625,393766
1629880725915,100450,301580,393787
1629880725925,100444,301614,393777
1629880725935,100465,301537,393747
1629880725945,100446,301507,393733
1629880725955,100443,301575,393720
1629880725965,100437,301487,393734
1629880725975,100441,301501,393743
1629880725985,100437,301479,393729
1629880725995,100419,301439,393689
1629880726005,100426,301436,393678
1629880726015,100423,301459,393695
1629880726025,100423,301432,393671
1629880726035,100418,301417,393625
1629880726045,100411,301383,393629
1629880726055,100415,301363,393653
1629880726065,100419,301411,393635
1629880726075,100420,301394,393641
1629880726085,100434,301417,393636
1629880726095,100432,301399,393640
1629880726105,100435,301390,393606
1629880726115,100425,301367,393615
1629880726125,100445,301400,393616
1629880726135,100440,301392,393593
1629880726145,100437,301372,393618
1629880726155,100433,301399,393577
1629880726165,100439,301400,393554
1629880726175,100441,301401,393610
1629880726185,100454,301398,393607
1629880726195,100445,301446,393628
1629880726205,100470,301367,393635
1629880726215,100462,301395,393615
1629880726225,100451,301396,393621
1629880726235,100471,301432,393581
1629880726245,100458,301440,393626
1629880726255,100468,301438,393670
1629880726265,100476,301453,393672
1629880726275,100473,301393,393639
1629880726285,100484,301463,393645
1629880726295,100487,301425,393682
1629880726305,100488,301424,393674
1629880726315,100488,301448,393645
1629880726325,100487,301431,393651
1629880726335,100482,301419,393621
1629880726345,100484,301443,393609
1629880726355,100494,301449,393640
1629880726365,100486,301454,393623
1629880726375,100496,301465,393620
1629880726385,100498,301463,393610
1629880726395,100512,301486,393624
1629880726405,100509,301456,393572
1629880726415,100518,301385,393608
1629880726425,100525,301416,393577
1629880726435,100530,301435,393605
1629880726445,100512,301449,393607
1629880726455,100531,301465,393615
1629880726465,100537,301490,393609
1629880726475,100559,301468,393639
1629880726485,100556,301498,393558
1629880726495,100570,301484,393595
1629880726505,100562,301437,393609
1629880726515,100578,301416,393606
1629880726525,100576,301518,393637
1629880726535,100589,301469,393624
1629880726545,100588,301509,393593
1629880726555,100604,301511,393609
1629880726565,100604,301478,393597
1629880726575,100607,301463,393564
1629880726585,100613,301515,393638
1629880726595,100631,301493,393625
1629880726605,100631,301492,393685
1629880726615,100642,301553,393669
1629880726625,100646,301550,393649
1629880726635,100658,301525,393657
1629880726645,100653,301529,393643
1629880726655,100662,301530,393693
1629880726665,100683,301562,393659
1629880726675,100693,301596,393682
1629880726685,100690,301599,393675
1629880726695,100691,301606,393680
1629880726705,100712,301624,393738
1629880726715,100715,301612,393737
1629880726725,100728,301624,393748
1629880726735,100749,301672,393733
1629880726745,100745,301662,393732
1629880726755,100760,301612,393740
1629880726765,100759,301669,393707
1629880726775,100761,301626,393728
1629880726785,100762,301604,393672
1629880726795,100739,301570,393669
1629880726805,100755,301594,393705
1629880726815,100747,301548,393643
1629880726825,100743,301554,393687
1629880726835,100745,301511,393645
1629880726845,100729,301504,393666
1629880726855,100720,301505,393659
1629880726865,100746,301455,393603
1629880726875,100720,301485,393616
1629880726885,100729,301469,393625
1629880726895,100720,301492,393615
1629880726905,100719,301463,393578
1629880726915,100726,301463,393607
1629880726925,100726,301475,393574
1629880726935,100722,301461,393606
1629880726945,100730,301501,393632
1629880726955,100732,301421,393600
1629880726965,100716,301473,393542
1629880726975,100729,301410,393589
1629880726985,100726,301457,393566
1629880726995,100730,301465,393581
1629880727005,100728,301462,393583
1629880727015,100728,301465,393562
1629880727025,100751,301488,393606
1629880727035,100737,301487,393596
1629880727045,100745,301471,393578
1629880727055,100748,301442,393519
1629880727065,100731,301526,393608
1629880727075,100738,301507,393621
1629880727085,100756,301502,393628
1629880727095,100744,301506,393566
1629880727105,100746,301490,393604
1629880727115,100754,301547,393609
1629880727125,100755,301488,393540
1629880727135,100750,301447,393555
1629880727145,100730,301522,393594
1629880727155,100750,301512,393580
1629880727165,100755,301524,393558
1629880727175,100750,301490,393551
1629880727185,100749,301429,393522
1629880727195,100745,301516,393599
1629880727205,100757,301463,393578
1629880727215,100748,301497,393527
1629880727225,100759,301486,393546
1629880727235,100772,301484,393558
1629880727245,100758,301477,393538
1629880727255,100763,301543,393622
1629880727265,100783,301503,393561
1629880727275,100775,301490,393510
1629880727285,100798,301479,393515
1629880727295,100787,301498,393567
1629880727305,100788,301548,393580
1629880727315,100797,301527,393571
1629880727325,100805,301571,393562
1629880727335,100812,301492,393630
1629880727345,100818,301568,393592
1629880727355,100836,301557,393570
1629880727365,100820,301594,393580
1629880727375,100836,301544,393604
1629880727385,100845,301594,393626
1629880727395,100842,301568,393579
1629880727405,100854,301574,393632
1629880727415,100862,301619,393620
1629880727425,100859,301584,393563
1629880727435,100851,301608,393557
1629880727445,100875,301617,393628
1629880727455,100887,301606,393654
1629880727465,100883,301623,393660
1629880727475,100882,301651,393632
1629880727485,100896,301634,393624
1629880727495,100906,301661,393649
1629880727505,100909,301689,393682
1629880727515,100911,301702,393691
1629880727525,100929,301683,393668
1629880727535,100957,301736,393679
1629880727545,100957,301711,393708
1629880727555,100966,301703,393715
1629880727565,100959,301761,393673
1629880727575,100956,301712,393692
1629880727585,100978,301713,393681
1629880727595,100976,301669,393682
1629880727605,100982,301679,393690
1629880727615,100976,301680,393676
1629880727625,100979,301661,393673
1629880727635,100989,301614,393695
1629880727645,100996,301657,393683
1629880727655,100987,301674,393717
1629880727665,100990,301653,393635
1629880727675,100982,301661,393683
1629880727685,100985,301620,393664
1629880727695,100972,301652,393692
1629880727705,100994,301629,393685
1629880727715,100997,301653,393658
1629880727725,100989,301641,393689
1629880727735,100992,301666,393688
1629880727745,100999,301629,393678
