trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
360.7694991,361.275588,K,None,None,1,,0,0
363.2809733,363.7959029,R,None,None,1,,1,0
365.7785482,366.2754995,B,None,None,1,,2,0
368.278468,368.7755739,H,None,None,1,,3,0
370.7730067,371.2752689,B,m,m,1,0.673393873,4,0
373.2747298,373.7755623,X,None,None,1,,5,0
375.7787628,376.2753627,F,None,None,1,,6,0
378.2789705,378.7753727,Q,None,None,1,,7,0
380.7785379,381.2753717,M,None,None,1,,8,0
383.2764191,383.7752916,Q,m,m,1,0.676194984,9,0
385.7772584,386.2752324,H,None,None,1,,10,0
388.2781039,388.7747583,R,None,None,1,,11,0
390.7760652,391.2751526,Q,None,None,1,,12,0
393.2773616,393.7752072,F,None,None,1,,13,0
395.7748019,396.2751701,B,None,None,1,,14,0
398.2779632,398.7744211,F,m,m,1,0.482443125,15,0
400.7778095,401.2746045,K,None,None,1,,16,0
403.275942,403.7745435,X,None,None,1,,17,0
405.7783302,406.2749049,K,m,m,1,0.633405785,18,0
408.2760153,408.7745736,M,None,None,1,,19,0
737.1605908,737.672767,B,None,None,1,,0,1
739.654395,740.152214,M,None,None,1,,1,1
742.1548162,742.6521969,F,None,None,1,,2,1
744.6548702,745.1522201,R,None,None,1,,3,1
747.1542086,747.6520747,H,None,None,1,,4,1
749.6543689,750.1521794,R,m,m,1,0.564122836,5,1
752.1542016,752.652018,K,None,None,1,,6,1
754.6553064,755.1519188,Q,None,None,1,,7,1
757.1542938,757.6519427,X,None,None,1,,8,1
759.6549664,760.1518867,M,None,None,1,,9,1
762.1540296,762.6519023,Q,None,None,1,,10,1
764.6552681,765.1518922,M,m,m,1,0.906495597,11,1
767.1528824,767.652141,K,None,None,1,,12,1
769.6539766,770.1518192,R,None,None,1,,13,1
772.1536924,772.6517544,X,None,None,1,,14,1
774.6539722,775.1516953,B,None,None,1,,15,1
777.1537769,777.6516847,X,m,m,1,0.862706989,16,1
779.6546478,780.1515824,H,None,None,1,,17,1
782.1701788,782.6849962,F,None,None,1,,18,1
784.6547989,785.1514358,H,m,m,1,0.455517986,19,1
1351.387085,1351.897741,X,None,None,1,,0,2
1353.880399,1354.377272,M,None,None,1,,1,2
1356.379416,1356.877167,Q,None,None,1,,2,2
1358.879291,1359.377173,R,None,None,1,,3,2
1361.380088,1361.877085,B,None,None,1,,4,2
1363.877592,1364.377088,H,None,None,1,,5,2
1366.379434,1366.877135,B,m,m,1,0.51081719,6,2
1368.87898,1369.377024,F,None,None,1,,7,2
1371.379204,1371.87699,K,None,None,1,,8,2
1373.879309,1374.376922,Q,None,None,1,,9,2
1376.379049,1376.877248,K,m,m,1,0.760690235,10,2
1378.879127,1379.37686,B,None,None,1,,11,2
1381.378972,1381.876354,R,None,None,1,,12,2
1383.879072,1384.37693,X,None,None,1,,13,2
1386.379032,1386.876677,R,m,m,1,0.919422511,14,2
1388.879103,1389.376727,H,None,None,1,,15,2
1391.378736,1391.876675,F,None,None,1,,16,2
1393.879367,1394.376733,H,m,m,1,0.748293157,17,2
1396.37887,1396.877061,M,None,None,1,,18,2
1398.877283,1399.376651,K,None,None,1,,19,2
