timestamp,duration
1630932113449,1009
1630932114458,951
1630932115409,840
1630932116249,837
1630932117086,859
1630932117945,870
1630932118815,866
1630932119681,796
1630932120477,752
1630932121229,785
1630932122014,766
1630932122780,773
1630932123553,741
1630932124294,729
1630932125023,777
1630932125800,787
1630932126587,799
1630932127386,774
1630932128160,762
1630932128922,826
1630932129748,855
1630932130603,834
1630932131437,776
1630932132213,778
1630932132991,754
1630932133745,750
1630932134495,778
1630932135273,814
1630932136087,856
1630932136943,957
1630932137900,938
1630932138838,918
1630932139756,918
1630932140674,806
1630932141480,821
1630932142301,809
1630932143110,836
1630932143946,891
1630932144837,943
1630932145780,940
1630932146720,925
1630932147645,905
1630932148550,921
1630932149471,939
1630932150410,958
1630932151368,943
1630932152311,939
1630932153250,949
1630932154199,942
1630932155141,927
1630932156068,920
1630932156988,912
1630932157900,838
1630932158738,817
1630932159555,806
1630932160361,839
1630932161200,804
1630932162004,808
1630932162812,908
1630932163720,952
1630932164672,955
1630932165627,944
1630932166571,939
1630932167510,921
1630932168431,848
1630932169279,856
1630932170135,856
1630932170991,878
1630932171869,884
1630932172753,812
1630932173565,738
1630932174303,739
1630932175042,782
1630932175824,860
1630932176684,843
1630932177527,819
1630932178346,870
1630932179216,904
1630932180120,820
1630932180940,857
1630932181797,875
1630932182672,865
1630932183537,826
1630932184363,943
1630932185306,1010
1630932186316,958
1630932187274,891
1630932188165,927
1630932189092,937
1630932190029,956
1630932190985,943
1630932191928,955
1630932192883,894
1630932193777,867
1630932194644,895
1630932195539,893
1630932196432,896
1630932197328,863
1630932198191,733
1630932198924,682
1630932199606,666
1630932200272,693
1630932200965,841
1630932201806,1080
1630932202886,1067
1630932203953,1071
1630932205024,1035
1630932206059,1081
1630932207140,1055
1630932208195,1015
1630932209210,1010
1630932210220,960
1630932211180,889
1630932212069,910
1630932212979,925
1630932213904,938
1630932214842,875
1630932215717,939
1630932216656,985
1630932217641,982
1630932218623,914
1630932219537,866
1630932220403,921
1630932221324,969
1630932222293,978
1630932223271,924
1630932224195,981
1630932225176,961
1630932226137,895
1630932227032,805
1630932227837,795
1630932228632,770
1630932229402,835
1630932230237,930
1630932231167,997
1630932232164,1010
1630932233174,1004
1630932234178,941
1630932235119,897
1630932236016,924
1630932236940,910
1630932237850,823
1630932238673,894
1630932239567,944
1630932240511,1008
1630932241519,980
1630932242499,952
1630932243451,977
1630932244428,973
1630932245401,981
1630932246382,978
1630932247360,975
1630932248335,964
1630932249299,923
1630932250222,875
1630932251097,896
1630932251993,924
1630932252917,883
1630932253800,901
1630932254701,938
1630932255639,961
1630932256600,965
1630932257565,980
1630932258545,995
1630932259540,976
1630932260516,933
1630932261449,875
1630932262324,920
1630932263244,977
1630932264221,992
1630932265213,979
1630932266192,953
1630932267145,893
1630932268038,785
1630932268823,838
1630932269661,838
1630932270499,806
1630932271305,1028
1630932272333,1048
1630932273381,1033
1630932274414,1012
1630932275426,1014
1630932276440,954
1630932277394,846
1630932278240,787
1630932279027,774
1630932279801,733
1630932280534,755
1630932281289,770
1630932282059,801
1630932282860,854
1630932283714,955
1630932284669,939
1630932285608,821
1630932286429,754
1630932287183,711
1630932287894,711
1630932288605,732
1630932289337,793
1630932290130,813
1630932290943,872
1630932291815,920
1630932292735,883
1630932293618,953
