timestamp,breathing_waveform
1631018753885,7170504
1631018753925,7173581
1631018753965,7175928
1631018754005,7176501
1631018754045,7175980
1631018754085,7175771
1631018754125,7174676
1631018754165,7174885
1631018754205,7173685
1631018754245,7171964
1631018754285,7173738
1631018754325,7174728
1631018754365,7175458
1631018754405,7177909
1631018754445,7177649
1631018754485,7179005
1631018754525,7180048
1631018754565,7180778
1631018754605,7182811
1631018754645,7183281
1631018754685,7184950
1631018754725,7186827
1631018754765,7187974
1631018754805,7188600
1631018754845,7188600
1631018754885,7190165
1631018754925,7191260
1631018754965,7192198
1631018755005,7192668
1631018755045,7193554
1631018755085,7195692
1631018755125,7196370
1631018755165,7197309
1631018755205,7197205
1631018755245,7196683
1631018755285,7196214
1631018755325,7196266
1631018755365,7195171
1631018755405,7193867
1631018755445,7192042
1631018755485,7191103
1631018755525,7190999
1631018755565,7190530
1631018755605,7189643
1631018755645,7190060
1631018755685,7189278
1631018755725,7188392
1631018755765,7187609
1631018755805,7187609
1631018755845,7187296
1631018755885,7187244
1631018755925,7185263
1631018755965,7185732
1631018756005,7185263
1631018756045,7185367
1631018756085,7183750
1631018756125,7183542
1631018756165,7182811
1631018756205,7181925
1631018756245,7181717
1631018756285,7180882
1631018756325,7180830
1631018756365,7179839
1631018756405,7179526
1631018756445,7179266
1631018756485,7179474
1631018756525,7178744
1631018756565,7179109
1631018756605,7178379
1631018756645,7177127
1631018756685,7176397
1631018756725,7176189
1631018756765,7175771
1631018756805,7175302
1631018756845,7175041
1631018756885,7174676
1631018756925,7175041
1631018756965,7174415
1631018757005,7173060
1631018757045,7172538
1631018757085,7172486
1631018757125,7172642
1631018757165,7172955
1631018757205,7172695
1631018757245,7172277
1631018757285,7171860
1631018757325,7172173
1631018757365,7171912
1631018757405,7172069
1631018757445,7171339
1631018757485,7171182
1631018757525,7171495
1631018757565,7170974
1631018757605,7171443
1631018757645,7170713
1631018757685,7170139
1631018757725,7169670
1631018757765,7169879
1631018757805,7170452
1631018757845,7170661
1631018757885,7173060
1631018757925,7174259
1631018757965,7173529
1631018758005,7172069
1631018758045,7171808
1631018758085,7170817
1631018758125,7171652
1631018758165,7172121
1631018758205,7173216
1631018758245,7174937
1631018758285,7176189
1631018758325,7175354
1631018758365,7173581
1631018758405,7172486
1631018758445,7172486
1631018758485,7173060
1631018758525,7174155
1631018758565,7175824
1631018758605,7178118
1631018758645,7180830
1631018758685,7182290
1631018758725,7183020
1631018758765,7183802
1631018758805,7183594
1631018758845,7184689
1631018758885,7184741
1631018758925,7186201
1631018758965,7187818
1631018759005,7189174
1631018759045,7189747
1631018759085,7190478
1631018759125,7190738
1631018759165,7191364
1631018759205,7191155
1631018759245,7191468
1631018759285,7193033
1631018759325,7193294
