timestamp,duration
1629897195731,2840
1629897198571,4480
1629897203051,4840
1629897207891,5280
1629897213171,5280
1629897218451,4960
1629897223411,5520
1629897228931,5160
1629897234091,5040
1629897239131,4680
1629897243811,4640
1629897248451,4600
1629897253051,4320
1629897257371,4400
1629897261771,4320
1629897266091,5000
1629897271091,4600
1629897275691,5000
1629897280691,4320
1629897285011,4840
1629897289851,4960
1629897294811,4440
1629897299251,4160
1629897303411,4480
1629897307891,4320
1629897312211,4840
1629897317051,4600
1629897321651,4640
1629897326291,4800
1629897331091,5000
1629897336091,4680
1629897340771,4280
1629897345051,4240
1629897349291,4400
1629897353691,4720
1629897358411,4240
1629897362651,4520
1629897367171,4520
1629897371691,4480
1629897376171,3240
1629897379411,5480
1629897384891,3480
1629897388371,4560
1629897392931,5800
1629897398731,4880
1629897403611,2600
1629897406211,4160
1629897410371,4200
1629897414571,3920
1629897418491,4320
1629897422811,3960
1629897426771,4080
1629897430851,5160
1629897436011,3640
1629897439651,3960
1629897443611,4160
1629897447771,4320
1629897452091,3880
1629897455971,4280
1629897460251,5040
1629897465291,6800
1629897472091,5160
1629897477251,5160
1629897482411,4920
1629897487331,4960
1629897492291,4480
1629897496771,2840
1629897499611,3960
1629897503571,4160
1629897507731,4560
1629897512291,4280
1629897516571,1840
1629897518411,8000
1629897526411,5160
1629897531571,4680
1629897536251,2760
1629897539011,2080
1629897541091,1640
1629897542731,2120
1629897544851,3000
1629897547851,2240
1629897550091,4520
1629897554611,2680
1629897557291,1880
1629897559171,2120
1629897561291,3880
1629897565171,2560
1629897567731,4080
1629897571811,1400
1629897573211,3360
1629897576571,3160
1629897579731,1560
1629897581291,3280
1629897584571,2840
1629897587411,2600
1629897590011,3320
1629897593331,2040
1629897595371,2880
1629897598251,2920
1629897601171,3160
1629897604331,2400
1629897606731,4640
1629897611371,4840
1629897616211,3200
1629897619411,2400
1629897621811,3080
1629897624891,3960
1629897628851,2840
1629897631691,2800
1629897634491,2800
1629897637291,2560
1629897639851,2560
1629897642411,2920
1629897645331,2720
1629897648051,2680
1629897650731,2800
1629897653531,3120
1629897656651,3560
1629897660211,2800
1629897663011,2720
1629897665731,3360
1629897669091,2440
1629897671531,2800
1629897674331,3000
1629897677331,3240
1629897680571,2000
1629897682571,2560
1629897685131,3680
1629897688811,2840
1629897691651,2480
1629897694131,2640
1629897696771,3600
1629897700371,2800
1629897703171,2400
1629897705571,2680
1629897708251,3160
1629897711411,2640
1629897714051,2400
1629897716451,2600
1629897719051,2680
1629897721731,2720
1629897724451,2480
1629897726931,2760
1629897729691,2400
1629897732091,2400
1629897734491,2720
1629897737211,3000
1629897740211,2880
1629897743091,2520
1629897745611,1880
1629897747491,2160
1629897749651,3480
1629897753131,2880
1629897756011,3520
1629897759531,2760
1629897762291,3200
1629897765491,4000
1629897769491,3280
1629897772771,3360
1629897776131,3280
1629897779411,3160
1629897782571,2920
1629897785491,3480
1629897788971,3320
1629897792291,3080
1629897795371,3160
1629897798531,3160
1629897801691,3360
1629897805051,3280
1629897808331,3400
1629897811731,3840
1629897815571,3000
1629897818571,3520
1629897822091,3760
1629897825851,4160
1629897830011,3240
1629897833251,4040
1629897837291,3480
1629897840771,3600
1629897844371,4320
1629897848691,4360
1629897853051,4120
1629897857171,3760
1629897860931,4000
1629897864931,3440
1629897868371,3640
1629897872011,4160
1629897876171,4520
1629897880691,3920
1629897884611,4720
1629897889331,5080
1629897894411,4800
1629897899211,3240
1629897902451,4760
1629897907211,4280
1629897911491,4440
1629897915931,4520
1629897920451,4680
1629897925131,4600
1629897929731,3640
1629897933371,4200
1629897937571,3920
1629897941491,4240
1629897945731,4160
1629897949891,4000
1629897953891,4200
1629897958091,4040
1629897962131,4280
1629897966411,4400
1629897970811,4880
1629897975691,4400
1629897980091,4880
1629897984971,4400
1629897989371,3720
1629897993091,4160
1629897997251,3960
1629898001211,4320
1629898005531,4240
1629898009771,4160
1629898013931,4480
1629898018411,4280
1629898022691,3880
1629898026571,3960
1629898030531,4360
1629898034891,4360
1629898039251,3880
1629898043131,4160
1629898047291,4280
1629898051571,4360
1629898055931,4400
1629898060331,4040
1629898064371,3920
1629898068291,4440
1629898072731,4120
1629898076851,4080
1629898080931,3600
1629898084531,3880
1629898088411,4120
1629898092531,4120
1629898096651,3760
1629898100411,3800
1629898104211,4160
1629898108371,4360
1629898112731,4640
1629898117371,4640
1629898122011,4680
1629898126691,4520
1629898131211,4960
1629898136171,5000
1629898141171,4760
1629898145931,5200
1629898151131,4640
1629898155771,4280
1629898160051,4480
1629898164531,4240
1629898168771,4360
1629898173131,4640
1629898177771,4320
1629898182091,4080
1629898186171,4080
1629898190251,3440
1629898193691,4000
1629898197691,4600
1629898202291,4280
1629898206571,4640
1629898211211,4200
1629898215411,5000
1629898220411,4080
1629898224491,4040
1629898228531,3800
1629898232331,3840
1629898236171,4520
1629898240691,4240
