timestamp,green,ir,red
1630501821552,94704,287814,396707
1630501821562,94715,287853,396688
1630501821572,94753,287881,396752
1630501821582,94744,287923,396728
1630501821592,94748,287912,396731
1630501821602,94766,287935,396778
1630501821612,94769,287946,396744
1630501821622,94783,288007,396795
1630501821632,94794,288022,396809
1630501821642,94808,288009,396786
1630501821652,94809,288016,396821
1630501821662,94801,287949,396829
1630501821672,94828,287995,396831
1630501821682,94810,288026,396849
1630501821692,94797,288018,396837
1630501821702,94820,287957,396871
1630501821712,94808,288040,396892
1630501821722,94806,287967,396890
1630501821732,94812,288052,396924
1630501821742,94807,288064,396925
1630501821752,94823,288090,396978
1630501821762,94862,288107,397018
1630501821772,94858,288170,396991
1630501821782,94856,288200,397058
1630501821792,94863,288200,396986
1630501821802,94873,288181,397067
1630501821812,94886,288261,397083
1630501821822,94916,288266,397127
1630501821832,94947,288300,397159
1630501821842,94973,288331,397231
1630501821852,94969,288371,397225
1630501821862,94995,288401,397227
1630501821872,95006,288385,397267
1630501821882,95033,288413,397269
1630501821892,95017,288398,397298
1630501821902,95037,288406,397313
1630501821912,95048,288387,397271
1630501821922,95031,288393,397295
1630501821932,95044,288388,397282
1630501821942,95044,288365,397310
1630501821952,95053,288380,397265
1630501821962,95049,288366,397264
1630501821972,95039,288323,397229
1630501821982,95035,288373,397199
1630501821992,95047,288345,397218
1630501822002,95032,288294,397193
1630501822012,95049,288287,397148
1630501822022,95053,288266,397185
1630501822032,95071,288202,397118
1630501822042,95048,288197,397159
1630501822052,95045,288238,397126
1630501822062,95043,288186,397110
1630501822072,95041,288199,397114
1630501822082,95038,288177,397038
1630501822092,95042,288134,397103
1630501822102,95024,288107,397039
1630501822112,95025,288166,397018
1630501822122,95023,288109,397054
1630501822132,95036,288122,397012
1630501822142,95028,288139,397027
1630501822152,95030,288110,396990
1630501822162,95030,288129,396990
1630501822172,95056,288085,397009
1630501822182,95049,288082,397007
1630501822192,95047,288066,396941
1630501822202,95048,288062,396931
1630501822212,95048,288027,396959
1630501822222,95066,288021,396924
1630501822232,95056,287978,396893
1630501822242,95047,287977,396910
1630501822252,95063,287951,396930
1630501822262,95051,287969,396928
1630501822272,95033,287979,396887
1630501822282,95022,287918,396900
1630501822292,95009,287907,396852
1630501822302,94982,287896,396815
1630501822312,94973,287843,396828
1630501822322,94957,287874,396874
1630501822332,94980,287871,396859
1630501822342,94953,287855,396825
1630501822352,94922,287819,396791
1630501822362,94930,287828,396817
1630501822372,94919,287746,396778
1630501822382,94900,287754,396764
1630501822392,94907,287732,396749
1630501822402,94885,287733,396750
1630501822412,94868,287738,396703
1630501822422,94860,287738,396682
1630501822432,94852,287710,396732
1630501822442,94851,287697,396670
1630501822452,94853,287683,396680
1630501822462,94846,287660,396658
1630501822472,94853,287622,396661
1630501822482,94874,287610,396643
1630501822492,94856,287672,396606
1630501822502,94857,287623,396606
1630501822512,94831,287630,396628
1630501822522,94849,287618,396606
1630501822532,94844,287643,396613
1630501822542,94824,287617,396617
1630501822552,94829,287593,396563
1630501822562,94825,287587,396586
1630501822572,94811,287528,396565
1630501822582,94810,287556,396498
1630501822592,94799,287532,396525
1630501822602,94790,287534,396539
1630501822612,94789,287520,396482
1630501822622,94789,287492,396461
1630501822632,94792,287512,396484
1630501822642,94801,287493,396514
1630501822652,94801,287466,396450
1630501822662,94780,287496,396445
1630501822672,94792,287459,396456
1630501822682,94788,287453,396451
1630501822692,94782,287447,396434
1630501822702,94771,287417,396461
1630501822712,94756,287418,396434
1630501822722,94761,287394,396400
1630501822732,94765,287404,396419
1630501822742,94742,287384,396404
1630501822752,94765,287410,396367
1630501822762,94761,287419,396346
1630501822772,94765,287360,396338
1630501822782,94778,287354,396359
1630501822792,94754,287355,396328
1630501822802,94763,287381,396383
1630501822812,94771,287343,396294
1630501822822,94781,287343,396392
1630501822832,94780,287347,396350
1630501822842,94787,287321,396306
1630501822852,94779,287316,396312
1630501822862,94774,287273,396348
1630501822872,94759,287282,396320
1630501822882,94748,287283,396315
1630501822892,94729,287205,396349
1630501822902,94727,287207,396338
1630501822912,94708,287187,396339
1630501822922,94688,287200,396293
1630501822932,94664,287228,396257
1630501822942,94652,287183,396259
1630501822952,94644,287133,396271
1630501822962,94620,287150,396288
1630501822972,94624,287162,396277
1630501822982,94612,287109,396249
1630501822992,94592,287109,396207
1630501823002,94610,287099,396218
1630501823012,94580,287105,396222
1630501823022,94572,287068,396214
1630501823032,94562,287078,396196
1630501823042,94548,287090,396195
1630501823052,94555,287056,396106
1630501823062,94538,287022,396115
1630501823072,94549,287042,396128
1630501823082,94543,286988,396124
1630501823092,94549,286997,396105
1630501823102,94543,286995,396082
1630501823112,94562,287018,396054
1630501823122,94558,286985,396103
1630501823132,94563,286974,396097
1630501823142,94549,286957,396070
1630501823152,94542,286958,396022
1630501823162,94531,286981,396036
1630501823172,94519,286953,395985
1630501823182,94523,286949,395999
1630501823192,94512,286967,395951
1630501823202,94521,286951,395964
1630501823212,94527,286929,395927
1630501823222,94513,286916,395937
1630501823232,94503,286890,395937
1630501823242,94528,286927,395915
1630501823252,94519,286907,395901
1630501823262,94520,286886,395914
1630501823272,94526,286920,395883
1630501823282,94522,286910,395905
1630501823292,94530,286902,395907
1630501823302,94543,286915,395905
1630501823312,94556,286926,395880
1630501823322,94536,286962,395886
1630501823332,94559,286871,395882
1630501823342,94558,286920,395869
1630501823352,94561,286903,395847
1630501823362,94556,286915,395850
1630501823372,94552,286909,395825
1630501823382,94565,286896,395837
1630501823392,94559,286888,395796
1630501823402,94567,286870,395796
1630501823412,94585,286883,395795
1630501823422,94571,286852,395787
1630501823432,94567,286856,395734
1630501823442,94548,286821,395729
1630501823452,94557,286765,395755
1630501823462,94545,286805,395743
1630501823472,94548,286787,395750
1630501823482,94538,286722,395697
1630501823492,94536,286750,395687
1630501823502,94514,286712,395711
1630501823512,94490,286694,395681
1630501823522,94473,286701,395652
1630501823532,94448,286631,395634
1630501823542,94432,286611,395643
1630501823552,94423,286657,395654
1630501823562,94390,286633,395594
1630501823572,94386,286586,395575
