timestamp,green,ir,red
1629800379780,23390,238672,209003
1629800379790,23384,238654,209021
1629800379800,23384,238645,209029
1629800379810,23368,238645,209019
1629800379820,23354,238612,208995
1629800379830,23343,238601,208982
1629800379840,23333,238584,208986
1629800379850,23316,238616,208967
1629800379860,23305,238553,208931
1629800379870,23292,238578,208915
1629800379880,23274,238552,208867
1629800379890,23259,238537,208862
1629800379900,23260,238508,208850
1629800379910,23254,238518,208862
1629800379920,23253,238528,208875
1629800379930,23254,238525,208897
1629800379940,23263,238517,208935
1629800379950,23258,238553,208922
1629800379960,23253,238529,208916
1629800379970,23256,238544,208937
1629800379980,23248,238534,208934
1629800379990,23240,238514,208886
1629800380000,23242,238523,208911
1629800380010,23237,238536,208926
1629800380020,23234,238531,208922
1629800380030,23228,238537,208908
1629800380040,23226,238535,208886
1629800380050,23231,238564,208925
1629800380060,23225,238546,208886
1629800380070,23225,238584,208899
1629800380080,23219,238560,208884
1629800380090,23220,238563,208903
1629800380100,23221,238569,208899
1629800380110,23220,238568,208920
1629800380120,23218,238574,208901
1629800380130,23226,238594,208912
1629800380140,23231,238582,208910
1629800380150,23231,238614,208916
1629800380160,23234,238631,208902
1629800380170,23239,238654,208895
1629800380180,23235,238622,208869
1629800380190,23237,238616,208877
1629800380200,23239,238602,208860
1629800380210,23236,238649,208887
1629800380220,23248,238699,208852
1629800380230,23242,238663,208868
1629800380240,23243,238638,208847
1629800380250,23243,238653,208826
1629800380260,23237,238650,208791
1629800380270,23241,238641,208839
1629800380280,23241,238685,208819
1629800380290,23246,238644,208825
1629800380300,23258,238711,208837
1629800380310,23255,238723,208881
1629800380320,23252,238662,208850
1629800380330,23242,238609,208847
1629800380340,23229,238545,208845
1629800380350,23213,238470,208854
1629800380360,23188,238416,208801
1629800380370,23173,238379,208797
1629800380380,23151,238354,208786
1629800380390,23134,238289,208759
1629800380400,23136,238291,208769
1629800380410,23103,238210,208776
1629800380420,23101,238219,208730
1629800380430,23087,238202,208740
1629800380440,23077,238168,208699
1629800380450,23065,238174,208743
1629800380460,23054,238136,208754
1629800380470,23055,238143,208741
1629800380480,23050,238119,208730
1629800380490,23048,238092,208749
1629800380500,23032,238083,208734
1629800380510,23025,238086,208702
1629800380520,23013,238097,208726
1629800380530,23019,238085,208710
1629800380540,23004,238089,208675
1629800380550,23017,238069,208676
1629800380560,23011,238105,208665
1629800380570,23006,238077,208670
1629800380580,23001,238079,208634
1629800380590,22991,238024,208636
1629800380600,22987,238008,208599
1629800380610,22981,238029,208604
1629800380620,22987,238005,208614
1629800380630,22985,238052,208619
1629800380640,22982,237998,208617
1629800380650,22987,238024,208605
1629800380660,22982,238003,208597
1629800380670,22988,238015,208650
1629800380680,22993,238024,208627
1629800380690,22996,238026,208655
1629800380700,22995,238059,208654
1629800380710,22993,238050,208639
1629800380720,23002,238039,208645
1629800380730,22998,238055,208619
1629800380740,22995,238070,208611
1629800380750,22990,238057,208595
1629800380760,22993,238065,208607
1629800380770,22994,238082,208603
1629800380780,22996,238037,208568
1629800380790,22990,238072,208563
1629800380800,22998,238055,208528
1629800380810,22995,238065,208564
1629800380820,23000,238051,208534
1629800380830,22998,238067,208548
1629800380840,23006,238073,208521
1629800380850,23013,238098,208535
1629800380860,23011,238056,208491
1629800380870,23024,238104,208523
1629800380880,23025,238110,208541
1629800380890,23024,238136,208525
