timestamp,duration
1629800380118,651
1629800380769,664
1629800381433,749
1629800382182,740
1629800382922,750
1629800383672,698
1629800384370,719
1629800385089,796
1629800385885,819
1629800386704,714
1629800387418,715
1629800388133,721
1629800388854,831
1629800389685,791
1629800390476,753
1629800391229,786
1629800392015,931
1629800392946,879
1629800393825,885
1629800394710,866
1629800395576,774
1629800396350,879
1629800397229,890
1629800398119,873
1629800398992,798
1629800399790,978
1629800400768,1018
1629800401786,911
1629800402697,843
1629800403540,824
1629800404364,766
1629800405130,751
1629800405881,751
1629800406632,921
1629800407553,860
1629800408413,794
1629800409207,794
1629800410001,819
1629800410820,782
1629800411602,693
1629800412295,649
1629800412944,633
1629800413577,664
1629800414241,700
1629800414941,645
1629800415586,609
1629800416195,639
1629800416834,901
1629800417735,798
1629800418533,849
1629800419382,753
1629800420135,751
1629800420886,835
1629800421721,867
1629800422588,820
1629800423408,761
1629800424169,814
1629800424983,862
1629800425845,867
1629800426712,779
1629800427491,790
1629800428281,866
1629800429147,887
1629800430034,795
1629800430829,943
1629800431772,928
1629800432700,771
1629800433471,748
1629800434219,849
1629800435068,934
1629800436002,853
1629800436855,761
1629800437616,861
1629800438477,971
1629800439448,919
1629800440367,787
1629800441154,741
1629800441895,829
1629800442724,837
1629800443561,856
1629800444417,778
1629800445195,761
1629800445956,736
1629800446692,746
1629800447438,763
1629800448201,751
1629800448952,856
1629800449808,933
1629800450741,869
1629800451610,767
1629800452377,746
1629800453123,770
1629800453893,793
1629800454686,745
1629800455431,713
1629800456144,736
1629800456880,750
1629800457630,850
1629800458480,930
1629800459410,853
1629800460263,798
1629800461061,742
1629800461803,717
1629800462520,703
1629800463223,698
1629800463921,724
1629800464645,826
1629800465471,868
1629800466339,825
1629800467164,794
1629800467958,803
1629800468761,767
1629800469528,739
1629800470267,751
1629800471018,756
1629800471774,732
1629800472506,727
1629800473233,675
1629800473908,672
1629800474580,675
1629800475255,650
1629800475905,663
1629800476568,685
1629800477253,767
1629800478020,782
1629800478802,765
1629800479567,741
1629800480308,811
1629800481119,773
1629800481892,730
1629800482622,712
1629800483334,709
1629800484043,722
1629800484765,723
1629800485488,717
1629800486205,724
1629800486929,748
1629800487677,788
1629800488465,795
1629800489260,742
1629800490002,711
1629800490713,704
1629800491417,732
1629800492149,788
1629800492937,832
1629800493769,767
1629800494536,791
1629800495327,832
1629800496159,779
1629800496938,702
1629800497640,687
1629800498327,700
1629800499027,702
1629800499729,678
1629800500407,658
1629800501065,620
1629800501685,658
1629800502343,733
1629800503076,907
1629800503983,876
1629800504859,793
1629800505652,729
1629800506381,726
1629800507107,724
1629800507831,720
1629800508551,722
1629800509273,720
1629800509993,675
1629800510668,674
1629800511342,715
1629800512057,857
1629800512914,801
1629800513715,817
1629800514532,915
1629800515447,961
1629800516408,911
1629800517319,780
1629800518099,736
1629800518835,771
1629800519606,848
1629800520454,792
1629800521246,950
1629800522196,974
1629800523170,925
1629800524095,841
1629800524936,977
1629800525913,962
1629800526875,854
1629800527729,916
1629800528645,929
1629800529574,865
1629800530439,936
1629800531375,943
1629800532318,803
1629800533121,760
1629800533881,854
1629800534735,899
1629800535634,873
1629800536507,876
1629800537383,931
1629800538314,859
1629800539173,756
1629800539929,771
1629800540700,858
1629800541558,839
1629800542397,758
1629800543155,822
1629800543977,917
1629800544894,819
1629800545713,735
1629800546448,736
1629800547184,742
1629800547926,758
1629800548684,750
1629800549434,734
1629800550168,827
1629800550995,849
1629800551844,807
1629800552651,749
1629800553400,696
1629800554096,670
1629800554766,682
1629800555448,696
1629800556144,727
1629800556871,717
1629800557588,760
1629800558348,745
1629800559093,723
1629800559816,694
1629800560510,652
1629800561162,638
1629800561800,642
1629800562442,670
1629800563112,736
1629800563848,721
1629800564569,712
1629800565281,685
1629800565966,682
1629800566648,695
1629800567343,684
1629800568027,637
1629800568664,635
1629800569299,639
1629800569938,656
1629800570594,657
1629800571251,652
1629800571903,635
1629800572538,646
1629800573184,676
1629800573860,698
1629800574558,657
1629800575215,658
1629800575873,609
1629800576482,634
1629800577116,750
1629800577866,965
1629800578831,814
1629800579645,700
1629800580345,667
1629800581012,663
1629800581675,695
1629800582370,769
1629800583139,692
1629800583831,694
1629800584525,727
1629800585252,654
1629800585906,720
1629800586626,712
1629800587338,889
1629800588227,683
1629800588910,785
1629800589695,738
1629800590433,820
1629800591253,697
1629800591950,775
1629800592725,753
1629800593478,852
1629800594330,686
1629800595016,749
1629800595765,703
1629800596468,778
1629800597246,681
1629800597927,823
1629800598750,776
1629800599526,852
1629800600378,715
1629800601093,808
1629800601901,894
1629800602795,824
1629800603619,802
1629800604421,847
1629800605268,763
1629800606031,787
1629800606818,901
1629800607719,775
1629800608494,720
1629800609214,758
1629800609972,996
1629800610968,816
1629800611784,858
1629800612642,820
1629800613462,787
1629800614249,700
1629800614949,788
1629800615737,886
1629800616623,820
1629800617443,722
1629800618165,846
1629800619011,804
1629800619815,895
1629800620710,733
1629800621443,788
1629800622231,683
1629800622914,730
1629800623644,720
1629800624364,826
1629800625190,690
1629800625880,780
1629800626660,831
1629800627491,786
1629800628277,738
1629800629015,819
1629800629834,941
1629800630775,791
1629800631566,839
1629800632405,813
1629800633218,803
1629800634021,712
1629800634733,776
1629800635509,792
1629800636301,780
1629800637081,727
1629800637808,778
1629800638586,1065
1629800639651,884
1629800640535,749
1629800641284,665
1629800641949,639
