trialStartTime,trialEndTime,stimulus,correctResponse,participantResponse,isCorrectResponse,responseTime,thisBlockTrialNumber,measurementBlock
298.8484374310356,299.3609921990428,H,None,None,1,,0,0
301.3324562109774,301.8275599939516,F,None,None,1,,1,0
303.82948488998227,304.32772486296017,H,m,m,1,0.6339815309038386,2,0
306.3306411950616,306.8275487059728,X,None,None,1,,3,0
308.83000319998246,309.32746453396976,B,None,None,1,,4,0
311.3304608890321,311.826911775046,X,m,m,1,0.3616815640125423,5,0
313.83104062103666,314.3274650319945,R,None,None,1,,6,0
316.3298755560536,316.8273768919753,K,None,None,1,,7,0
318.830795068061,319.3273433180293,M,None,None,1,,8,0
321.3308755820617,321.82734856696334,Q,None,None,1,,9,0
323.8463761890307,324.36071902594995,M,m,m,1,0.3408908320125192,10,0
326.34698974795174,326.85959497699514,X,None,None,1,,11,0
328.8458124130266,329.36035818897653,Q,None,m,0,0.3176950759952888,12,0
331.34665630105883,331.8594580310164,K,None,None,1,,13,0
333.84568223299,334.35954465996474,R,None,None,1,,14,0
336.346671569976,336.8606655639596,H,None,None,1,,15,0
338.8474768019514,339.36026163597126,R,m,m,1,0.3587110199732706,16,0
341.3466523840325,341.86043315997813,F,None,None,1,,17,0
343.84682521398645,344.3604022379732,M,None,None,1,,18,0
346.3465464640176,346.86058677895926,B,None,m,0,0.4584559689974412,19,0
689.146376263001,689.6558471870376,K,None,None,1,,0,1
691.659142330056,692.1557182499673,M,None,None,1,,1,1
694.157735827961,694.6556169950636,H,None,None,1,,2,1
696.6585054820171,697.1555732690031,F,None,None,1,,3,1
699.1594676090172,699.655529057025,H,m,m,1,0.5193953849375248,4,1
701.6565102320164,702.1556109100347,R,None,None,1,,5,1
704.1416321339784,704.6390092479996,X,None,None,1,,6,1
706.6410909369588,707.1388446120545,R,m,m,1,0.4547701471019536,7,1
709.1409176570596,709.6388302290579,B,None,None,1,,8,1
711.6409336100332,712.1387964739697,K,None,None,1,,9,1
714.1409726110287,714.6386938049691,Q,None,None,1,,10,1
716.6379721800331,717.1379897430306,K,m,m,1,0.3463396999286487,11,1
719.1416603310499,719.6387396740029,F,None,None,1,,12,1
721.6408056260552,722.1386361160548,B,None,None,1,,13,1
724.1408349620178,724.6386624940205,H,None,None,1,,14,1
726.64086726401,727.1379385209875,B,m,m,1,0.3111188389593735,15,1
729.1408209570218,729.6386516450439,R,None,None,1,,16,1
731.6407381399767,732.138457076042,Q,None,None,1,,17,1
734.1412650879938,734.6386334400158,M,None,None,1,,18,1
736.6407289090566,737.1384573130636,X,None,None,1,,19,1
1107.2919047400355,1107.800059581059,B,None,None,1,,0,2
1109.8034581510583,1110.2999558639713,H,None,None,1,,1,2
1112.3027972290292,1112.799974165042,K,None,None,1,,2,2
1114.8021117440658,1115.3000031720148,F,None,None,1,,3,2
1117.3021642100066,1117.799963613972,X,None,None,1,,4,2
1119.8022733130492,1120.3000426630024,F,m,m,1,0.3644185080192983,5,2
1122.3008558220463,1122.7998510820323,Q,None,None,1,,6,2
1124.80196742306,1125.2997771250084,R,None,None,1,,7,2
1127.3027960209874,1127.7998971430352,Q,m,m,1,0.324461675947532,8,2
1129.80209679401,1130.299729306018,M,None,None,1,,9,2
1132.3028254769742,1132.7998452309985,K,None,None,1,,10,2
1134.8019845410015,1135.299753183033,R,None,None,1,,11,2
1137.3018701249966,1137.7997091889847,K,m,m,1,0.3022616080706939,12,2
1139.8022315850249,1140.2997551009755,B,None,None,1,,13,2
1142.3018830240471,1142.7996010900242,M,None,None,1,,14,2
1144.8018647650024,1145.2995173990494,B,m,m,1,0.3326084200525656,15,2
1147.3006081409983,1147.7995667050127,Q,None,None,1,,16,2
1149.8022808709648,1150.299505530973,F,None,None,1,,17,2
1152.3016887280392,1152.7991474920418,H,None,None,1,,18,2
1154.8016992879566,1155.2994120130315,X,None,None,1,,19,2
