timestamp,breathing_waveform
1630937420086,7252535
1630937420126,7251075
1630937420166,7248989
1630937420206,7246016
1630937420246,7242888
1630937420286,7239081
1630937420326,7234857
1630937420366,7231676
1630937420406,7228025
1630937420446,7225783
1630937420486,7223592
1630937420526,7220098
1630937420566,7218951
1630937420606,7218742
1630937420646,7218325
1630937420686,7217334
1630937420726,7218012
1630937420766,7217387
1630937420806,7217334
1630937420846,7216448
1630937420886,7216604
1630937420926,7217282
1630937420966,7218742
1630937421006,7218117
1630937421046,7220985
1630937421086,7222393
1630937421126,7224114
1630937421166,7225887
1630937421206,7227347
1630937421246,7229329
1630937421286,7231363
1630937421326,7233188
1630937421366,7234909
1630937421406,7236682
1630937421446,7238611
1630937421486,7240697
1630937421526,7242731
1630937421566,7243618
1630937421606,7242940
1630937421646,7240749
1630937421686,7239811
1630937421726,7238611
1630937421766,7238351
1630937421806,7238403
1630937421846,7238872
1630937421886,7237620
1630937421926,7235430
1630937421966,7234387
1630937422006,7233240
1630937422046,7232771
1630937422086,7232301
1630937422126,7232823
1630937422166,7232823
1630937422206,7232353
1630937422246,7232145
1630937422286,7231363
1630937422326,7230059
1630937422366,7229537
1630937422406,7229746
1630937422446,7228807
1630937422486,7227660
1630937422526,7227243
1630937422566,7225887
1630937422606,7225000
1630937422646,7224062
1630937422686,7223540
1630937422726,7222028
1630937422766,7221507
1630937422806,7219733
1630937422846,7218847
1630937422886,7217595
1630937422926,7216396
1630937422966,7215926
1630937423006,7215718
1630937423046,7215613
1630937423086,7215092
1630937423126,7214466
1630937423166,7213058
1630937423206,7211963
1630937423246,7210346
1630937423286,7208678
1630937423326,7207739
1630937423366,7205288
1630937423406,7204610
1630937423446,7204193
1630937423486,7203515
1630937423526,7202889
1630937423566,7203410
1630937423606,7203671
1630937423646,7204662
1630937423686,7205549
1630937423726,7206957
1630937423766,7208052
1630937423806,7210190
1630937423846,7212641
1630937423886,7214883
1630937423926,7216709
1630937423966,7218742
1630937424006,7220098
1630937424046,7222601
1630937424086,7224218
1630937424126,7225887
1630937424166,7227243
1630937424206,7228807
1630937424246,7230059
1630937424286,7231936
1630937424326,7233553
1630937424366,7235691
1630937424406,7237099
1630937424446,7238872
1630937424486,7238611
1630937424526,7238246
1630937424566,7238194
1630937424606,7236212
1630937424646,7235065
1630937424686,7234752
1630937424726,7233188
1630937424766,7233188
1630937424806,7232823
1630937424846,7232093
1630937424886,7231415
1630937424926,7230789
1630937424966,7229642
1630937425006,7229016
1630937425046,7227243
1630937425086,7226878
1630937425126,7226565
1630937425166,7226774
1630937425206,7226148
1630937425246,7226148
1630937425286,7225000
1630937425326,7223749
1630937425366,7222966
1630937425406,7222289
1630937425446,7221402
1630937425486,7221089
1630937425526,7221350
1630937425566,7219994
1630937425606,7219003
1630937425646,7217960
1630937425686,7217334
1630937425726,7217387
1630937425766,7217647
1630937425806,7217230
1630937425846,7217074
1630937425886,7218221
1630937425926,7219472
1630937425966,7219264
1630937426006,7220411
1630937426046,7221767
1630937426086,7223957
1630937426126,7225574
1630937426166,7226304
1630937426206,7226513
